,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists","Career high, Steals","Career high, Game Score",College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year,"Career high, Blocks",Triple-Doubles
0,Jordan Nwora,2020-21,22.0,['MIL' 'TOT' 'IND'],NBA,SF,62.0,14.0,24.6,4.9,10.3,0.476,1.9,4.5,0.452,3.0,5.8,0.518,0.569,1.3,1.8,0.86,0.9,3.8,4.7,2.1,0.5,0.3,1.3,1.7,13.0,1,34.0,14.0,6.0,3.0,26.7,['LOUISVILLE'],https://www.basketball-reference.com/req/202106291/images/headshots/nworajo01.jpg,0,1,0,15,2020,2.0,
0,Malik Newman,2019-20,22.0,['CLE'],NBA,SG,1.0,0.0,8.0,3.0,5.0,0.6,0.0,1.0,0.0,3.0,4.0,0.75,0.6,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,0,8.0,1.0,1.0,,5.7,['MISSST' 'KANSAS'],https://www.basketball-reference.com/req/202106291/images/headshots/newmama01.jpg,0,0,0,,,,
0,Hamady N'Diaye,2010-11,24.0,['WAS' 'SAC'],NBA,C,16.0,0.0,5.3,0.3,0.6,0.8,0.0,0.0,,0.3,0.6,0.8,0.8,0.4,0.8,0.5,0.4,0.9,1.3,0.2,0.1,0.3,0.2,1.1,0.9,0,4.0,6.0,1.0,1.0,3.4,['RUTGERS'],https://www.basketball-reference.com/req/202106291/images/headshots/ndiayha01.jpg,0,0,0,26,2010,2.0,
0,Lloyd Neal,1972-73,22.0,['POR'],NBA,C,82.0,,34.1,6.4,13.3,0.504,,,,,,,,2.7,3.9,1.0,2.3,6.5,11.8,1.8,0.8,1.6,1.6,3.7,15.5,0,35.0,23.0,6.0,4.0,30.4,,,0,1,0,1,1972,8.0,
0,Norm Nixon,1977-78,22.0,['LAL' 'SDC' 'LAC'],NBA,PG,82.0,82.0,39.3,7.7,15.8,0.542,0.6,1.8,0.347,7.6,15.4,0.542,0.542,2.5,3.3,0.809,0.8,2.4,3.0,11.1,2.5,0.2,3.6,3.2,17.6,0,39.0,9.0,21.0,8.0,37.3,['DUQUESNE'],https://www.basketball-reference.com/req/202106291/images/headshots/nixonno01.jpg,2,2,0,22,1977,2.0,
0,Johnny Newman,1986-87,23.0,['CLE' 'NYK' 'CHH' 'TOT' 'NJN' 'MIL' 'DEN' 'DAL'],NBA,SF,82.0,82.0,32.8,5.9,12.6,0.523,1.2,3.5,0.386,5.5,11.5,0.551,0.542,4.9,6.0,0.868,1.3,2.1,3.3,2.7,1.4,0.3,2.3,3.4,16.9,1,41.0,11.0,8.0,7.0,36.9,['RICHMOND'],,0,0,0,5,1986,3.0,
0,Andrés Nocioni,2001-02,22.0,['CHI' 'TOT' 'SAC' 'PHI'],Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),82.0,43.0,31.0,5.2,11.0,0.467,2.0,4.4,0.441,3.6,7.2,0.515,0.538,2.5,3.0,0.848,1.1,5.2,6.1,1.8,0.6,0.7,2.0,3.7,14.1,1,31.0,17.0,5.0,4.0,25.6,,https://www.basketball-reference.com/req/202106291/images/headshots/nocioan01.jpg,0,0,0,,,5.0,
0,David Nwaba,2016-17,24.0,['LAL' 'CHI' 'CLE' 'BRK' 'HOU'],NBA,SG,70.0,21.0,23.5,3.5,7.3,0.58,0.6,2.1,0.429,3.0,5.3,0.605,0.606,1.9,2.9,0.716,1.3,3.4,4.7,1.5,1.0,0.7,1.1,2.3,9.2,0,22.0,11.0,5.0,4.0,19.9,['CALPOLY'],https://www.basketball-reference.com/req/202106291/images/headshots/nwabada01.jpg,0,0,0,,,4.0,
0,David Noel,2006-07,22.0,['MIL'],NBA,PF,68.0,0.0,11.6,1.0,2.6,0.367,0.3,0.8,0.321,0.7,1.8,0.387,0.415,0.5,0.6,0.86,0.6,1.2,1.8,1.0,0.4,0.1,0.6,1.1,2.7,0,18.0,6.0,7.0,2.0,17.3,['UNC'],,0,0,0,9,2006,2.0,
0,Steve Novak,2006-07,23.0,['HOU' 'LAC' 'TOT' 'DAL' 'SAS' 'NYK' 'TOR' 'UTA' 'OKC' 'MIL'],NBA,SF,81.0,3.0,20.3,3.0,6.2,0.525,2.5,5.2,0.75,0.8,1.5,1.0,0.72,0.4,0.5,1.0,0.3,1.8,1.9,0.6,0.3,0.2,0.4,1.2,8.8,1,25.0,8.0,4.0,2.0,21.8,['MARQUETTE'],https://www.basketball-reference.com/req/202106291/images/headshots/novakst01.jpg,0,0,0,2,2006,2.0,
0,Calvin Natt,1979-80,23.0,['TOT' 'NJN' 'POR' 'DEN' 'SAS' 'IND'],NBA,SF,80.0,80.0,38.6,8.8,16.8,0.645,0.1,0.3,0.5,8.8,16.6,0.645,0.645,5.7,7.2,1.0,3.3,6.4,9.7,3.1,1.5,0.5,2.6,2.8,23.3,1,39.0,19.0,7.0,5.0,34.3,['ULAMO'],https://www.basketball-reference.com/req/202106291/images/headshots/nattca01.jpg,1,0,0,8,1979,3.0,
0,Jameer Nelson,2004-05,22.0,['ORL' 'TOT' 'DAL' 'BOS' 'DEN' 'NOP' 'DET'],NBA,PG,79.0,77.0,35.3,6.4,13.9,0.503,2.2,6.3,0.453,4.5,8.9,0.529,0.58,2.4,2.9,1.0,0.7,3.3,3.7,7.4,1.3,0.1,2.8,2.9,16.7,1,32.0,10.0,15.0,7.0,31.4,['STJOSEPHS'],https://www.basketball-reference.com/req/202106291/images/headshots/nelsoja01.jpg,1,0,0,20,2004,2.0,
0,Johnny Neumann,1971-72,20.0,['MMP' 'MMT' 'TOT' 'UTS' 'VIR' 'INA' 'KEN' 'BUF' 'LAL' 'IND'],ABA,SG,87.0,,35.3,7.7,17.2,0.472,1.2,3.5,0.344,7.5,15.6,0.489,0.483,4.2,5.4,0.857,2.5,2.1,4.2,5.9,1.3,0.5,4.4,3.8,19.6,1,41.0,12.0,16.0,5.0,14.0,['OLEMISS'],https://www.basketball-reference.com/req/202106291/images/headshots/neumajo01.jpg,0,0,0,12,1973,2.0,
0,Nemanja Nedović,2013-14,22.0,['GSW'],NBA,SG,24.0,0.0,5.9,0.3,1.6,0.205,0.1,0.8,0.167,0.2,0.9,0.238,0.244,0.3,0.3,0.875,0.1,0.5,0.6,0.5,0.0,0.0,0.5,0.5,1.1,0,5.0,3.0,3.0,,3.4,,https://www.basketball-reference.com/req/202106291/images/headshots/nedovne01.jpg,0,0,0,30,2013,1.0,
0,Ruben Nembhard,1996-97,24.0,['TOT' 'UTA' 'POR'],NBA,"PG,SG",10.0,0.0,11.8,2.0,4.0,0.5,0.0,1.0,0.0,2.0,3.1,0.667,0.5,1.0,1.3,0.8,0.4,0.6,1.0,2.5,1.5,0.0,2.5,1.5,4.0,1,12.0,4.0,5.0,3.0,7.7,['WEBERST'],,0,0,0,,,,
0,Connie Norman,1974-75,21.0,['PHI' 'SDC'],NBA,SG,65.0,,14.7,3.2,7.5,0.523,,,,,,,,0.9,1.0,0.833,0.8,0.9,1.6,1.1,0.5,0.1,1.0,1.6,7.3,0,21.0,7.0,5.0,3.0,15.5,,,0,0,0,1,1974,1.0,
0,Paul Noel,1947-48,23.0,['NYK' 'ROC'],BAA,,65.0,,4.0,1.5,5.9,0.337,,,,,,,,0.8,1.3,0.711,,,1.6,1.0,,,,2.0,3.8,0,21.0,6.0,6.0,,,,,0,1,0,,,,
0,Richie Niemiera,1948-49,27.0,['FTW' 'TOT' 'AND'],BAA,,60.0,,,2.1,6.7,0.357,,,,,,,,2.4,3.0,0.8,,,,2.0,,,,2.1,6.6,1,21.0,,8.0,,,,,0,0,0,,,,
0,Andrew Nembhard,2022-23,23.0,['IND'],NBA,SG,75.0,63.0,27.6,3.8,8.6,0.441,1.2,3.5,0.35,2.6,5.1,0.504,0.512,0.7,0.8,0.79,0.5,2.2,2.7,4.5,0.9,0.2,1.7,2.4,9.5,0,31.0,8.0,15.0,4.0,28.4,['FLORIDA' 'GONZAGA'],https://www.basketball-reference.com/req/202106291/images/headshots/nembhan01.jpg,0,0,0,1,2022,2.0,
0,Willie Naulls,1956-57,22.0,['TOT' 'STL' 'NYK' 'SFW' 'BOS'],NBA,PF,79.0,,39.7,10.0,24.0,0.428,,,,,,,,5.1,6.1,0.842,,,14.2,2.6,,,,3.5,25.0,1,49.0,29.0,9.0,,,['UCLA'],,4,3,0,2,1956,,
0,Rasho Nesterović,1998-99,22.0,['MIN' 'SAS' 'TOR' 'IND'],NBA,C,82.0,82.0,30.4,5.2,9.9,0.55,0.0,0.0,0.333,5.2,9.9,0.552,0.551,1.0,1.4,1.0,3.1,4.6,7.7,1.6,0.6,2.0,1.3,3.3,11.2,0,24.0,15.0,8.0,3.0,27.3,,https://www.basketball-reference.com/req/202106291/images/headshots/nestera01.jpg,0,1,0,17,1998,9.0,
0,Lucas Nogueira,2014-15,22.0,['TOR'],NBA,C,57.0,6.0,19.1,1.8,2.7,0.66,0.1,0.4,0.333,1.8,2.5,0.721,0.67,0.8,1.2,0.679,1.4,2.8,4.3,0.7,0.9,1.6,0.8,2.4,4.4,0,17.0,11.0,3.0,3.0,20.6,,https://www.basketball-reference.com/req/202106291/images/headshots/noguelu01.jpg,0,0,0,16,2013,5.0,
0,Mike Niles,1980-81,25.0,['PHO'],NBA,SF,44.0,,5.3,1.1,3.1,0.348,0.0,0.1,0.5,1.0,3.0,0.343,0.355,0.4,0.8,0.459,0.6,0.7,1.3,0.3,0.2,0.0,0.6,0.9,2.6,0,10.0,5.0,4.0,2.0,8.9,['CALSTFULL'],,0,0,0,17,1979,1.0,
0,Louie Nelson,1973-74,22.0,['CAP' 'NOJ' 'SAS' 'TOT' 'KCK' 'NJN'],NBA,SG,72.0,,30.8,5.0,11.4,0.5,,,,,,,,2.7,3.5,0.818,1.2,1.8,3.1,2.6,1.2,0.2,1.6,2.6,12.5,1,29.0,10.0,7.0,6.0,12.7,['WASHINGTON'],,0,0,0,1,1973,2.0,
0,Bob Netolicky,1967-68,25.0,['INA' 'DLC' 'TOT' 'SAA'],ABA,PF,84.0,,40.6,8.2,17.0,0.513,0.0,0.2,0.333,8.2,16.9,0.515,0.513,4.2,6.3,1.0,4.4,7.1,11.5,2.8,0.4,0.6,2.5,3.0,20.6,1,43.0,22.0,8.0,2.0,,['DRAKE'],https://www.basketball-reference.com/req/202106291/images/headshots/netolbo01.jpg,4,2,0,6,1967,1.0,
0,Don Nelson,1962-63,22.0,['CHZ' 'LAL' 'BOS'],NBA,SF,82.0,,27.5,5.6,11.2,0.539,,,,,,,,4.3,5.5,0.846,1.6,4.3,7.3,2.3,0.4,0.2,,3.0,15.4,0,40.0,22.0,7.0,2.0,,['IOWA'],https://www.basketball-reference.com/req/202106291/images/headshots/nelsodo01.jpg,0,5,0,1,1962,2.0,
0,Mike Newlin,1971-72,23.0,['HOU' 'NJN' 'NYK'],NBA,SG,82.0,32.0,37.4,8.0,17.0,0.507,0.6,1.9,0.333,7.9,15.7,0.507,0.507,5.2,5.9,0.888,1.3,3.2,4.1,5.6,1.5,0.2,3.1,3.7,21.4,0,52.0,12.0,16.0,7.0,40.1,['UTAH'],https://www.basketball-reference.com/req/202106291/images/headshots/newlimi01.jpg,0,0,0,7,1971,2.0,
0,Bob Nash,1972-73,22.0,['DET' 'SDA' 'KCK'],NBA,SF,82.0,,15.9,2.8,6.4,0.516,0.0,0.1,0.0,2.8,6.4,0.516,0.516,0.8,1.1,0.802,1.2,2.1,3.2,0.9,0.4,0.3,1.0,1.8,6.4,0,33.0,10.0,5.0,3.0,26.2,['HAWAII'],,0,0,0,9,1972,3.0,
0,Demetris Nichols,2007-08,23.0,['TOT' 'CLE' 'CHI' 'NYK'],NBA,SF,14.0,0.0,4.7,1.0,2.7,0.4,0.3,1.0,0.3,1.0,2.0,0.5,0.433,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.0,0.5,0.7,0.5,2.5,1,4.0,2.0,1.0,,3.0,['SYRACUSE'],,0,0,0,23,2007,2.0,
0,Zach Norvell,2019-20,22.0,['TOT' 'LAL' 'GSW'],NBA,SG,5.0,0.0,12.0,1.0,3.7,0.273,1.0,2.7,0.375,0.0,1.0,0.0,0.409,0.3,0.3,1.0,0.0,1.7,1.7,1.0,0.7,0.0,1.0,1.3,3.3,1,7.0,4.0,2.0,2.0,8.2,['GONZAGA'],https://www.basketball-reference.com/req/202106291/images/headshots/norveza01.jpg,0,0,0,,,,
0,Dick Nemelka,1970-71,27.0,['UTS'],ABA,SG,39.0,,12.9,2.1,5.5,0.385,0.5,1.6,0.323,1.6,3.9,0.411,0.432,0.8,1.3,0.653,0.6,0.9,1.5,1.5,,,1.1,1.5,5.5,0,17.0,3.0,1.0,,,['BYU'],,0,1,0,4,1966,,
0,Boštjan Nachbar,2002-03,22.0,['HOU' 'TOT' 'NOH' 'NOK' 'NJN'],NBA,SF,76.0,13.0,22.1,3.3,8.1,0.457,1.5,3.5,0.476,2.0,4.6,0.556,0.57,2.1,2.6,0.838,0.7,3.0,3.5,1.2,0.6,0.3,1.2,2.8,9.8,1,29.0,10.0,6.0,3.0,23.9,,https://www.basketball-reference.com/req/202106291/images/headshots/nachbbo01.jpg,0,0,0,15,2002,2.0,
0,Ivano Newbill,1994-95,24.0,['DET' 'ATL' 'VAN'],NBA,SF,72.0,2.0,11.8,0.7,2.0,0.44,0.0,0.0,1.0,0.7,2.0,0.44,0.44,0.6,1.1,0.567,1.2,1.8,2.8,0.5,0.4,0.3,0.6,1.8,2.1,0,8.0,15.0,3.0,3.0,7.8,['GATECH'],,0,0,0,,,3.0,
0,Carl Nicks,1980-81,22.0,['TOT' 'DEN' 'UTA' 'CLE'],NBA,PG,80.0,2.0,18.3,3.2,6.9,0.51,0.0,0.1,0.0,3.2,6.9,0.517,0.51,1.3,2.2,0.647,0.9,2.0,2.9,3.0,1.0,0.1,2.3,2.3,7.4,1,24.0,8.0,8.0,6.0,19.7,['INDIANAST'],,0,0,0,23,1980,1.0,
0,Bevo Nordmann,1961-62,22.0,['CIN' 'TOT' 'STL' 'NYK' 'BOS'],NBA,C,58.0,,28.0,4.6,9.2,0.6,,,,,,,,1.5,3.2,0.571,,,8.9,1.5,,,,4.1,10.7,1,30.0,15.0,4.0,,,['STLOUIS'],,0,0,0,2,1961,,
0,DeMarcus Nelson,2008-09,23.0,['GSW'],NBA,PG,13.0,5.0,13.2,1.8,4.2,0.444,0.0,0.2,0.0,1.8,3.9,0.471,0.444,0.4,1.1,0.357,0.5,1.4,1.8,1.0,0.7,0.2,1.2,1.8,4.1,0,9.0,7.0,3.0,2.0,7.4,['DUKE'],,0,0,0,,,1.0,
0,Willie Norwood,1971-72,24.0,['DET' 'SEA' 'TOT' 'POR'],NBA,SF,79.0,,21.7,3.3,6.5,0.52,,,,,,,,2.4,3.2,0.749,1.7,2.4,4.1,1.3,1.0,0.2,2.1,2.9,8.3,1,29.0,13.0,6.0,6.0,8.6,,,0,0,0,4,1969,2.0,
0,Craig Neal,1988-89,24.0,['TOT' 'POR' 'MIA' 'DEN'],NBA,PG,53.0,0.0,12.5,1.4,3.5,0.4,0.3,0.9,0.333,1.1,2.6,0.423,0.443,1.3,2.2,0.619,0.2,1.4,1.6,3.7,0.5,0.1,1.9,2.6,4.4,1,14.0,4.0,9.0,2.0,11.6,['GATECH'],,0,0,0,21,1988,1.0,
0,Bill Newton,1972-73,22.0,['INA'],ABA,PF,24.0,,6.6,1.0,2.3,0.467,0.0,0.1,0.5,1.0,2.3,0.467,0.467,0.4,0.8,0.5,0.9,1.5,2.0,0.5,0.2,0.0,0.6,1.7,2.4,0,10.0,8.0,3.0,,4.1,['LSU'],,0,1,0,,,,
0,Ron Nelson,1970-71,24.0,['FLO'],ABA,SG,59.0,,8.3,1.2,2.9,0.419,0.0,0.1,0.333,1.2,2.9,0.42,0.422,0.7,0.9,0.759,0.3,0.6,0.9,0.8,,,0.8,1.6,3.2,0,24.0,4.0,3.0,,,['NMEXICO'],,0,0,0,4,1968,,
0,Steve Nash,1996-97,22.0,['PHO' 'DAL' 'LAL'],NBA,PG,82.0,82.0,35.4,6.8,13.6,0.532,2.2,4.7,0.47,5.0,10.3,0.58,0.613,3.8,4.1,0.938,0.8,3.6,4.2,11.6,1.0,0.2,3.8,2.5,18.8,0,42.0,13.0,22.0,5.0,38.6,['SANTACLARA'],https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,8,0,0,15,1996,2.0,3.0
0,Ed Nealy,1982-83,22.0,['KCK' 'SAS' 'TOT' 'CHI' 'PHO' 'GSW'],NBA,PF,82.0,61.0,20.0,1.8,3.2,0.714,0.4,1.0,0.5,1.8,3.0,0.714,0.714,0.9,1.4,1.0,2.1,3.8,5.9,1.4,0.8,0.2,0.6,3.0,4.4,1,23.0,16.0,5.0,4.0,21.4,['KANSASST'],,0,1,0,5,1982,2.0,
0,Joakim Noah,2007-08,22.0,['CHI' 'NYK' 'MEM' 'LAC'],NBA,C,80.0,80.0,36.8,4.8,10.0,0.556,0.0,0.1,0.0,4.8,10.0,0.558,0.556,3.1,4.2,0.751,3.9,7.7,11.3,5.4,1.2,2.1,2.7,3.3,12.6,0,30.0,23.0,14.0,5.0,36.4,['FLORIDA'],https://www.basketball-reference.com/req/202106291/images/headshots/noahjo01.jpg,2,0,0,9,2007,11.0,7.0
0,Ken Norman,1987-88,23.0,['LAC' 'MIL' 'ATL'],NBA,SF,82.0,79.0,37.8,8.0,15.9,0.511,1.3,3.9,0.438,7.9,15.6,0.521,0.526,2.5,3.9,0.632,3.1,5.3,8.3,3.5,1.3,0.9,2.7,2.8,18.1,0,38.0,20.0,12.0,5.0,35.4,['ILLINOIS'],https://www.basketball-reference.com/req/202106291/images/headshots/normake01.jpg,0,0,0,19,1987,7.0,1.0
0,Audie Norris,1982-83,22.0,['POR'],NBA,C,79.0,13.0,14.6,1.7,3.1,0.543,0.0,0.0,0.0,1.7,3.1,0.55,0.543,1.7,2.6,0.698,1.2,2.2,3.3,1.0,0.5,0.4,1.4,2.9,5.1,0,20.0,14.0,6.0,4.0,14.9,['JACKSONST'],,0,0,0,14,1982,3.0,
0,Julius Nwosu,1994-95,23.0,['SAS'],NBA,C,23.0,0.0,3.7,0.4,1.2,0.321,0.0,0.0,,0.4,1.2,0.321,0.321,0.6,0.7,0.765,0.5,0.6,1.0,0.1,0.0,0.1,0.4,0.9,1.3,0,5.0,4.0,1.0,,4.3,['LIBERTY'],,0,0,0,,,1.0,
0,Paul Neumann,1961-62,24.0,['SYR' 'PHI' 'TOT' 'SFW'],NBA,PG,80.0,,31.0,5.3,12.4,0.491,,,,,,,,4.0,5.0,0.836,,,3.5,4.4,,,,3.4,14.4,1,33.0,11.0,11.0,,,['STANFORD'],,0,0,0,5,1959,,
0,Daishen Nix,2021-22,19.0,['HOU'],NBA,SG,57.0,7.0,16.0,1.4,4.2,0.403,0.7,2.5,0.286,0.8,1.7,0.488,0.455,0.7,1.3,0.667,0.3,1.4,1.7,2.3,0.6,0.1,1.5,1.0,4.0,0,16.0,7.0,9.0,3.0,10.7,,https://www.basketball-reference.com/req/202106291/images/headshots/nixda01.jpg,0,0,0,,,2.0,
0,Jusuf Nurkić,2014-15,20.0,['DEN' 'TOT' 'POR'],NBA,C,79.0,79.0,31.6,6.8,13.6,0.535,0.8,2.3,0.4,6.5,12.4,0.567,0.561,3.9,5.1,0.886,3.4,8.1,11.1,4.0,1.4,2.0,3.1,4.9,17.6,1,33.0,23.0,10.0,5.0,34.9,,https://www.basketball-reference.com/req/202106291/images/headshots/nurkiju01.jpg,0,0,0,16,2014,6.0,1.0
0,Johnny Norlander,1946-47,25.0,['WSC'],BAA,,60.0,,,3.7,11.6,0.375,,,,,,,,3.0,4.6,0.742,,,1.0,1.4,,,,2.1,10.4,0,22.0,,3.0,,,,,0,0,0,,,,
0,Bob Naber,1952-53,23.0,['INO'],NBA,,4.0,,2.8,0.0,1.0,0.0,,,,,,,,0.3,0.5,0.5,,,1.3,0.3,,,,1.5,0.3,0,1.0,,,,,['LOUISVILLE'],,0,0,0,,,,
0,Fritz Nagy,1948-49,25.0,['INJ'],BAA,,50.0,,,1.9,5.4,0.347,,,,,,,,1.3,1.9,0.67,,,,1.4,,,,1.7,5.1,0,20.0,,2.0,,,,,0,0,0,,1947,,
