,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists","Career high, Steals","Career high, Blocks","Career high, Game Score",Triple-Doubles,College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year
0,Andy Duncan,1948-49,26.0,['ROC' 'BOS'],BAA,,67.0,,,2.9,7.1,0.433,,,,,,,,1.5,2.5,0.682,,,2.1,0.9,,,,3.3,7.4,0,22.0,3.0,3.0,,,,,,,0,0,0,,1947
0,Chris Duhon,2004-05,22.0,['CHI' 'NYK' 'ORL' 'LAL'],NBA,PG,82.0,78.0,36.8,3.6,8.6,0.421,1.6,4.1,0.42,2.0,4.5,0.468,0.542,2.3,2.6,0.856,0.6,2.6,3.1,7.2,1.0,0.1,2.8,2.5,11.1,0,34.0,10.0,22.0,4.0,2.0,32.9,1.0,['DUKE'],https://www.basketball-reference.com/req/202106291/images/headshots/duhonch01.jpg,0,0,0,9,2004
0,Hamidou Diallo,2018-19,20.0,['OKC' 'TOT' 'DET'],NBA,SG,58.0,29.0,23.8,4.5,9.3,0.573,0.8,2.1,0.39,4.1,8.0,0.593,0.58,2.6,4.1,0.662,1.2,4.3,5.4,2.4,1.2,0.6,1.5,2.6,11.9,1,35.0,14.0,10.0,5.0,3.0,28.0,,['KENTUCKY'],https://www.basketball-reference.com/req/202106291/images/headshots/diallha01.jpg,0,0,0,15,2018
0,Tony Dawson,1990-91,23.0,['SAC' 'BOS'],NBA,SF,4.0,0.0,6.5,1.5,4.0,0.571,0.5,1.5,1.0,1.0,2.5,0.5,0.643,0.5,0.5,1.0,0.5,1.5,1.5,0.5,0.0,0.0,1.0,2.0,4.0,0,8.0,2.0,1.0,,,4.1,,['FLORIDAST'],,0,0,0,,
0,Kris Dunn,2016-17,22.0,['MIN' 'CHI' 'ATL' 'POR' 'UTA'],NBA,PG,78.0,44.0,30.2,5.5,12.8,0.537,0.8,2.6,0.472,4.7,10.2,0.55,0.576,1.9,2.4,0.944,0.6,4.1,4.5,6.0,2.0,0.5,2.9,3.6,13.4,0,32.0,10.0,17.0,5.0,3.0,30.6,,['PROVIDENCE'],https://www.basketball-reference.com/req/202106291/images/headshots/dunnkr01.jpg,0,0,0,5,2016
0,Tony Delk,1996-97,23.0,['CHH' 'TOT' 'GSW' 'SAC' 'PHO' 'BOS' 'DAL' 'ATL' 'DET'],NBA,PG,82.0,39.0,28.0,4.7,11.3,0.75,1.8,4.5,1.0,4.0,9.2,0.667,0.875,2.3,2.9,1.0,1.0,2.9,3.6,2.6,1.1,0.3,1.4,2.7,12.3,1,53.0,12.0,13.0,5.0,3.0,42.9,,['KENTUCKY'],,0,0,0,16,1996
0,Dell Demps,1993-94,23.0,['GSW' 'SAS' 'ORL'],NBA,PG,16.0,0.0,5.5,1.2,3.0,0.576,0.1,0.5,0.5,1.1,3.0,0.581,0.591,1.0,1.1,1.0,0.1,0.4,0.6,0.5,1.0,0.1,0.8,0.6,3.3,0,15.0,3.0,4.0,2.0,1.0,13.6,,['PACIFIC'],,0,0,0,,
0,Baron Davis,1999-00,20.0,['CHH' 'NOH' 'TOT' 'GSW' 'LAC' 'CLE' 'NYK'],NBA,PG,82.0,82.0,40.5,8.3,20.9,0.439,2.8,8.7,0.414,5.8,12.2,0.489,0.522,4.4,5.9,0.821,1.6,3.6,5.0,8.9,2.4,0.6,3.3,3.3,22.9,1,40.0,12.0,20.0,7.0,5.0,42.2,10.0,['UCLA'],https://www.basketball-reference.com/req/202106291/images/headshots/davisba01.jpg,2,0,0,3,1999
0,Erik Daniels,2004-05,22.0,['SAC'],NBA,SF,21.0,0.0,3.4,0.3,0.9,0.333,0.0,0.1,0.5,0.2,0.8,0.313,0.361,0.0,0.0,,0.3,0.5,0.9,0.2,0.1,0.0,0.3,0.3,0.6,0,3.0,4.0,1.0,2.0,,3.4,,['KENTUCKY'],,0,0,0,,
0,Henry Dickerson,1975-76,24.0,['DET' 'ATL'],NBA,SG,17.0,,10.5,1.0,2.0,0.5,,,,,,,,0.8,1.3,0.625,0.2,0.3,0.3,1.8,0.2,0.1,,2.2,2.8,0,11.0,1.0,4.0,1.0,,,,,,0,0,0,,
0,Bob Dandridge,1969-70,22.0,['MIL' 'WSB'],NBA,SF,81.0,0.0,39.1,8.9,18.5,0.509,0.0,0.2,0.182,8.9,18.5,0.509,0.509,4.4,5.6,0.825,2.3,5.1,8.2,4.7,1.6,0.8,3.2,4.1,21.5,0,40.0,18.0,12.0,7.0,8.0,31.0,1.0,['NORFOLKST'],https://www.basketball-reference.com/req/202106291/images/headshots/dandrbo01.jpg,4,2,0,2,1969
0,Jackie Dinkins,1971-72,22.0,['CHI'],NBA,SF,18.0,,4.9,0.9,2.3,0.415,,,,,,,,0.6,1.1,0.55,,,1.1,0.4,,,,0.6,2.5,0,5.0,6.0,2.0,,,,,,,0,0,0,14,1971
0,Malcolm Delaney,2016-17,27.0,['ATL'],NBA,PG,73.0,3.0,18.8,2.0,5.3,0.382,0.9,2.3,0.371,1.6,3.8,0.428,0.463,1.4,1.7,0.806,0.2,1.7,1.9,3.0,0.6,0.1,1.3,1.5,6.3,0,20.0,7.0,9.0,3.0,1.0,19.4,,['VATECH'],https://www.basketball-reference.com/req/202106291/images/headshots/delanma01.jpg,0,0,0,,
0,Jerry Dover,1971-72,22.0,['MMP'],ABA,PG,4.0,,3.3,0.8,2.3,0.333,0.5,1.3,0.4,0.3,1.0,0.25,0.444,0.0,0.0,,0.0,0.0,0.0,0.3,,,0.0,0.8,2.0,0,5.0,,,,,,,,,0,0,0,,
0,Travis Diener,2005-06,23.0,['ORL' 'IND' 'TOT' 'POR'],NBA,PG,66.0,21.0,20.5,2.4,6.5,0.425,1.1,3.5,0.439,1.3,3.0,0.533,0.601,1.0,1.1,0.901,0.4,1.5,1.7,3.8,0.8,0.1,0.8,1.6,6.9,1,22.0,8.0,10.0,4.0,1.0,22.6,,['MARQUETTE'],,0,0,0,8,2005
0,Ousmane Dieng,2022-23,19.0,['OKC'],NBA,PF,39.0,1.0,14.6,1.9,4.6,0.42,0.7,2.5,0.265,1.3,2.1,0.602,0.492,0.4,0.6,0.652,0.5,2.2,2.7,1.2,0.4,0.2,0.7,1.1,4.9,0,22.0,8.0,9.0,2.0,2.0,20.3,,,https://www.basketball-reference.com/req/202106291/images/headshots/diengou01.jpg,0,0,0,11,2022
0,Rick Darnell,1975-76,23.0,['VIR'],ABA,C,11.0,,10.9,1.0,2.7,0.367,0.0,0.0,,1.0,2.7,0.367,0.367,0.4,0.6,0.571,1.1,2.2,3.3,0.8,0.5,0.3,1.3,2.7,2.4,0,6.0,13.0,2.0,1.0,1.0,,,['INDIANAST' 'SANJOSEST'],,0,0,0,,
0,Paul Davis,2006-07,22.0,['LAC' 'WAS'],NBA,C,31.0,1.0,11.9,1.5,3.6,0.5,0.0,0.0,0.0,1.5,3.6,0.5,0.5,1.0,1.3,0.794,1.1,1.4,2.5,1.5,0.4,0.5,0.5,1.6,4.0,0,18.0,8.0,3.0,4.0,2.0,18.2,,['MICHIGANST'],,0,0,0,4,2006
0,Pat Dunn,1957-58,26.0,['PHW'],NBA,SG,28.0,,7.4,1.0,3.2,0.311,,,,,,,,0.5,0.6,0.824,,,1.1,1.0,,,,0.7,2.5,0,8.0,4.0,3.0,,,,,['UTAHST'],,0,0,0,4,1956
0,Terry Dehere,1993-94,22.0,['LAC' 'SAC' 'TOT' 'VAN'],NBA,PG,82.0,28.0,24.6,3.8,8.6,0.459,1.7,3.9,0.441,2.9,6.5,0.5,0.56,3.0,4.0,0.824,0.5,1.5,1.9,4.3,0.7,0.2,2.3,2.9,12.4,1,31.0,6.0,12.0,5.0,2.0,26.9,,['SETONHALL'],,0,0,0,13,1993
0,Ángel Delgado,2018-19,24.0,['LAC'],NBA,C,2.0,0.0,7.5,0.5,2.5,0.2,0.0,0.0,,0.5,2.5,0.2,0.2,0.5,1.0,0.5,1.0,1.0,2.0,0.0,0.5,0.0,0.0,1.0,1.5,0,3.0,4.0,,1.0,,2.4,,['SETONHALL'],https://www.basketball-reference.com/req/202106291/images/headshots/delgaan01.jpg,0,0,0,,
0,David Duke Jr.,2021-22,22.0,['BRK'],NBA,PG,23.0,7.0,15.5,1.8,4.9,0.462,0.4,1.7,0.243,1.5,3.2,0.53,0.468,0.8,1.0,0.81,1.4,1.7,3.0,0.9,0.6,0.3,0.8,1.6,4.7,0,18.0,14.0,4.0,4.0,2.0,19.6,,['PROVIDENCE'],https://www.basketball-reference.com/req/202106291/images/headshots/dukeda01.jpg,0,0,0,,
0,Jared Dudley,2007-08,22.0,['CHA' 'TOT' 'PHO' 'LAC' 'MIL' 'WAS' 'BRK' 'LAL'],NBA,PF,82.0,60.0,31.1,4.8,9.9,0.485,1.5,3.4,0.458,3.6,6.7,0.559,0.582,2.0,2.7,1.0,1.7,3.2,4.6,2.6,1.1,0.3,1.3,2.4,12.7,1,36.0,18.0,10.0,5.0,3.0,31.6,,['BOSTONCOLL'],https://www.basketball-reference.com/req/202106291/images/headshots/dudleja01.jpg,0,1,0,22,2007
0,Antonio Daniels,1997-98,22.0,['VAN' 'SAS' 'POR' 'SEA' 'WAS' 'TOT' 'NOH' 'PHI'],NBA,SG,82.0,63.0,30.4,3.6,8.3,0.474,0.9,2.4,0.455,3.0,6.7,0.667,0.531,3.6,4.2,1.0,0.3,2.5,2.9,4.8,1.0,0.2,2.2,1.5,11.2,1,30.0,10.0,17.0,4.0,3.0,30.9,,['BOWLGREEN'],https://www.basketball-reference.com/req/202106291/images/headshots/daniean01.jpg,0,1,0,4,1997
0,John Douglas,1981-82,25.0,['SDC'],NBA,SG,64.0,9.0,16.1,2.8,6.1,0.465,0.3,0.9,0.5,2.5,5.2,0.494,0.488,1.0,1.6,1.0,0.4,1.0,1.4,2.3,0.8,0.1,1.4,2.3,7.0,0,28.0,7.0,10.0,3.0,2.0,17.1,,['KANSAS'],,0,0,0,8,1978
0,Ronald Dupree,2003-04,23.0,['CHI' 'DET' 'MIN' 'TOT' 'SEA' 'TOR'],NBA,SF,47.0,8.0,19.0,2.4,6.0,0.524,0.1,0.3,0.5,2.3,5.8,0.532,0.524,1.4,2.2,1.0,1.2,2.4,3.6,1.2,0.7,0.4,1.1,2.9,6.2,1,20.0,10.0,4.0,4.0,3.0,17.7,,['LSU'],https://www.basketball-reference.com/req/202106291/images/headshots/duprero01.jpg,0,0,0,,
0,Samuel Dalembert,2001-02,20.0,['PHI' 'SAC' 'HOU' 'MIL' 'DAL' 'NYK'],NBA,C,82.0,82.0,33.2,4.3,8.1,0.568,0.0,0.0,1.0,4.3,8.0,0.569,0.568,2.3,3.2,0.796,3.7,6.6,10.4,0.9,0.6,2.4,2.0,3.7,10.7,0,35.0,23.0,5.0,4.0,9.0,34.4,,['SETONHALL'],https://www.basketball-reference.com/req/202106291/images/headshots/dalemsa01.jpg,0,0,0,26,2001
0,George Dempsey,1954-55,25.0,['PHW' 'TOT' 'SYR'],NBA,SG,72.0,,28.9,2.6,7.5,0.48,,,,,,,,2.0,2.9,0.795,,,4.9,3.6,,,,2.9,7.3,1,21.0,14.0,11.0,,,,,,,0,1,0,9,1951
0,Nate Darling,2020-21,22.0,['CHO'],NBA,SG,7.0,0.0,3.7,0.3,1.0,0.286,0.3,1.0,0.286,0.0,0.0,,0.429,0.4,0.4,1.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,1.3,0,3.0,1.0,1.0,,1.0,2.7,,['UAB' 'DELAWARE'],,0,0,0,,
0,Marcus Derrickson,2018-19,22.0,['GSW'],NBA,PF,11.0,0.0,6.1,1.5,3.0,0.485,0.9,1.8,0.5,0.5,1.2,0.462,0.636,0.4,0.5,0.8,0.7,0.5,1.2,0.1,0.0,0.1,0.3,0.8,4.2,0,13.0,3.0,1.0,,1.0,12.1,,['GEORGETOWN'],https://www.basketball-reference.com/req/202106291/images/headshots/derrima01.jpg,0,0,0,,
0,Erick Dampier,1996-97,21.0,['IND' 'GSW' 'DAL' 'MIA' 'ATL'],NBA,C,82.0,82.0,32.5,4.7,9.6,0.65,0.0,0.1,1.0,4.7,9.6,0.65,0.65,3.3,4.9,0.698,4.6,7.3,12.0,1.4,0.5,2.3,2.1,3.6,12.3,0,31.0,26.0,7.0,3.0,8.0,29.4,,['MISSST'],https://www.basketball-reference.com/req/202106291/images/headshots/dampier01.jpg,0,0,0,10,1996
0,Terry Dischinger,1962-63,22.0,['CHZ' 'BAL' 'DET' 'POR'],NBA,SF,80.0,,40.2,9.2,18.0,0.535,,,,,,,,7.1,9.2,0.78,,,8.3,3.1,,,,4.0,25.5,0,39.0,27.0,8.0,,,,,['PURDUE'],https://www.basketball-reference.com/req/202106291/images/headshots/dischte01.jpg,3,0,0,1,1962
0,Devin Durrant,1984-85,24.0,['IND' 'PHO'],NBA,SF,59.0,8.0,12.8,2.0,5.3,0.416,0.0,0.1,0.0,2.0,5.3,0.421,0.416,1.2,1.7,0.706,0.8,1.5,2.1,1.4,0.8,0.2,1.3,2.5,5.1,0,17.0,6.0,6.0,2.0,2.0,12.5,,['BYU'],,0,0,0,1,1984
0,Harry Davis,1978-79,23.0,['CLE' 'SAS'],NBA,SF,40.0,,9.9,1.7,3.8,0.5,0.0,0.0,,1.7,3.8,0.5,0.5,0.8,1.1,0.698,0.7,1.0,1.7,0.4,0.3,0.2,0.8,2.0,4.1,0,12.0,7.0,3.0,2.0,2.0,7.9,,['FLORIDAST'],,0,0,0,11,1978
0,Mark Davis,1988-89,25.0,['TOT' 'PHO' 'MIL'],NBA,SF,33.0,0.0,8.1,1.5,3.1,0.495,0.0,0.5,0.111,1.5,2.8,0.534,0.5,1.0,1.0,1.0,0.5,0.7,1.2,0.5,0.4,0.2,0.4,1.2,4.0,1,17.0,4.0,4.0,2.0,2.0,12.8,,['OLDDOM'],,0,0,0,9,1985
0,Dale Davis,1991-92,22.0,['IND' 'POR' 'TOT' 'GSW' 'DET'],NBA,PF,82.0,82.0,34.7,4.7,8.8,0.568,0.0,0.0,0.0,4.7,8.8,0.568,0.568,2.3,4.5,0.708,4.2,6.6,10.9,1.5,1.0,1.8,1.7,3.3,11.7,1,28.0,22.0,6.0,6.0,7.0,30.1,,['CLEMSON'],https://www.basketball-reference.com/req/202106291/images/headshots/davisda01.jpg,1,0,0,13,1991
0,Jimmy Darrow,1961-62,24.0,['STL'],NBA,,5.0,,6.8,0.6,3.0,0.2,,,,,,,,1.2,1.4,0.857,,,1.4,1.2,,,,1.8,2.4,0,5.0,4.0,1.0,,,,,['BOWLGREEN'],,0,0,0,6,1960
0,Jerome Dyson,2011-12,24.0,['NOH'],NBA,PG,9.0,1.0,20.0,2.1,5.3,0.396,0.1,0.9,0.125,2.0,4.4,0.45,0.406,3.1,4.0,0.778,0.2,1.9,2.1,2.0,1.2,0.2,2.2,2.1,7.4,0,24.0,4.0,5.0,3.0,1.0,21.4,,['UCONN'],https://www.basketball-reference.com/req/202106291/images/headshots/dysonje01.jpg,0,0,0,,
0,Pete Darcey,1952-53,22.0,['MLH'],NBA,C,12.0,,7.5,0.3,1.5,0.167,,,,,,,,0.4,0.8,0.556,,,0.8,0.2,,,,2.4,0.9,0,8.0,2.0,,,,,,['OKSTATE'],,0,0,0,,
0,Troy Daniels,2013-14,22.0,['HOU' 'TOT' 'MIN' 'CHO' 'MEM' 'PHO' 'LAL' 'DEN'],NBA,SG,79.0,15.0,20.5,3.0,7.4,0.484,2.4,5.8,0.484,0.9,2.1,0.5,0.677,0.7,0.8,1.0,0.3,1.5,1.6,1.0,0.5,0.1,0.7,1.7,8.9,1,32.0,7.0,5.0,3.0,2.0,26.4,,['VCU'],https://www.basketball-reference.com/req/202106291/images/headshots/danietr01.jpg,0,0,0,,
0,Moussa Diabaté,2022-23,21.0,['LAC'],NBA,C,22.0,1.0,8.9,1.1,2.1,0.511,0.0,0.1,0.5,1.0,2.0,0.511,0.521,0.5,0.7,0.625,1.4,0.9,2.3,0.2,0.3,0.4,0.4,0.7,2.7,0,13.0,8.0,1.0,1.0,3.0,12.8,,['MICHIGAN'],https://www.basketball-reference.com/req/202106291/images/headshots/diabamo01.jpg,0,0,0,13,2022
0,Leon Douglas,1976-77,22.0,['DET' 'KCK'],NBA,C,82.0,17.0,28.4,4.4,8.9,0.667,0.0,0.0,0.0,4.4,8.9,0.667,0.667,2.8,4.4,0.676,3.2,5.3,8.5,1.7,0.7,1.0,2.5,4.1,11.4,0,30.0,24.0,6.0,4.0,7.0,21.8,,['ALABAMA'],,0,0,0,4,1976
0,Harry Donovan,1949-50,23.0,['NYK'],NBA,,45.0,,,2.0,6.1,0.327,,,,,,,,1.6,2.4,0.689,,,,0.8,,,,2.4,5.6,0,19.0,,3.0,,,,,,,0,0,0,,1949
0,Bison Dele,1991-92,22.0,['ORL' 'DEN' 'LAC' 'CHI' 'DET'],NBA,PF,80.0,78.0,33.6,6.8,13.3,0.589,0.0,0.1,0.333,6.8,13.3,0.589,0.589,3.0,4.1,0.8,2.9,6.1,8.9,1.9,1.1,1.1,2.9,3.7,16.2,0,35.0,20.0,6.0,4.0,5.0,33.5,,['MARYLAND' 'ARIZONA'],https://www.basketball-reference.com/req/202106291/images/headshots/delebi01.jpg,0,1,0,10,1991
0,Terry Driscoll,1969-70,22.0,['DET' 'BAL' 'TOT' 'MIL' 'SSL'],Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),69.0,,18.2,2.4,5.5,0.471,0.0,0.0,,2.4,5.5,0.471,0.471,1.6,2.2,0.741,1.2,2.0,5.8,1.1,0.3,0.3,0.9,3.1,5.5,1,25.0,19.0,4.0,2.0,4.0,1.7,,['BOSTONCOLL'],,0,0,0,4,1969
0,Ken Durrett,1971-72,23.0,['CIN' 'KCO' 'TOT' 'PHI'],NBA,SF,48.0,,12.3,1.9,4.2,0.489,,,,,,,,1.1,1.5,0.75,0.8,1.5,2.3,0.7,0.3,0.2,,2.2,4.8,1,24.0,10.0,3.0,1.0,2.0,,,['LASALLE'],https://www.basketball-reference.com/req/202106291/images/headshots/durreke01.jpg,0,0,0,4,1971
0,Jacky Dorsey,1977-78,23.0,['TOT' 'DEN' 'POR' 'HOU' 'SEA'],NBA,SF,29.0,,12.8,2.3,4.8,0.558,0.0,0.0,,2.3,4.8,0.558,0.558,1.8,2.8,0.636,1.5,2.2,3.0,0.8,0.3,0.3,0.8,2.0,6.3,1,9.0,10.0,3.0,2.0,2.0,7.8,,['GEORGIA'],,0,0,0,9,1976
0,Milton Doyle,2017-18,24.0,['BRK'],NBA,SG,10.0,0.0,12.5,1.3,4.7,0.277,0.4,2.3,0.174,0.9,2.4,0.375,0.319,0.4,0.8,0.5,0.3,1.5,1.8,1.0,0.6,0.2,0.2,1.3,3.4,0,8.0,3.0,5.0,2.0,1.0,6.8,,['LOYOLACHI'],https://www.basketball-reference.com/req/202106291/images/headshots/doylemi01.jpg,0,0,0,,
0,Mamadi Diakite,2020-21,24.0,['MIL' 'OKC' 'CLE'],NBA,PF,22.0,3.0,14.5,1.9,3.6,0.532,0.3,1.0,0.333,1.9,3.2,0.595,0.55,0.8,1.0,1.0,1.3,3.2,4.5,0.6,0.5,0.7,0.5,2.5,4.3,0,13.0,10.0,3.0,3.0,3.0,11.4,,['VIRGINIA'],https://www.basketball-reference.com/req/202106291/images/headshots/diakima01.jpg,0,1,0,,
0,Ike Diogu,2005-06,22.0,['GSW' 'TOT' 'IND' 'POR' 'SAC' 'LAC' 'SAS'],NBA,PF,69.0,14.0,14.9,3.3,5.5,0.6,0.1,0.2,0.5,3.2,5.3,0.604,0.609,2.5,3.3,1.0,1.4,2.5,3.9,0.5,0.2,0.6,1.2,2.4,9.2,1,32.0,13.0,3.0,3.0,4.0,24.4,,['ARIZONAST'],https://www.basketball-reference.com/req/202106291/images/headshots/dioguik01.jpg,0,0,0,9,2005
0,Todd Day,1992-93,23.0,['MIL' 'TOT' 'BOS' 'MIA' 'PHO' 'MIN'],NBA,SG,82.0,81.0,33.1,5.4,12.8,0.432,2.0,5.1,0.39,4.3,9.2,0.474,0.502,3.2,4.4,0.923,2.0,2.8,4.1,1.8,1.4,0.8,1.9,3.5,16.0,1,41.0,11.0,6.0,7.0,4.0,34.2,,['ARKANSAS'],,0,0,0,8,1992
0,Lee Davis,1968-69,23.0,['NOB' 'MMP' 'MMT' 'SDA' 'SDS'],ABA,PF,79.0,,27.1,5.8,11.2,0.528,0.1,0.2,0.25,5.8,11.1,0.534,0.531,1.7,2.7,0.669,2.9,4.9,7.8,1.8,0.5,0.5,1.3,3.4,13.3,0,38.0,20.0,8.0,2.0,2.0,-1.1,,,,0,0,0,13,1968
0,Zabian Dowdell,2010-11,26.0,['PHO'],NBA,PG,24.0,0.0,12.2,2.1,5.2,0.408,0.1,0.4,0.3,2.0,4.8,0.417,0.42,0.7,0.7,0.941,0.2,0.6,0.8,2.1,0.8,0.1,1.2,1.3,5.0,0,14.0,5.0,6.0,4.0,1.0,11.8,,['VATECH'],https://www.basketball-reference.com/req/202106291/images/headshots/dowdeza01.jpg,0,0,0,,
0,Bob Duffy,1946-47,24.0,['TOT' 'CHS' 'BOS'],BAA,,17.0,,,0.5,2.3,0.286,,,,,,,,0.7,0.7,1.0,,,,0.0,,,,1.2,1.3,1,4.0,,,,,,,,,0,0,0,,
0,Trevon Duval,2018-19,20.0,['MIL'],NBA,PG,3.0,0.0,2.0,0.7,1.0,0.667,0.3,0.3,1.0,0.3,0.7,0.5,0.833,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,1.7,0,3.0,1.0,1.0,,,3.0,,['DUKE'],https://www.basketball-reference.com/req/202106291/images/headshots/duvaltr01.jpg,0,0,0,,
0,Kevin Duckworth,1986-87,22.0,['TOT' 'SAS' 'POR' 'WSB' 'MIL' 'LAC'],NBA,C,82.0,82.0,33.7,7.0,14.7,0.496,0.1,0.3,0.75,7.0,14.7,0.496,0.496,4.2,5.5,0.772,3.1,4.9,8.0,1.2,0.7,0.6,2.5,3.8,18.1,1,32.0,18.0,6.0,4.0,7.0,25.1,,['EILLINOIS'],,2,0,0,9,1986
0,Austin Daye,2009-10,21.0,['DET' 'TOT' 'MEM' 'TOR' 'SAS' 'ATL'],NBA,SF,72.0,16.0,20.1,2.7,6.5,0.464,1.0,2.4,0.525,1.7,4.2,0.6,0.552,1.1,1.5,1.0,0.9,2.9,3.8,1.1,0.5,0.5,1.0,2.3,7.5,1,28.0,11.0,5.0,3.0,3.0,22.7,,['GONZAGA'],https://www.basketball-reference.com/req/202106291/images/headshots/dayeau01.jpg,0,1,0,15,2009
0,Bob Donham,1950-51,24.0,['BOS'],NBA,SG,71.0,,30.0,3.0,6.3,0.507,,,,,,,,2.3,4.4,0.554,,,5.0,3.5,,,,3.5,8.3,0,20.0,11.0,9.0,,,,,['OHIOST'],,0,0,0,1,1950
0,Nate Driggers,1996-97,23.0,['BOS'],NBA,SG,15.0,0.0,8.8,0.9,2.9,0.302,0.0,0.6,0.0,0.9,2.3,0.382,0.302,0.7,0.9,0.714,0.8,0.7,1.5,0.4,0.2,0.1,0.4,0.7,2.4,0,8.0,4.0,2.0,1.0,1.0,5.5,,['MONTEVALLO'],,0,0,0,,
0,Aleksandar Djordjevic,1996-97,29.0,['POR'],NBA,SG,8.0,0.0,7.6,1.0,2.0,0.5,0.6,0.9,0.714,0.4,1.1,0.333,0.656,0.5,0.6,0.8,0.1,0.5,0.6,0.6,0.0,0.0,0.6,0.4,3.1,0,8.0,3.0,2.0,,,6.8,,,,0,0,0,,
0,Jimmy Darden,1949-50,27.0,['DNN'],NBA,,26.0,,,3.0,9.3,0.321,,,,,,,,2.1,3.1,0.688,,,,2.6,,,,2.6,8.1,0,22.0,,2.0,,,,,,,0,0,0,,1947
0,Toney Douglas,2009-10,23.0,['NYK' 'TOT' 'HOU' 'SAC' 'GSW' 'MIA' 'NOP' 'MEM'],NBA,PG,81.0,18.0,24.3,3.9,9.3,0.458,1.8,4.7,0.399,2.1,4.6,0.514,0.545,1.4,1.6,1.0,0.8,2.2,3.0,3.0,1.4,0.3,1.5,2.2,10.6,1,30.0,10.0,11.0,5.0,2.0,28.3,,['AUBURN' 'FLORIDAST'],https://www.basketball-reference.com/req/202106291/images/headshots/douglto01.jpg,0,0,0,29,2009
0,Deyonta Davis,2016-17,20.0,['MEM' 'ATL'],NBA,C,62.0,6.0,15.2,2.6,4.3,0.682,0.0,0.1,0.0,2.6,4.3,0.714,0.682,0.7,1.1,0.667,1.2,2.9,4.0,0.6,0.3,0.6,0.5,2.0,5.8,0,17.0,11.0,5.0,2.0,5.0,15.2,,['MICHIGANST'],https://www.basketball-reference.com/req/202106291/images/headshots/davisde01.jpg,0,0,0,1,2016
0,Matthew Dellavedova,2013-14,23.0,['CLE' 'MIL' 'TOT' 'SAC'],NBA,SG,76.0,54.0,26.1,2.7,7.0,0.413,1.3,3.3,0.41,1.7,4.2,0.5,0.508,1.1,1.3,1.0,0.6,1.7,2.1,4.7,0.7,0.1,1.8,2.3,7.6,1,21.0,10.0,14.0,4.0,2.0,20.2,,['STMARYSCA'],https://www.basketball-reference.com/req/202106291/images/headshots/dellama01.jpg,0,1,0,,
0,Bryce Dejean-Jones,2015-16,23.0,['NOP'],NBA,SG,14.0,11.0,19.9,2.0,4.9,0.406,0.9,2.3,0.375,1.1,2.6,0.432,0.493,0.8,1.5,0.524,0.6,2.9,3.4,1.1,0.7,0.1,0.8,1.2,5.6,0,17.0,9.0,2.0,2.0,1.0,15.2,,['USC' 'UNLV' 'IOWAST'],https://www.basketball-reference.com/req/202106291/images/headshots/dejeabr01.jpg,0,0,0,,
0,Dave DeBusschere,1962-63,22.0,['DET' 'TOT' 'NYK'],NBA,SF,81.0,,39.4,7.9,17.1,0.461,,,,,,,,4.6,6.6,0.756,1.9,8.8,13.5,3.6,0.9,0.5,,3.8,18.2,1,41.0,27.0,10.0,4.0,2.0,,3.0,['DETROIT'],https://www.basketball-reference.com/req/202106291/images/headshots/debusda01.jpg,8,2,0,4,1962
0,Steve Downing,1973-74,23.0,['BOS'],NBA,C,24.0,,5.7,0.9,2.7,0.328,,,,,,,,0.9,1.6,0.579,0.6,1.0,1.6,0.5,0.2,0.0,,1.4,2.7,0,4.0,6.0,4.0,2.0,,,,['INDIANA'],,0,1,0,17,1973
0,Archie Dees,1958-59,22.0,['CIN' 'DET' 'TOT' 'CHP' 'STL'],NBA,PF,73.0,,18.4,3.7,8.5,0.464,,,,,,,,2.3,3.0,0.83,,,5.4,0.9,,,,2.6,9.7,1,27.0,15.0,4.0,,,,,['INDIANA'],,0,0,0,2,1958
0,John Dickson,1967-68,22.0,['NOB'],ABA,,21.0,,4.8,0.7,1.9,0.359,0.0,0.0,,0.7,1.9,0.359,0.359,0.4,0.6,0.615,,,1.6,0.1,,,0.5,0.5,1.7,0,6.0,,,,,,,['ARKANSASST'],,0,0,0,3,1967
0,Johnny Dawkins,1986-87,23.0,['SAS' 'PHI' 'DET'],NBA,PG,82.0,82.0,35.4,6.5,12.8,0.634,0.5,1.5,0.356,6.3,12.4,0.676,0.646,3.1,3.5,0.909,1.0,4.0,4.0,7.4,1.7,0.1,3.5,2.0,15.8,0,30.0,8.0,15.0,7.0,2.0,30.7,,['DUKE'],,0,0,0,10,1986
