,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists","Career high, Steals","Career high, Game Score",College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year,"Career high, Blocks",Triple-Doubles
0,Dick Knostman,1953-54,22.0,['SYR'],NBA,C,5.0,,9.4,0.6,2.0,0.3,,,,,,,,1.4,2.2,0.636,,,3.4,1.2,,,,1.8,2.6,0,8.0,9.0,3.0,,,['KANSASST'],,0,0,0,7,1953,,
0,Kerry Kittles,1996-97,22.0,['NJN' 'LAC'],NBA,SG,82.0,82.0,36.7,6.6,15.0,0.467,1.9,5.1,0.418,5.2,11.6,0.516,0.522,2.6,3.2,0.808,1.7,3.3,4.7,3.0,1.9,0.6,1.5,2.0,17.2,0,40.0,13.0,9.0,6.0,35.9,['VILLANOVA'],https://www.basketball-reference.com/req/202106291/images/headshots/kittlke01.jpg,0,0,0,8,1996,4.0,
0,Harold Keeling,1985-86,22.0,['DAL'],NBA,SG,20.0,0.0,3.8,0.9,2.0,0.436,0.0,0.0,,0.9,2.0,0.436,0.436,0.5,0.7,0.714,0.2,0.2,0.3,0.5,0.4,0.0,0.4,0.5,2.2,0,7.0,1.0,2.0,2.0,6.1,['SANTACLARA'],,0,0,0,16,1985,,
0,Bob Knight,1954-55,25.0,['NYK'],NBA,,2.0,,14.5,1.5,3.5,0.429,,,,,,,,0.5,0.5,1.0,,,0.5,4.0,,,,3.0,3.5,0,6.0,1.0,6.0,,,,,0,0,0,,,,
0,Chris Kaman,2003-04,21.0,['LAC' 'NOH' 'DAL' 'LAL' 'POR'],NBA,C,82.0,78.0,37.2,7.8,15.8,0.528,0.1,0.3,0.25,7.8,15.7,0.528,0.528,3.6,4.7,1.0,3.1,9.6,12.7,2.1,0.6,2.8,2.9,3.4,18.5,0,29.0,23.0,8.0,4.0,29.3,['CMICHIGAN'],https://www.basketball-reference.com/req/202106291/images/headshots/kamanch01.jpg,1,0,0,6,2003,9.0,
0,Michael Kidd-Gilchrist,2012-13,19.0,['CHA' 'CHO' 'TOT' 'DAL'],NBA,SF,81.0,81.0,29.3,4.7,8.8,0.541,0.4,1.4,0.429,4.3,8.8,0.556,0.566,2.9,4.1,0.8,2.0,5.6,7.6,1.5,1.0,1.0,1.3,2.4,12.7,1,25.0,16.0,6.0,6.0,30.5,['KENTUCKY'],https://www.basketball-reference.com/req/202106291/images/headshots/kiddgmi01.jpg,0,0,0,2,2012,7.0,
0,Doug Kistler,1961-62,23.0,['NYK'],NBA,,5.0,,2.6,0.6,1.2,0.5,,,,,,,,0.4,0.8,0.5,,,0.2,0.0,,,,0.4,1.6,0,3.0,,,,,['DUKE'],,0,0,0,3,1961,,
0,Arvesta Kelly,1967-68,22.0,['PTP' 'MNP' 'TOT' 'PTC' 'CAR' 'INA'],ABA,,70.0,,34.2,5.5,11.1,0.593,0.4,1.5,0.333,5.2,10.1,0.667,0.593,2.4,3.7,0.75,1.7,2.1,3.8,3.2,,,3.0,2.8,13.7,1,41.0,9.0,8.0,,,,,0,1,0,6,1967,,
0,Ognjen Kuzmić,2013-14,23.0,['GSW'],NBA,C,21.0,0.0,4.5,0.5,0.8,0.667,0.0,0.0,,0.5,0.8,0.667,0.667,0.3,0.5,1.0,0.5,0.6,1.1,0.4,0.1,0.2,0.5,0.8,1.3,0,6.0,7.0,2.0,2.0,7.5,,https://www.basketball-reference.com/req/202106291/images/headshots/kuzmiog01.jpg,0,1,0,22,2012,1.0,
0,Arvid Kramer,1979-80,23.0,['DEN'],NBA,C,8.0,,5.6,0.9,2.8,0.318,0.0,0.0,,0.9,2.8,0.318,0.318,0.3,0.3,1.0,0.8,0.8,1.5,0.4,0.0,0.6,0.6,1.0,2.0,0,10.0,4.0,1.0,,8.4,['AUGUSTANSD'],,0,0,0,1,1979,2.0,
0,Gerard King,1998-99,26.0,['SAS' 'WAS'],NBA,SF,62.0,28.0,17.1,2.2,4.5,0.511,0.0,0.0,,2.2,4.5,0.511,0.511,0.8,1.1,0.8,1.4,2.7,4.0,0.8,0.5,0.2,1.0,2.1,5.3,0,20.0,16.0,4.0,4.0,22.7,['NICHOLLS'],,0,1,0,,,2.0,
0,Toby Kimball,1965-66,23.0,['BOS' 'SDR' 'MIL' 'KCO' 'PHI' 'NOJ'],Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),81.0,,31.1,4.4,11.0,0.474,,,,,,,,2.2,3.8,0.857,2.7,6.0,11.7,1.8,0.7,0.3,,4.0,11.0,0,23.0,28.0,7.0,3.0,,['UCONN'],,0,0,0,9,1965,1.0,
0,Toby Knight,1977-78,22.0,['NYK'],NBA,SF,82.0,0.0,36.4,8.3,15.6,0.557,0.0,0.0,0.0,8.3,15.6,0.557,0.557,2.6,3.2,0.808,2.5,4.2,6.7,1.9,1.4,1.1,2.0,3.8,19.1,0,43.0,16.0,7.0,5.0,35.0,['NOTREDAME'],,0,0,0,10,1977,4.0,
0,Ray Kuka,1947-48,25.0,['NYK'],BAA,,44.0,,,2.0,6.2,0.326,,,,,,,,1.1,1.9,0.595,,,,1.4,,,,2.7,5.2,0,15.0,,2.0,,,,,0,0,0,,,,
0,Coby Karl,2007-08,24.0,['LAL' 'TOT' 'CLE' 'GSW'],NBA,SG,17.0,1.0,27.0,2.8,8.0,0.346,0.5,2.8,0.308,2.3,5.3,0.429,0.423,1.0,1.5,0.8,1.0,3.0,4.0,3.8,0.8,0.3,1.5,3.5,7.0,1,12.0,7.0,7.0,2.0,9.2,['BOISEST'],https://www.basketball-reference.com/req/202106291/images/headshots/karlco01.jpg,0,0,0,,,1.0,
0,Tom Kelly,1948-49,24.0,['BOS'],BAA,,27.0,,,2.7,8.1,0.335,,,,,,,,1.7,2.7,0.616,,,,1.4,,,,2.7,7.1,0,26.0,,2.0,,,['NEWYORKU'],,0,0,0,,1948,,
0,Jason Kapono,2003-04,22.0,['CLE' 'CHA' 'MIA' 'TOR' 'PHI' 'LAL'],NBA,SF,81.0,35.0,26.4,4.1,8.4,0.494,1.6,3.1,0.514,2.5,5.9,0.489,0.59,1.0,1.1,1.0,0.5,2.3,2.7,1.3,0.6,0.1,1.0,2.0,10.9,0,29.0,11.0,8.0,5.0,23.9,['UCLA'],https://www.basketball-reference.com/req/202106291/images/headshots/kaponja01.jpg,0,1,0,2,2003,1.0,
0,Howard Komives,1964-65,23.0,['NYK' 'TOT' 'DET' 'BUF' 'KCO'],NBA,PG,85.0,,35.1,6.2,15.3,0.413,,,,,,,,3.3,3.9,0.868,0.2,0.8,3.8,6.2,0.7,0.1,,3.5,15.7,1,37.0,11.0,15.0,2.0,,['BOWLGREEN'],,0,0,0,6,1964,1.0,
0,Luke Kennard,2017-18,21.0,['DET' 'LAC' 'TOT' 'MEM'],NBA,SG,73.0,25.0,32.9,5.4,12.2,0.526,3.1,6.5,0.54,2.8,5.7,0.511,0.743,2.4,2.7,0.95,0.4,3.2,3.5,4.1,0.6,0.2,1.5,2.3,15.8,1,30.0,10.0,9.0,4.0,29.0,['DUKE'],https://www.basketball-reference.com/req/202106291/images/headshots/kennalu01.jpg,0,0,0,12,2017,2.0,
0,Tom Kropp,1975-76,22.0,['WSB' 'CHI'],NBA,SG,53.0,,9.1,1.4,2.9,0.48,,,,,,,,0.5,0.8,0.833,0.4,0.5,0.9,0.7,0.3,0.0,,1.5,3.3,0,18.0,4.0,4.0,3.0,,,,0,0,0,12,1975,1.0,
0,Jack Kerris,1949-50,25.0,['TOT' 'TRI' 'FTW' 'BLB'],NBA,PF,69.0,,32.5,3.8,10.1,0.442,,,,,,,,3.3,4.9,0.833,,,7.8,3.2,,,,4.0,10.5,1,27.0,17.0,10.0,,,['LOYOLACHI'],,0,0,0,10,1949,,
0,Frank Kornet,1989-90,23.0,['MIL'],NBA,PF,57.0,0.0,7.7,0.7,2.0,0.371,0.2,0.6,0.278,0.6,1.6,0.409,0.411,0.4,0.7,0.615,0.4,0.8,1.2,0.4,0.2,0.1,0.4,0.9,2.0,0,16.0,6.0,2.0,2.0,12.8,['VANDY'],,0,0,0,3,1989,1.0,
0,Jimmy King,1995-96,22.0,['TOR' 'DEN'],NBA,SG,62.0,1.0,14.0,1.8,4.1,0.431,0.1,0.5,0.147,1.7,3.6,0.475,0.441,1.0,2.0,0.701,1.0,1.1,1.8,1.4,1.5,0.2,1.0,1.2,4.5,0,14.0,7.0,8.0,2.0,12.7,['MICHIGAN'],,0,0,0,6,1995,2.0,
0,Brandin Knight,2004-05,23.0,['HOU'],NBA,PG,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,,1.0,,0.0,['PITT'],,0,0,0,,,,
0,Steve Kramer,1967-68,23.0,['ANA' 'HSM' 'CAR'],ABA,SG,51.0,,30.5,4.9,12.2,0.458,0.0,0.1,0.2,4.9,12.2,0.467,0.458,4.1,5.1,0.812,2.0,1.7,3.7,4.9,,,3.0,4.2,14.0,0,29.0,9.0,4.0,,,['BYU'],,0,0,0,,,,
0,Ed Kalafat,1954-55,22.0,['MNL'],NBA,PF,72.0,,24.9,2.7,7.8,0.359,,,,,,,,3.0,4.6,0.738,,,6.5,1.8,,,,3.7,8.5,0,21.0,15.0,5.0,,,,,0,0,0,9,1954,,
0,Herb Krautblatt,1948-49,22.0,['BLB'],BAA,,10.0,,,0.4,1.8,0.222,,,,,,,,0.5,1.1,0.455,,,,0.4,,,,1.4,1.3,0,4.0,,,,,,,0,0,0,,1948,,
0,Trevor Keels,2022-23,19.0,['NYK'],NBA,SG,3.0,0.0,2.7,0.3,1.3,0.25,0.3,1.3,0.25,0.0,0.0,,0.375,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0,3.0,1.0,,,2.3,['DUKE'],https://www.basketball-reference.com/req/202106291/images/headshots/keelstr01.jpg,0,0,0,12,2022,,
0,Jack Kiley,1951-52,23.0,['FTW'],NBA,SG,47.0,,10.1,0.9,4.1,0.228,,,,,,,,0.6,1.1,1.0,,,1.0,1.3,,,,1.2,2.5,0,16.0,,1.0,,,['SYRACUSE'],,0,0,0,4,1951,,
0,Mike Kearns,1954-55,25.0,['PHW'],NBA,PG,6.0,,4.2,0.0,0.8,0.0,,,,,,,,0.2,0.7,0.25,,,0.5,0.8,,,,0.2,0.2,0,1.0,1.0,2.0,,,['PRINCETON'],,0,0,0,9,1951,,
0,Steve Kerr,1988-89,23.0,['PHO' 'CLE' 'TOT' 'ORL' 'CHI' 'SAS' 'POR'],NBA,PG,82.0,20.0,24.8,3.5,7.0,0.533,1.5,2.9,0.524,2.9,5.5,0.625,0.651,1.0,1.2,1.0,0.4,1.4,1.6,3.2,0.9,0.2,0.9,1.4,8.6,1,24.0,6.0,11.0,6.0,20.2,['ARIZONA'],https://www.basketball-reference.com/req/202106291/images/headshots/kerrst01.jpg,0,5,0,25,1988,2.0,
0,Tom Kondla,1968-69,22.0,['TOT' 'MNP' 'HSM'],ABA,C,42.0,,8.6,1.4,3.6,0.5,0.0,0.0,0.0,1.4,3.6,0.5,0.5,1.0,1.5,0.667,1.1,2.0,3.1,0.3,,,0.6,1.5,3.4,1,20.0,11.0,2.0,,,['MINNESOTA'],,0,0,0,13,1968,,
0,Warren Kidd,1993-94,23.0,['PHI'],NBA,PF,68.0,14.0,13.0,1.5,2.5,0.592,0.0,0.0,,1.5,2.5,0.592,0.592,0.7,1.3,0.547,1.1,2.3,3.4,0.3,0.3,0.3,0.6,1.9,3.6,0,14.0,15.0,4.0,2.0,16.2,['MTENNST'],,0,0,0,,,2.0,
0,Shawn Kemp,1989-90,20.0,['SEA' 'CLE' 'POR' 'ORL'],NBA,PF,82.0,82.0,35.1,6.7,14.6,0.561,0.1,0.4,0.5,6.7,14.5,0.563,0.564,7.3,9.3,0.794,4.1,7.9,11.4,2.6,1.8,2.1,4.0,4.5,20.5,0,42.0,22.0,12.0,7.0,36.6,,https://www.basketball-reference.com/req/202106291/images/headshots/kempsh01.jpg,6,0,0,17,1989,10.0,1.0
0,Dan Kraus,1948-49,25.0,['BLB'],BAA,,13.0,,,0.4,2.7,0.143,,,,,,,,0.8,1.8,0.458,,,,0.5,,,,1.8,1.6,0,4.0,,,,,,,0,0,0,,1948,,
0,Pickles Kennedy,1960-61,22.0,['PHW'],NBA,,7.0,,7.4,0.6,3.0,0.19,,,,,,,,0.6,0.9,0.667,,,1.1,1.3,,,,0.9,1.7,0,3.0,2.0,2.0,,,,,0,0,0,7,1960,,
0,Brandon Knight,2011-12,20.0,['DET' 'MIL' 'TOT' 'PHO' 'HOU' 'CLE' 'DAL'],NBA,PG,75.0,75.0,36.0,7.1,17.2,0.435,2.9,7.4,0.409,4.9,10.5,0.75,0.543,3.6,4.5,1.0,0.7,3.8,4.3,5.4,1.6,0.4,3.4,2.4,19.6,1,38.0,14.0,15.0,6.0,34.0,['KENTUCKY'],https://www.basketball-reference.com/req/202106291/images/headshots/knighbr03.jpg,0,0,0,8,2011,2.0,1.0
0,Viacheslav Kravtsov,2012-13,25.0,['DET' 'PHO'],NBA,C,25.0,0.0,9.0,1.3,1.8,0.717,0.0,0.0,,1.3,1.8,0.717,0.717,0.4,1.5,0.5,1.0,0.8,1.8,0.4,0.2,0.4,0.6,1.3,3.1,0,14.0,10.0,2.0,2.0,12.4,,https://www.basketball-reference.com/req/202106291/images/headshots/kravtvi01.jpg,0,0,0,,,3.0,
0,Barry Kramer,1964-65,22.0,['TOT' 'SFW' 'NYK' 'NYA'],NBA,SF,52.0,,12.2,1.4,4.5,0.36,0.0,0.1,0.0,1.4,4.5,0.36,0.36,1.6,2.1,0.875,1.0,0.9,2.2,0.8,,,1.6,1.6,4.4,1,14.0,6.0,3.0,,,['NEWYORKU'],,0,0,0,7,1964,,
0,Joe Kennedy,1968-69,22.0,['SEA' 'PTC'],NBA,SF,82.0,,17.2,2.4,6.1,0.395,0.0,0.0,0.0,2.4,6.1,0.395,0.395,1.6,2.0,1.0,1.8,2.4,4.2,0.9,,,1.2,2.2,6.2,0,23.0,11.0,8.0,,,['DUKE'],,0,0,0,2,1968,,
0,Irv Kiffin,1979-80,28.0,['SAS'],NBA,SF,26.0,,8.2,1.2,3.7,0.333,0.0,0.0,,1.2,3.7,0.333,0.333,0.7,1.0,0.72,0.5,1.1,1.5,0.7,0.4,0.1,1.2,1.7,3.2,0,12.0,5.0,3.0,2.0,4.4,['OKBAPTIST'],,0,0,0,,,1.0,
0,Bill Keller,1969-70,22.0,['INA'],ABA,SG,83.0,,30.0,5.3,13.0,0.454,1.6,4.5,0.382,4.2,9.0,0.475,0.494,3.2,3.7,0.896,1.1,1.9,2.9,5.3,0.8,0.1,2.4,2.0,14.3,0,38.0,10.0,13.0,2.0,18.8,['PURDUE'],https://www.basketball-reference.com/req/202106291/images/headshots/kellebi01.jpg,0,3,0,2,1969,,1.0
0,Bo Kimble,1990-91,24.0,['LAC' 'NYK'],NBA,SG,62.0,22.0,16.2,2.6,6.7,0.424,0.3,1.0,0.308,2.3,5.7,0.48,0.455,1.5,1.9,0.773,0.7,1.2,1.9,1.2,0.5,0.2,1.2,2.5,6.9,0,27.0,8.0,5.0,4.0,20.8,['USC' 'LOYOLAMARY'],,0,0,0,8,1990,1.0,
0,Alec Kessler,1990-91,24.0,['MIA'],NBA,C,78.0,18.0,16.1,2.6,6.0,0.467,0.3,0.6,0.556,2.6,5.9,0.468,0.54,1.2,1.7,0.817,1.5,2.8,4.3,0.4,0.2,0.4,1.4,2.4,6.2,0,21.0,15.0,3.0,3.0,16.8,['GEORGIA'],,0,0,0,12,1990,3.0,
0,George King,1951-52,23.0,['SYR' 'CIN'],NBA,PG,72.0,,36.1,3.9,10.6,0.406,,,,,,,,4.0,6.2,0.712,,,4.9,5.7,,,,3.4,11.3,0,31.0,12.0,14.0,,,,https://www.basketball-reference.com/req/202106291/images/headshots/kingge01.jpg,0,1,0,6,1950,,
0,Tony Koski,1968-69,22.0,['NYA'],ABA,SF,5.0,,6.0,0.4,1.4,0.286,0.0,0.0,,0.4,1.4,0.286,0.286,0.4,0.4,1.0,0.8,0.6,1.4,0.8,,,0.4,1.8,1.2,0,4.0,1.0,,,,['PROVIDENCE'],,0,0,0,,,,
0,Nenad Krstić,2004-05,21.0,['NJN' 'OKC' 'TOT' 'BOS'],NBA,PF,80.0,80.0,32.6,6.5,12.4,0.537,0.0,0.1,0.25,6.5,12.4,0.537,0.537,3.3,4.7,0.803,2.3,4.8,6.8,1.8,0.5,1.1,2.0,3.7,16.4,1,29.0,15.0,5.0,3.0,24.9,,https://www.basketball-reference.com/req/202106291/images/headshots/krstine01.jpg,0,0,0,24,2002,5.0,
0,Walt Kirk,1948-49,24.0,['TOT' 'FTW' 'INJ' 'AND' 'TRI' 'MLH'],BAA,PG,58.0,,36.0,3.4,9.9,0.361,,,,,,,,5.0,7.1,0.758,,,4.0,3.0,,,,4.3,10.8,1,25.0,7.0,5.0,,,,,0,0,0,,,,
0,Clark Kellogg,1982-83,21.0,['IND'],NBA,PF,81.0,81.0,34.1,8.4,17.5,0.519,0.3,0.7,0.5,8.3,17.3,0.522,0.522,3.9,5.1,0.768,4.2,6.5,10.6,3.2,1.7,0.5,3.2,3.7,20.1,0,37.0,21.0,9.0,5.0,31.7,['OHIOST'],,0,0,0,8,1982,3.0,
0,Red Kerr,1954-55,22.0,['SYR' 'PHI' 'BAL'],NBA,C,80.0,,37.1,7.0,15.8,0.474,,,,,,,,3.9,5.9,0.768,,,14.7,3.4,,,,3.4,17.8,0,42.0,30.0,10.0,,,['ILLINOIS'],https://www.basketball-reference.com/req/202106291/images/headshots/kerrre01.jpg,3,1,0,6,1954,,2.0
0,Goo Kennedy,1971-72,22.0,['DLC' 'SAA' 'SSL' 'UTS' 'HOU'],ABA,PF,76.0,,25.8,5.2,9.5,0.576,0.0,0.0,1.0,5.2,9.5,0.576,0.576,2.1,3.3,0.725,2.6,4.9,7.5,1.1,0.9,0.2,1.6,4.0,12.5,0,28.0,20.0,4.0,6.0,20.1,['TXCHRIST'],,0,0,0,3,1971,1.0,
0,Tommy Kearns,1958-59,22.0,['SYR'],NBA,,1.0,,7.0,1.0,1.0,1.0,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,0,2.0,,,,,['UNC'],,0,0,0,6,1958,,
0,Leo Klier,1948-49,25.0,['FTW'],BAA,,66.0,,,2.7,10.5,0.304,,,,,,,,2.1,2.9,0.742,,,,1.8,,,,2.7,7.4,0,25.0,,7.0,,,,,0,0,0,,,,
0,Ibo Kutluay,2004-05,30.0,['SEA'],NBA,SG,5.0,0.0,2.4,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.4,0.2,0.0,0,,1.0,,,0.0,,,0,0,0,,,,
0,Jonathan Kuminga,2021-22,19.0,['GSW'],NBA,SF,70.0,16.0,20.8,3.9,7.4,0.525,0.8,2.2,0.37,3.1,5.2,0.598,0.579,1.9,2.7,0.684,1.0,2.6,3.4,1.9,0.6,0.5,1.4,2.3,9.9,0,26.0,11.0,6.0,4.0,24.3,,https://www.basketball-reference.com/req/202106291/images/headshots/kuminjo01.jpg,0,1,0,7,2021,3.0,
0,Negele Knight,1990-91,23.0,['PHO' 'TOT' 'SAS' 'POR' 'DET' 'TOR'],NBA,PG,65.0,35.0,22.3,3.5,7.4,0.476,0.3,0.6,0.393,3.4,7.0,0.489,0.484,2.2,2.7,1.0,0.5,1.2,1.6,3.7,0.6,1.0,1.5,1.9,9.3,1,27.0,8.0,19.0,4.0,22.4,['DAYTON'],,0,0,0,4,1990,1.0,
0,Sergey Karasev,2013-14,20.0,['CLE' 'BRK'],NBA,SF,40.0,16.0,16.8,1.6,4.1,0.405,0.5,1.6,0.297,1.2,2.4,0.514,0.48,0.9,1.2,0.929,0.7,1.3,2.0,1.4,0.7,0.1,0.7,1.4,4.6,0,17.0,7.0,6.0,2.0,17.6,,https://www.basketball-reference.com/req/202106291/images/headshots/karasse01.jpg,0,0,0,19,2013,1.0,
