,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists","Career high, Steals","Career high, Game Score",College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year,"Career high, Blocks",Triple-Doubles
0,D.J. Kennedy,2011-12,22.0,['CLE'],NBA,SF,2.0,0.0,29.5,2.5,6.0,0.417,1.0,2.0,0.5,1.5,4.0,0.375,0.5,0.0,1.0,0.0,0.5,3.0,3.5,1.5,1.0,0.0,1.5,3.5,6.0,0,12.0,6.0,3.0,2.0,9.9,['STJOHNS'],https://www.basketball-reference.com/req/202106291/images/headshots/kennedj01.jpg,0,0,0,,,,
0,Red Klotz,1947-48,27.0,['BLB'],BAA,,11.0,,,0.6,2.8,0.226,,,,,,,,0.1,0.3,0.333,,,,0.6,,,,0.3,1.4,0,4.0,,1.0,,,,,0,1,0,,,,
0,Jason Kidd,1994-95,21.0,['DAL' 'TOT' 'PHO' 'NJN' 'NYK'],NBA,PG,82.0,82.0,41.2,6.4,16.0,0.444,2.2,5.4,0.461,5.3,11.5,0.461,0.554,4.3,5.2,0.87,2.5,6.9,8.2,10.8,2.4,0.5,4.0,2.6,18.7,1,43.0,19.0,25.0,7.0,36.9,['CALIFORNIA'],https://www.basketball-reference.com/req/202106291/images/headshots/kiddja01.jpg,10,1,1,2,1994,4.0,107.0
0,Jon Koncak,1985-86,22.0,['ATL' 'ORL'],NBA,C,82.0,78.0,25.3,3.2,6.3,0.614,0.2,0.6,0.375,3.2,6.3,0.619,0.614,1.9,3.1,0.667,2.1,4.7,6.8,1.8,1.0,1.5,1.4,3.6,8.3,0,25.0,20.0,7.0,5.0,27.1,['SMETHODIST'],,0,0,0,5,1985,6.0,
0,Ralph Kaplowitz,1946-47,27.0,['TOT' 'NYK' 'PHW'],BAA,,57.0,,,2.6,10.1,0.291,,,,,,,,2.0,2.7,0.783,,,,0.9,,,,2.2,7.2,1,18.0,,3.0,,,,,0,1,0,,,,
0,Frank Kaminsky,2015-16,22.0,['CHO' 'PHO' 'TOT' 'ATL' 'HOU'],NBA,C,81.0,16.0,26.1,4.3,10.7,0.568,1.5,4.7,0.478,3.4,6.0,0.667,0.693,2.0,2.5,1.0,1.2,3.7,4.6,2.2,0.9,0.8,1.0,1.9,11.7,1,31.0,13.0,8.0,4.0,27.1,['WISCONSIN'],https://www.basketball-reference.com/req/202106291/images/headshots/kaminfr01.jpg,0,0,0,9,2015,3.0,
0,Frank Kudelka,1949-50,24.0,['CHS' 'TOT' 'WSC' 'BOS' 'BLB' 'PHW'],NBA,,65.0,,24.4,3.6,10.5,0.36,,,,,,,,3.0,4.0,0.767,,,4.2,2.8,,,,4.3,9.3,1,23.0,6.0,7.0,,,['STMARYSCA'],,0,0,0,,,,
0,Jerry Kelly,1946-47,28.0,['BOS' 'PRO'],BAA,,43.0,,,2.1,7.3,0.3,,,,,,,,1.7,2.6,0.667,,,,0.5,,,,3.0,6.0,0,21.0,,,,,,,0,0,0,,,,
0,Clarence Kea,1980-81,21.0,['DAL'],NBA,PF,35.0,0.0,12.4,2.3,5.1,0.531,0.0,0.1,0.0,2.3,5.0,0.531,0.531,2.7,3.9,0.694,1.8,2.4,4.2,0.4,0.4,0.1,1.0,2.8,7.3,0,22.0,13.0,3.0,1.0,10.1,['LAMAR'],,0,0,0,9,1980,1.0,
0,Greg Kite,1983-84,22.0,['BOS' 'TOT' 'LAC' 'CHH' 'SAC' 'ORL' 'NYK' 'IND'],NBA,C,82.0,82.0,27.1,2.1,4.6,0.533,0.0,0.0,1.0,2.1,4.5,0.533,0.533,1.0,1.8,0.688,2.3,4.9,7.2,1.1,0.4,1.3,1.6,3.6,5.1,1,16.0,16.0,6.0,5.0,18.9,['BYU'],,0,2,0,21,1983,5.0,
0,Lonnie Kluttz,1970-71,25.0,['CAR'],ABA,,3.0,,2.7,0.0,1.3,0.0,0.0,0.0,,0.0,1.3,0.0,0.0,0.0,0.0,,0.7,1.0,1.7,0.0,,,0.0,1.0,0.0,0,,4.0,,,,,,0,0,0,11,1970,,
0,Bud Koper,1964-65,22.0,['SFW'],NBA,SG,54.0,,11.7,2.0,4.5,0.44,,,,,,,,0.6,0.8,0.833,,,1.1,0.8,,,,1.1,4.6,0,16.0,5.0,3.0,,,['OKCITY'],,0,0,0,7,1964,,
0,Milo Komenich,1949-50,29.0,['AND'],NBA,,64.0,,,3.8,13.5,0.283,,,,,,,,2.3,3.9,0.584,,,,1.9,,,,3.8,9.9,0,23.0,,4.0,,,,,0,0,0,,,,
0,Linas Kleiza,2005-06,21.0,['DEN' 'TOR'],NBA,PF,82.0,23.0,26.5,4.6,10.4,0.472,1.3,3.7,0.376,3.6,7.1,0.568,0.543,2.1,2.7,0.852,1.2,3.6,4.5,1.2,0.6,0.2,1.7,2.5,11.2,0,41.0,12.0,4.0,3.0,33.4,['MISSOURI'],https://www.basketball-reference.com/req/202106291/images/headshots/kleizli01.jpg,0,0,0,27,2005,3.0,
0,Alex Kirk,2014-15,23.0,['CLE'],NBA,C,5.0,0.0,2.8,0.2,0.8,0.25,0.0,0.0,,0.2,0.8,0.25,0.25,0.4,0.4,1.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.8,0,2.0,1.0,1.0,,2.7,['NMEXICO'],https://www.basketball-reference.com/req/202106291/images/headshots/kirkal01.jpg,0,0,0,,,,
0,Wayne Kreklow,1980-81,24.0,['BOS'],NBA,SG,25.0,0.0,4.0,0.4,1.9,0.234,0.0,0.2,0.25,0.4,1.7,0.233,0.245,0.3,0.4,0.7,0.1,0.4,0.5,0.4,0.1,0.0,0.4,0.8,1.2,0,4.0,3.0,2.0,1.0,2.7,['DRAKE'],,0,0,0,9,1979,1.0,
0,Ryan Kelly,2013-14,22.0,['LAL' 'ATL'],NBA,PF,59.0,34.0,23.7,2.7,6.3,0.423,0.9,2.6,0.4,1.8,3.9,0.476,0.488,1.9,2.3,0.833,0.7,3.0,3.7,1.8,0.6,0.8,0.8,2.5,8.0,0,26.0,11.0,8.0,3.0,21.3,['DUKE'],https://www.basketball-reference.com/req/202106291/images/headshots/kellyry01.jpg,0,0,0,18,2013,4.0,
0,Walker Kessler,2022-23,21.0,['UTA'],NBA,C,74.0,40.0,23.0,4.0,5.6,0.72,0.0,0.0,0.333,4.0,5.6,0.723,0.721,1.1,2.1,0.516,3.1,5.3,8.4,0.9,0.4,2.3,0.8,2.3,9.2,0,31.0,21.0,4.0,2.0,29.6,['UNC' 'AUBURN'],https://www.basketball-reference.com/req/202106291/images/headshots/kesslwa01.jpg,0,0,0,22,2022,7.0,
0,Toni Kukoč,1990-91,22.0,['CHI' 'TOT' 'PHI' 'ATL' 'MIL'],Did Not Play (other pro league—Yugoslavia),Did Not Play (other pro league—Yugoslavia),81.0,55.0,37.6,7.3,17.0,0.504,2.2,4.6,0.481,6.3,13.9,0.553,0.567,4.9,6.5,0.772,1.9,5.6,7.0,6.2,1.8,0.8,3.1,2.1,19.7,1,34.0,14.0,13.0,5.0,35.9,,https://www.basketball-reference.com/req/202106291/images/headshots/kukocto01.jpg,0,3,0,2,1990,4.0,4.0
0,Tom King,1946-47,22.0,['DTF'],BAA,,58.0,,,1.7,7.1,0.237,,,,,,,,1.7,2.8,0.631,,,,0.6,,,,1.8,5.1,0,27.0,,,,,,,0,0,0,,,,
0,Bob Kinney,1948-49,28.0,['TOT' 'FTW' 'BOS'],BAA,,60.0,,,3.9,10.7,0.375,,,,,,,,3.4,5.3,0.628,,,,1.7,,,,4.2,11.1,1,24.0,,4.0,,,,,0,0,0,,,,
0,Louis King,2019-20,20.0,['DET' 'SAC' 'PHI'],NBA,SF,10.0,1.0,29.0,8.0,13.0,0.615,4.0,8.0,0.5,4.0,5.0,0.8,0.769,1.0,1.0,1.0,2.0,2.2,4.0,2.0,1.2,0.5,2.0,4.0,20.0,0,27.0,9.0,3.0,3.0,29.2,['OREGON'],https://www.basketball-reference.com/req/202106291/images/headshots/kinglo02.jpg,0,0,0,,,2.0,
0,Kosta Koufos,2008-09,19.0,['UTA' 'TOT' 'MIN' 'DEN' 'MEM' 'SAC'],NBA,C,81.0,81.0,22.4,3.6,6.3,0.599,0.0,0.1,0.0,3.6,6.3,0.599,0.599,1.1,1.7,0.706,2.6,4.5,6.9,1.2,0.7,1.3,0.9,3.0,8.0,1,22.0,17.0,6.0,5.0,22.7,['OHIOST'],https://www.basketball-reference.com/req/202106291/images/headshots/koufoko01.jpg,0,0,0,23,2008,5.0,
0,Ben Kelso,1973-74,24.0,['DET'],NBA,SG,46.0,,6.5,0.8,2.1,0.365,,,,,,,,0.3,0.5,0.682,0.3,0.3,0.7,0.4,0.3,0.0,,1.0,1.8,0,8.0,4.0,3.0,2.0,,['CMICHIGAN'],,0,0,0,4,1972,,
0,Tony Kappen,1946-47,27.0,['TOT' 'PIT' 'BOS'],BAA,,59.0,,,2.5,10.9,0.275,,,,,,,,2.5,3.0,0.846,,,,0.5,,,,1.5,7.6,1,19.0,,,,,,,0,0,0,,,,
0,Andrei Kirilenko,1999-00,18.0,['UTA' 'MIN' 'BRK'],Did Not Play (other pro league—Russia),Did Not Play (other pro league—Russia),82.0,78.0,37.7,5.3,11.9,0.513,0.9,2.6,0.379,4.5,9.4,0.566,0.546,5.0,7.2,0.8,2.9,5.7,8.1,4.3,1.9,3.3,2.9,2.5,16.5,0,31.0,18.0,11.0,8.0,33.2,,https://www.basketball-reference.com/req/202106291/images/headshots/kirilan01.jpg,1,0,0,24,1999,10.0,3.0
0,Joe Kleine,1985-86,24.0,['SAC' 'TOT' 'BOS' 'PHO' 'LAL' 'NJN' 'CHI' 'POR'],NBA,C,82.0,60.0,24.4,4.0,8.4,0.491,0.1,0.1,1.0,4.0,8.4,0.491,0.498,1.9,2.3,1.0,2.2,4.9,7.1,1.1,0.5,0.7,1.4,2.8,9.8,1,23.0,20.0,8.0,3.0,21.1,['NOTREDAME' 'ARKANSAS'],https://www.basketball-reference.com/req/202106291/images/headshots/kleinjo01.jpg,0,1,0,6,1985,3.0,
0,Duane Klueh,1949-50,24.0,['TOT' 'DNN' 'FTW'],NBA,,61.0,,,3.3,9.2,0.438,,,,,,,,3.4,4.6,0.734,,,3.0,1.9,,,,2.3,10.0,1,26.0,8.0,6.0,,,['INDIANAST'],,0,0,0,,1949,,
0,Reggie King,1979-80,22.0,['KCK' 'SEA'],NBA,PF,82.0,76.0,33.9,5.8,10.7,0.544,0.0,0.0,0.0,5.8,10.7,0.544,0.544,3.3,4.8,0.76,2.9,6.8,9.7,2.3,1.3,0.5,2.0,2.8,14.9,0,33.0,20.0,10.0,5.0,23.0,['ALABAMA'],,0,0,0,18,1979,4.0,
0,George Kaftan,1948-49,20.0,['BOS' 'NYK' 'BLB'],BAA,SF,61.0,,18.4,5.5,15.0,0.388,,,,,,,,3.4,5.5,0.687,,,3.8,2.9,,,,2.6,14.5,0,34.0,13.0,6.0,,,['HOLYCROSS'],,0,0,0,4,1949,,
0,Tommy Kron,1966-67,23.0,['STL' 'SEA' 'KEN'],NBA,SG,76.0,,23.6,3.6,9.2,0.396,0.2,0.5,0.368,3.6,9.2,0.396,0.398,2.4,3.1,0.891,0.6,1.1,4.7,3.7,,,1.5,3.0,9.7,0,27.0,11.0,12.0,,,,,0,0,0,4,1966,,
0,Sean Kilpatrick,2014-15,25.0,['MIN' 'TOT' 'DEN' 'BRK' 'MIL' 'LAC' 'CHI'],NBA,SG,70.0,24.0,25.1,5.2,11.9,0.462,2.1,5.3,0.429,3.5,6.6,1.0,0.532,2.9,3.6,1.0,0.4,3.7,4.0,2.2,0.8,0.3,1.9,1.7,15.4,1,38.0,14.0,7.0,3.0,24.1,['CINCY'],https://www.basketball-reference.com/req/202106291/images/headshots/kilpase01.jpg,0,0,0,,,3.0,
0,Curtis Kitchen,1986-87,23.0,['SEA'],NBA,PF,6.0,0.0,5.2,0.5,1.0,0.5,0.0,0.2,0.0,0.5,0.8,0.6,0.5,0.5,0.7,0.75,0.7,0.8,1.5,0.2,0.3,0.5,0.0,0.7,1.5,0,5.0,3.0,1.0,2.0,8.3,['SFLORIDA'],,0,0,0,6,1986,1.0,
0,Rich Kelley,1975-76,22.0,['NOJ' 'TOT' 'NJN' 'PHO' 'DEN' 'UTA' 'SAC'],NBA,C,82.0,39.0,33.8,5.5,10.9,0.571,0.0,0.1,0.0,5.5,10.9,0.596,0.571,4.7,5.7,0.829,3.8,9.0,12.8,3.6,1.6,2.1,3.6,3.9,15.7,1,33.0,25.0,12.0,5.0,31.1,['STANFORD'],https://www.basketball-reference.com/req/202106291/images/headshots/kelleri01.jpg,0,0,0,7,1975,6.0,2.0
0,Arnoldas Kulboka,2021-22,24.0,['CHO'],NBA,SF,2.0,0.0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,,,,,0.0,,https://www.basketball-reference.com/req/202106291/images/headshots/kulboar01.jpg,0,0,0,25,2018,,
0,Kevin Knox,2018-19,19.0,['NYK' 'TOT' 'ATL' 'DET' 'POR'],NBA,PF,75.0,57.0,28.8,4.5,12.2,0.469,1.7,4.9,0.393,2.8,7.3,0.651,0.589,2.2,3.0,0.8,0.8,3.7,4.5,1.1,0.6,0.4,1.5,2.3,12.8,1,31.0,15.0,5.0,3.0,26.4,['KENTUCKY'],https://www.basketball-reference.com/req/202106291/images/headshots/knoxke01.jpg,0,0,0,9,2018,3.0,
0,Chad Kinch,1980-81,22.0,['TOT' 'CLE' 'DAL'],NBA,SG,41.0,,8.8,1.3,3.8,0.396,0.0,0.0,,1.3,3.8,0.396,0.396,0.8,1.1,0.8,0.2,0.8,0.8,1.2,0.3,0.2,0.8,0.8,3.2,1,10.0,5.0,4.0,2.0,8.1,['CHARLOTTE'],,0,0,0,22,1980,2.0,
0,Rich King,1991-92,22.0,['SEA'],NBA,C,40.0,2.0,5.3,0.7,1.8,0.441,0.0,0.0,0.0,0.7,1.8,0.455,0.441,0.9,1.1,1.0,0.5,1.3,1.7,0.3,0.1,0.1,1.0,1.1,2.2,0,10.0,5.0,4.0,1.0,10.3,['NEBRASKA'],,0,0,0,14,1991,1.0,
0,Albert King,1981-82,22.0,['NJN' 'PHI' 'SAS' 'WSB'],NBA,SF,79.0,75.0,31.0,7.4,15.5,0.492,0.3,1.2,0.406,7.3,15.2,0.5,0.493,2.9,3.7,0.875,2.0,3.8,5.8,3.7,1.2,0.5,3.1,3.5,17.0,0,34.0,14.0,11.0,6.0,25.8,['MARYLAND'],,0,0,0,10,1981,5.0,
0,Whitey Kachan,1948-49,23.0,['TOT' 'CHS' 'MNL'],BAA,,52.0,,,0.8,3.0,0.381,,,,,,,,0.8,1.2,0.682,,,,0.8,,,,1.7,2.5,1,9.0,,1.0,,,,,0,1,0,,1948,,
0,Travis Knight,1996-97,22.0,['LAL' 'BOS' 'NYK'],NBA,C,74.0,23.0,20.3,2.6,5.9,0.515,0.2,0.7,0.273,2.4,5.2,0.519,0.515,1.1,1.4,0.786,2.0,3.0,4.9,1.4,0.7,1.1,1.2,3.4,6.5,0,21.0,15.0,7.0,4.0,23.3,['UCONN'],,0,1,0,29,1996,4.0,
0,Jerome Kersey,1984-85,22.0,['POR' 'GSW' 'LAL' 'SEA' 'SAS' 'MIL'],NBA,SF,82.0,82.0,36.6,7.7,15.5,0.549,0.2,0.9,0.308,7.7,15.3,0.556,0.549,3.7,5.0,0.766,3.2,5.6,8.4,3.2,1.8,1.1,2.2,4.0,19.2,0,36.0,20.0,10.0,6.0,36.6,['LONGWOOD'],https://www.basketball-reference.com/req/202106291/images/headshots/kerseje01.jpg,0,1,0,22,1984,5.0,1.0
0,Kyle Kuzma,2017-18,22.0,['LAL' 'WAS'],NBA,PF,77.0,68.0,35.0,8.0,17.8,0.456,2.5,7.5,0.366,5.5,10.3,0.553,0.533,2.7,3.7,0.752,1.6,7.4,8.5,3.7,0.6,0.9,3.0,2.4,21.2,0,41.0,22.0,11.0,4.0,35.3,['UTAH'],https://www.basketball-reference.com/req/202106291/images/headshots/kuzmaky01.jpg,0,1,0,27,2017,3.0,2.0
0,Furkan Korkmaz,2017-18,20.0,['PHI'],NBA,SG,72.0,19.0,21.7,3.4,7.8,0.432,2.0,4.9,0.402,1.6,3.0,0.515,0.557,1.1,1.5,0.818,0.3,2.3,2.6,1.9,0.9,0.2,0.8,1.4,9.8,0,34.0,11.0,6.0,5.0,31.0,,https://www.basketball-reference.com/req/202106291/images/headshots/korkmfu01.jpg,0,0,0,26,2016,2.0,
0,Leo Kubiak,1949-50,22.0,['WAT'],NBA,,62.0,,,4.2,12.8,0.326,,,,,,,,3.1,3.8,0.814,,,,3.2,,,,4.0,11.5,0,24.0,,4.0,,,['BOWLGREEN'],,0,0,0,,1948,,
0,Tarence Kinsey,2006-07,22.0,['MEM' 'CLE'],NBA,SG,50.0,12.0,20.1,2.9,6.3,0.457,0.3,1.0,0.429,2.6,5.4,0.488,0.5,1.6,2.0,0.868,0.6,1.4,2.0,0.9,1.1,0.0,1.0,1.2,7.7,0,28.0,9.0,7.0,5.0,27.3,['SCAROLINA'],https://www.basketball-reference.com/req/202106291/images/headshots/kinseta01.jpg,0,0,0,,,1.0,
0,Greg Kelser,1979-80,22.0,['DET' 'TOT' 'SEA' 'SDC' 'IND'],NBA,SF,80.0,21.0,26.2,5.6,11.9,0.549,0.1,0.3,0.333,5.5,11.6,0.553,0.549,3.1,4.5,0.719,2.5,3.1,5.5,2.2,1.4,1.2,3.1,3.6,14.2,1,37.0,17.0,6.0,5.0,30.7,['MICHIGANST'],,0,0,0,4,1979,5.0,
0,John Konchar,2019-20,23.0,['MEM'],NBA,SG,72.0,23.0,20.8,1.9,4.4,0.649,0.8,2.5,0.5,1.2,2.0,0.704,0.716,0.6,0.7,0.833,1.2,3.4,4.6,1.5,1.1,0.3,0.5,1.6,5.1,0,19.0,17.0,10.0,5.0,24.9,['IUPUFW'],https://www.basketball-reference.com/req/202106291/images/headshots/konchjo01.jpg,0,0,0,,,2.0,1.0
0,C.J. Kupec,1975-76,23.0,['LAL' 'HOU'],NBA,SF,82.0,,12.8,1.9,4.2,0.447,,,,,,,,1.0,1.2,0.818,0.9,1.5,2.4,1.0,0.2,0.1,0.5,1.4,4.7,0,14.0,9.0,5.0,3.0,9.5,['MICHIGAN'],,0,0,0,2,1975,1.0,
0,Chris King,1993-94,24.0,['SEA' 'VAN' 'UTA'],NBA,SF,80.0,66.0,24.1,3.1,7.3,0.427,0.6,1.4,0.389,2.6,5.9,0.436,0.465,1.1,1.7,0.662,1.3,2.3,3.6,1.3,0.9,0.4,1.3,2.0,7.9,0,21.0,14.0,4.0,4.0,19.7,['WAKE'],,0,0,0,18,1992,3.0,
