,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists","Career high, Steals","Career high, Blocks","Career high, Game Score",Triple-Doubles,College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year
0,Trey Gilder,2009-10,25.0,['MEM'],NBA,SF,2.0,0.0,2.5,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0,2.0,1.0,,1.0,,3.0,,['MCNEESE' 'NWSTATE'],https://www.basketball-reference.com/req/202106291/images/headshots/gildetr01.jpg,0,0,0,,
0,Jordan Goodwin,2021-22,23.0,['WAS'],NBA,SG,62.0,7.0,17.8,2.5,5.7,0.448,0.6,1.9,0.322,1.9,3.8,0.511,0.501,0.9,1.1,0.768,0.9,2.4,3.3,2.7,0.9,0.4,0.9,1.5,6.6,0,22.0,9.0,9.0,6.0,3.0,20.7,,['STLOUIS'],https://www.basketball-reference.com/req/202106291/images/headshots/goodwjo01.jpg,0,0,0,,
0,Sean Green,1991-92,21.0,['IND' 'TOT' 'PHI' 'UTA'],NBA,SG,36.0,0.0,9.5,2.2,5.2,0.509,0.3,1.2,0.3,1.9,4.2,0.556,0.536,0.4,0.8,0.75,0.6,0.7,1.2,0.6,0.5,0.2,0.8,0.9,4.8,1,17.0,5.0,5.0,3.0,2.0,11.3,,['NCSTATE' 'IONA'],,0,0,0,14,1991
0,Bill Gaines,1968-69,22.0,['HSM'],ABA,,1.0,,5.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,1.0,0.0,1.0,0.0,,,1.0,0.0,2.0,0,2.0,,,,,,,,,0,0,0,1,1968
0,Mike Grosso,1971-72,24.0,['PTC'],ABA,C,25.0,,13.4,1.8,4.1,0.441,0.0,0.0,,1.8,4.1,0.441,0.441,0.5,0.9,0.565,2.0,3.0,4.9,0.4,,,0.8,2.6,4.1,0,15.0,10.0,2.0,,,,,['LOUISVILLE'],,0,0,0,13,1969
0,Archie Goodwin,2013-14,19.0,['PHO' 'TOT' 'NOP' 'BRK'],NBA,SG,57.0,13.0,19.5,3.1,7.4,0.557,0.4,1.7,0.5,2.7,5.7,0.625,0.59,3.3,3.4,1.0,0.7,2.0,2.5,2.1,0.5,0.3,1.8,1.5,8.9,1,29.0,7.0,12.0,3.0,3.0,24.0,,['KENTUCKY'],https://www.basketball-reference.com/req/202106291/images/headshots/goodwar01.jpg,0,0,0,29,2013
0,Jerian Grant,2015-16,23.0,['NYK' 'CHI' 'ORL' 'WAS'],NBA,PG,76.0,28.0,22.8,2.8,6.8,0.425,0.8,2.5,0.366,2.0,4.3,0.473,0.509,1.9,2.5,0.89,0.4,1.9,2.3,4.6,0.9,0.2,1.2,1.8,8.4,0,24.0,8.0,13.0,5.0,1.0,25.2,,['NOTREDAME'],https://www.basketball-reference.com/req/202106291/images/headshots/grantje02.jpg,0,0,0,19,2015
0,Andreas Glyniadakis,2006-07,25.0,['SEA'],NBA,C,13.0,4.0,6.2,0.6,1.3,0.471,0.0,0.0,,0.6,1.3,0.471,0.471,0.1,0.2,0.5,0.2,0.5,0.6,0.1,0.0,0.0,0.7,1.5,1.3,0,8.0,3.0,1.0,,,1.6,,,,0,0,0,29,2003
0,Chad Gallagher,1993-94,24.0,['UTA'],NBA,C,2.0,0.0,1.5,1.5,1.5,1.0,0.0,0.0,,1.5,1.5,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0,4.0,,,,,3.0,,['CREIGHTON'],,0,0,0,5,1991
0,Jack George,1953-54,25.0,['PHW' 'TOT' 'NYK'],NBA,PG,72.0,,39.4,4.9,13.1,0.385,,,,,,,,4.1,5.4,0.824,,,5.4,6.3,,,,3.0,13.9,1,33.0,14.0,13.0,,,,1.0,['LASALLE'],,2,1,0,,1953
0,Orlando Graham,1988-89,23.0,['GSW'],NBA,PF,7.0,0.0,3.1,0.4,1.4,0.3,0.0,0.0,,0.4,1.4,0.3,0.3,0.3,0.6,0.5,1.1,0.4,1.6,0.0,0.0,0.0,0.3,0.9,1.1,0,2.0,3.0,,,,2.4,,['WTEXASAM' 'AUBURNMONT'],,0,0,0,15,1988
0,Jalen Green,2021-22,19.0,['HOU'],NBA,SG,76.0,76.0,34.2,7.4,17.9,0.426,2.5,7.3,0.343,5.0,10.6,0.502,0.508,4.8,6.1,0.797,0.6,3.2,3.7,3.7,0.8,0.3,2.6,1.7,22.1,0,42.0,8.0,9.0,4.0,2.0,34.4,,,https://www.basketball-reference.com/req/202106291/images/headshots/greenja05.jpg,0,0,0,2,2021
0,Artis Gilmore,1971-72,22.0,['KEN' 'CHI' 'SAS' 'TOT' 'BOS'],ABA,C,84.0,82.0,43.6,9.6,16.7,0.67,0.0,0.1,1.0,9.6,16.7,0.67,0.67,6.2,9.1,0.768,5.7,12.7,18.3,3.9,0.8,5.0,4.5,4.1,24.6,1,45.0,40.0,11.0,5.0,11.0,42.1,6.0,['GARDWEBB' 'JACKSONVIL'],https://www.basketball-reference.com/req/202106291/images/headshots/gilmoar01.jpg,11,1,0,15,1971
0,Paul Graham,1991-92,24.0,['ATL'],NBA,SG,80.0,11.0,22.0,3.9,8.7,0.457,0.7,1.8,0.39,3.2,6.9,0.511,0.495,1.6,2.2,0.765,0.9,2.0,3.0,2.2,1.2,0.3,1.5,2.5,10.1,0,29.0,7.0,9.0,5.0,2.0,23.8,,['OHIO'],,0,0,0,,
0,Tommie Green,1978-79,22.0,['NOJ'],NBA,PG,59.0,,13.7,1.6,4.0,0.388,,,,,,,,0.8,1.1,0.762,0.3,0.8,1.2,2.4,1.0,0.1,1.5,1.9,3.9,0,16.0,4.0,13.0,5.0,2.0,8.4,,,,0,0,0,13,1978
0,Drew Gordon,2014-15,24.0,['PHI'],NBA,PF,9.0,0.0,7.9,0.9,2.1,0.421,0.0,0.3,0.0,0.9,1.8,0.5,0.421,0.1,0.2,0.5,0.8,1.2,2.0,0.2,0.1,0.0,0.9,0.8,1.9,0,4.0,5.0,2.0,1.0,,2.1,,['UCLA' 'NMEXICO'],https://www.basketball-reference.com/req/202106291/images/headshots/gordodr01.jpg,0,0,0,,
0,John Gianelli,1972-73,22.0,['NYK' 'TOT' 'BUF' 'MIL' 'UTA'],NBA,C,82.0,,35.0,4.5,9.6,0.488,0.0,0.0,,4.5,9.6,0.488,0.488,1.8,2.5,0.76,3.2,6.2,9.4,2.3,0.7,1.5,1.8,3.3,10.9,1,25.0,21.0,9.0,4.0,6.0,20.7,,['PACIFIC'],https://www.basketball-reference.com/req/202106291/images/headshots/gianejo01.jpg,0,1,0,7,1972
0,Andrew Goudelock,2011-12,23.0,['LAL' 'HOU'],NBA,SG,40.0,0.0,10.5,1.7,4.4,0.45,0.7,1.9,0.373,1.0,2.5,0.727,0.475,0.4,0.5,0.917,1.0,0.7,1.0,0.5,0.8,0.3,0.9,0.8,4.4,0,14.0,5.0,3.0,2.0,1.0,10.4,,['CHARLESTON'],https://www.basketball-reference.com/req/202106291/images/headshots/goudean01.jpg,0,0,0,16,2011
0,Dave Gunther,1962-63,25.0,['SFW'],NBA,,1.0,,5.0,1.0,2.0,0.5,,,,,,,,0.0,0.0,,,,3.0,3.0,,,,1.0,2.0,0,2.0,3.0,3.0,,,,,['IOWA'],,0,0,0,3,1959
0,Wenyen Gabriel,2019-20,22.0,['TOT' 'SAC' 'POR' 'NOP' 'BRK' 'LAC' 'LAL'],NBA,PF,68.0,5.0,16.4,2.6,5.1,0.596,0.6,1.5,0.417,2.3,3.9,0.647,0.615,1.2,2.0,0.75,1.8,2.5,4.3,0.6,0.4,0.5,0.7,3.0,6.7,1,17.0,14.0,3.0,3.0,3.0,15.8,,['KENTUCKY'],https://www.basketball-reference.com/req/202106291/images/headshots/gabriwe01.jpg,0,0,0,,
0,Ernie Grunfeld,1977-78,22.0,['MIL' 'KCK' 'NYK'],NBA,SG,82.0,11.0,23.4,5.2,10.1,0.535,0.3,0.8,0.5,5.2,10.0,0.535,0.535,2.3,3.1,0.833,1.5,2.9,4.4,3.4,0.9,0.5,1.8,2.7,12.7,0,30.0,13.0,12.0,6.0,4.0,29.8,,['TENNESSEE'],,0,0,0,11,1977
0,Bato Govedarica,1953-54,25.0,['SYR'],NBA,PG,23.0,,11.2,1.1,3.4,0.316,,,,,,,,1.1,1.6,0.676,,,0.8,1.0,,,,1.9,3.3,0,12.0,4.0,4.0,,,,,['DEPAUL'],,0,0,0,5,1951
0,Norm Grekin,1953-54,23.0,['PHW'],NBA,,1.0,,1.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,1.0,0.0,0,,,,,,,,['LASALLE'],,0,0,0,,1953
0,Anthony Gill,2020-21,28.0,['WAS'],NBA,PF,59.0,8.0,10.6,1.4,2.5,0.569,0.3,0.9,0.538,1.1,1.9,0.65,0.633,1.0,1.2,0.813,0.8,1.3,2.0,0.6,0.4,0.3,0.4,1.3,4.1,0,18.0,10.0,4.0,2.0,2.0,14.6,,['SCAROLINA' 'VIRGINIA'],https://www.basketball-reference.com/req/202106291/images/headshots/gillan01.jpg,0,0,0,,
0,Derek Grimm,1997-98,23.0,['SAC'],NBA,SF,9.0,0.0,3.8,0.4,1.6,0.286,0.4,1.3,0.333,0.0,0.2,0.0,0.429,0.2,0.2,1.0,0.0,0.4,0.4,0.0,0.3,0.1,0.3,0.7,1.6,0,6.0,1.0,,2.0,1.0,3.5,,['MISSOURI'],,0,0,0,,
0,Clarence Glover,1971-72,24.0,['BOS'],NBA,PF,25.0,,4.8,1.0,2.2,0.455,,,,,,,,0.6,1.3,0.469,,,1.8,0.2,,,,1.0,2.6,0,6.0,6.0,1.0,,,,,['WKENTUCKY'],,0,0,0,10,1971
0,Reggie Geary,1996-97,23.0,['CLE' 'SAS'],NBA,PG,62.0,2.0,11.0,0.9,2.7,0.379,0.2,0.6,0.381,0.7,2.1,0.378,0.448,0.5,0.9,0.5,0.3,0.8,1.1,1.2,0.6,0.2,0.7,1.5,2.5,0,13.0,5.0,5.0,3.0,3.0,14.5,,['ARIZONA'],,0,0,0,27,1996
0,Gary Gregor,1968-69,23.0,['PHO' 'ATL' 'POR' 'TOT' 'MIL' 'NYA'],NBA,PF,82.0,,28.9,5.0,12.0,0.485,0.1,0.1,1.0,5.0,12.0,0.483,0.488,1.4,2.0,0.821,1.0,2.8,8.9,2.3,0.2,0.0,1.0,3.1,11.1,1,29.0,20.0,7.0,,,3.5,,['SCAROLINA'],,0,0,0,5,1967
0,Danny Granger,2005-06,22.0,['IND' 'TOT' 'LAC' 'MIA'],NBA,SF,82.0,80.0,36.7,8.5,19.1,0.462,2.7,7.1,0.404,5.8,12.3,0.497,0.522,6.0,6.9,0.962,1.7,4.9,6.1,2.8,1.5,1.4,2.6,3.6,25.8,1,44.0,17.0,10.0,6.0,6.0,36.7,,['BRADLEY' 'NMEXICO'],https://www.basketball-reference.com/req/202106291/images/headshots/grangda01.jpg,1,0,0,17,2005
0,Bob Greacen,1969-70,22.0,['MIL' 'NYA'],NBA,SF,41.0,,21.5,1.1,6.0,0.5,0.0,0.0,,1.1,6.0,0.5,0.5,1.5,3.5,0.643,0.3,0.3,3.0,6.5,,,0.5,3.5,2.6,0,18.0,6.0,8.0,,,,,['RUTGERS'],,0,1,0,2,1969
0,Horace Grant,1987-88,22.0,['CHI' 'ORL' 'SEA' 'LAL'],NBA,PF,81.0,81.0,37.3,6.6,12.5,0.578,0.0,0.1,0.2,6.6,12.5,0.58,0.578,2.9,3.9,0.775,4.4,6.6,11.0,3.4,1.5,1.6,1.6,3.2,15.1,0,31.0,23.0,10.0,5.0,7.0,32.9,,['CLEMSON'],https://www.basketball-reference.com/req/202106291/images/headshots/grantho01.jpg,1,4,0,10,1987
0,Bill Garnett,1982-83,22.0,['DAL' 'IND'],NBA,C,80.0,34.0,19.1,2.3,4.8,0.533,0.0,0.0,0.0,2.3,4.7,0.538,0.533,1.8,2.7,0.741,1.9,3.5,5.4,1.6,0.6,0.9,1.4,3.3,6.4,0,21.0,18.0,11.0,5.0,4.0,17.9,,['WYOMING'],,0,0,0,4,1982
0,Kenny Gattison,1986-87,22.0,['PHO' 'CHH' 'VAN'],NBA,PF,82.0,71.0,27.1,5.2,9.7,0.55,0.0,0.0,1.0,5.2,9.7,0.549,0.552,2.4,3.5,0.688,2.2,4.9,7.1,1.6,0.8,0.9,1.7,3.3,12.7,0,29.0,18.0,5.0,5.0,4.0,26.9,,['OLDDOM'],https://www.basketball-reference.com/req/202106291/images/headshots/gattike01.jpg,0,0,0,8,1986
0,Blake Griffin,2009-10,20.0,['LAC' 'TOT' 'DET' 'BRK' 'BOS'],Did Not Play (injury—knee),Did Not Play (injury—knee),82.0,82.0,38.0,9.0,17.9,0.549,2.5,7.0,0.4,8.8,16.7,0.625,0.574,6.0,8.5,0.785,3.3,8.8,12.1,6.2,1.2,0.7,3.4,3.3,24.5,1,50.0,20.0,12.0,4.0,4.0,40.0,10.0,['OKLAHOMA'],https://www.basketball-reference.com/req/202106291/images/headshots/griffbl01.jpg,6,0,0,1,2009
0,Paul Griffin,1976-77,23.0,['NOJ' 'SAS'],NBA,PF,82.0,0.0,23.5,2.1,4.4,0.553,0.0,0.0,,2.1,4.4,0.553,0.553,2.1,3.1,0.725,2.2,4.3,6.2,3.0,1.1,0.6,1.8,3.7,6.3,0,20.0,25.0,10.0,8.0,4.0,23.0,,['WMICHIGAN'],,0,0,0,6,1976
0,Claude Gregory,1985-86,27.0,['WSB' 'LAC'],NBA,PF,23.0,2.0,13.6,2.7,5.8,0.5,0.0,0.0,0.0,2.7,5.8,0.5,0.5,0.5,1.6,0.333,1.6,2.5,4.1,0.7,0.5,0.6,1.0,1.6,5.8,0,21.0,12.0,3.0,2.0,2.0,13.9,,['WISCONSIN'],,0,0,0,18,1981
0,Josh Giddey,2021-22,19.0,['OKC'],NBA,SF,76.0,76.0,31.5,7.1,14.7,0.482,1.0,3.9,0.325,6.1,11.6,0.524,0.516,1.4,1.9,0.731,1.9,6.0,7.9,6.4,0.9,0.4,3.2,1.9,16.6,0,31.0,18.0,17.0,4.0,2.0,26.6,8.0,,https://www.basketball-reference.com/req/202106291/images/headshots/giddejo01.jpg,0,0,0,6,2021
0,Calvin Graham,1967-68,23.0,['PTP'],ABA,,8.0,,6.5,0.5,1.8,0.286,0.0,0.0,,0.5,1.8,0.286,0.286,0.6,1.0,0.625,,,1.3,0.0,,,0.1,1.5,1.6,0,5.0,2.0,,,,,,,,0,0,0,,
0,Johnny Green,1959-60,26.0,['NYK' 'TOT' 'BAL' 'SDR' 'PHI' 'CIN' 'KCO'],NBA,PF,82.0,,34.9,7.3,15.8,0.599,,,,,,,,3.5,5.5,0.679,,,13.3,2.4,,,,3.4,18.1,1,39.0,25.0,7.0,,,,,['MICHIGANST'],,4,0,0,6,1959
0,Mal Graham,1967-68,22.0,['BOS'],NBA,PG,48.0,,16.4,2.4,5.7,0.43,,,,,,,,1.2,1.8,0.786,,,2.0,1.3,,,,2.6,6.0,0,18.0,7.0,5.0,,,,,['NEWYORKU'],,0,2,0,11,1967
0,Dick Garmaker,1955-56,23.0,['MNL' 'TOT' 'NYK'],NBA,SG,72.0,,34.6,5.8,14.5,0.44,,,,,,,,5.1,6.0,0.86,,,5.4,3.1,,,,3.4,16.3,1,39.0,13.0,10.0,,,,,['MINNESOTA'],,4,0,0,8,1954
0,Evric Gray,1996-97,27.0,['NJN'],NBA,SF,5.0,0.0,8.4,0.8,3.0,0.267,0.2,0.8,0.25,0.6,2.2,0.273,0.3,0.8,0.8,1.0,0.2,0.4,0.6,0.4,0.2,0.0,0.6,1.0,2.6,0,7.0,2.0,1.0,1.0,,2.7,,['UNLV'],,0,0,0,,
0,Ken Gardner,1975-76,26.0,['UTS'],ABA,SF,9.0,,5.7,0.7,2.0,0.333,0.0,0.0,,0.7,2.0,0.333,0.333,0.2,0.2,1.0,0.9,0.6,1.4,0.3,0.2,0.1,0.1,1.0,1.6,0,6.0,6.0,3.0,,,-1.8,,['UTAH'],,0,0,0,14,1971
0,A.J. Green,2022-23,23.0,['MIL'],NBA,SG,35.0,1.0,9.9,1.5,3.6,0.424,1.3,3.0,0.419,0.3,0.6,0.45,0.6,0.1,0.1,1.0,0.2,1.1,1.3,0.6,0.2,0.0,0.3,0.9,4.4,0,15.0,4.0,4.0,1.0,,12.3,,['NIOWA'],https://www.basketball-reference.com/req/202106291/images/headshots/greenaj01.jpg,0,0,0,,
0,Dan Gadzuric,2002-03,24.0,['MIL' 'TOT' 'GSW' 'NJN' 'NYK'],NBA,C,81.0,81.0,22.0,3.0,5.6,0.553,0.0,0.0,0.0,3.0,5.6,0.555,0.553,1.3,2.5,0.544,3.2,5.1,8.3,0.6,0.7,1.4,1.0,2.8,7.3,1,22.0,20.0,4.0,3.0,7.0,23.9,,['UCLA'],https://www.basketball-reference.com/req/202106291/images/headshots/gadzuda01.jpg,0,0,0,5,2002
0,Dave Gambee,1958-59,21.0,['STL' 'TOT' 'CIN' 'SYR' 'PHI' 'SDR' 'MIL' 'DET' 'SFW'],NBA,SF,80.0,,28.8,6.0,14.1,1.0,,,,,,,,4.8,5.9,0.856,,,7.9,1.4,,,,3.9,16.7,1,39.0,19.0,6.0,,,,,['OREGONST'],,0,1,0,7,1958
0,Quentin Grimes,2021-22,21.0,['NYK'],NBA,SG,71.0,66.0,29.9,4.0,8.5,0.468,2.2,5.7,0.386,1.8,2.7,0.641,0.599,1.1,1.4,0.796,0.7,2.5,3.2,2.1,0.7,0.4,1.0,2.5,11.3,0,36.0,9.0,8.0,4.0,2.0,32.4,,['KANSAS' 'HOUSTON'],https://www.basketball-reference.com/req/202106291/images/headshots/grimequ01.jpg,0,0,0,25,2021
0,Lynn Greer,2006-07,27.0,['MIL'],NBA,SG,41.0,0.0,10.5,1.5,3.4,0.433,0.4,1.3,0.346,1.0,2.2,0.483,0.496,0.7,0.8,0.844,0.0,0.6,0.7,1.3,0.4,0.0,0.4,0.8,4.1,0,19.0,3.0,4.0,3.0,1.0,15.1,,['TEMPLE'],,0,0,0,,
0,Devean George,1999-00,22.0,['LAL' 'DAL' 'GSW'],NBA,SF,82.0,48.0,23.8,2.8,7.0,0.432,1.4,3.9,0.39,2.0,4.7,0.494,0.549,1.2,1.5,0.79,1.3,3.0,4.0,1.4,1.0,0.5,1.1,2.5,7.4,0,25.0,12.0,6.0,5.0,4.0,20.8,,['AUGSBURGMN'],,0,3,0,23,1999
0,Daniel Gafford,2019-20,21.0,['CHI' 'TOT' 'WAS'],NBA,C,78.0,53.0,20.6,4.1,6.0,0.732,0.0,0.0,0.0,4.1,6.0,0.732,0.732,2.0,2.9,0.699,2.2,3.5,5.7,1.1,0.7,1.8,1.1,2.4,10.1,1,25.0,13.0,5.0,4.0,8.0,25.5,,['ARKANSAS'],https://www.basketball-reference.com/req/202106291/images/headshots/gaffoda01.jpg,0,0,0,8,2019
0,Kevin Garnett,1995-96,19.0,['MIN' 'BOS' 'BRK' 'TOT'],NBA,SF,82.0,82.0,40.5,9.8,19.6,0.581,0.5,1.4,0.37,9.7,19.1,0.6,0.581,5.5,6.7,0.862,3.5,10.9,13.9,6.0,1.7,2.2,3.3,3.2,24.2,1,47.0,25.0,12.0,7.0,8.0,41.5,16.0,,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,15,1,1,5,1995
0,Tom Gugliotta,1992-93,23.0,['WSB' 'TOT' 'GSW' 'MIN' 'PHO' 'UTA' 'BOS' 'ATL'],NBA,PF,81.0,81.0,38.7,7.8,16.5,0.502,0.9,2.8,0.5,7.7,15.4,0.513,0.504,5.7,7.0,1.0,3.0,6.9,9.6,4.5,3.5,1.8,3.6,3.4,20.6,1,39.0,20.0,11.0,8.0,5.0,36.2,1.0,['NCSTATE'],https://www.basketball-reference.com/req/202106291/images/headshots/guglito01.jpg,1,0,0,6,1992
0,Kevin Grevey,1975-76,22.0,['WSB' 'MIL'],NBA,SF,81.0,62.0,34.9,6.7,14.7,0.453,0.6,1.8,0.395,6.4,14.2,0.477,0.474,3.3,3.9,0.897,1.5,2.2,3.6,4.0,0.9,0.3,2.0,2.5,17.2,0,43.0,10.0,10.0,4.0,3.0,28.4,,['KENTUCKY'],,0,1,0,18,1975
0,Eddie Griffin,2001-02,19.0,['HOU' 'MIN'],NBA,PF,77.0,66.0,26.0,3.5,9.1,0.4,1.2,3.7,0.333,2.7,6.3,0.426,0.451,0.9,1.2,0.8,1.8,4.6,6.5,1.1,0.7,2.1,1.0,1.8,8.8,0,27.0,18.0,5.0,3.0,8.0,26.2,,['SETONHALL'],,0,0,0,7,2001
0,Matt Geiger,1992-93,23.0,['MIA' 'CHH' 'PHI'],NBA,C,78.0,50.0,30.8,5.3,11.1,0.574,0.1,0.4,0.4,5.3,11.0,0.579,0.575,2.8,3.5,0.797,2.7,5.8,8.4,1.2,0.9,1.1,2.0,3.8,13.5,0,29.0,21.0,6.0,5.0,5.0,26.4,,['AUBURN' 'GATECH'],,0,0,0,15,1992
0,Andrew Gaze,1993-94,28.0,['WSB' 'SAS'],NBA,SG,19.0,0.0,10.0,1.1,2.4,0.471,0.6,1.1,0.5,0.6,1.3,0.444,0.588,0.3,0.3,1.0,0.1,0.9,1.0,0.7,0.3,0.1,0.4,1.3,3.1,0,6.0,2.0,2.0,2.0,1.0,5.3,,['SETONHALL'],,0,1,0,,
0,Harry Gallatin,1948-49,21.0,['NYK' 'DET'],BAA,,72.0,,37.4,4.7,12.5,0.444,,,,,,,,6.0,7.7,0.814,,,15.3,2.7,,,,3.7,15.0,0,34.0,33.0,8.0,,,,,['TRUMANST'],https://www.basketball-reference.com/req/202106291/images/headshots/gallaha01.jpg,7,0,0,8,1947
0,Bob Gantt,1946-47,24.0,['WSC'],BAA,,23.0,,,1.3,3.9,0.326,,,,,,,,0.6,1.2,0.464,,,,0.2,,,,2.0,3.1,0,8.0,,,,,,,,,0,0,0,,
0,Joe Graboski,1948-49,19.0,['CHS' 'INO' 'PHW' 'TOT' 'STL' 'CHP' 'SYR'],BAA,,73.0,,40.1,5.5,15.7,0.387,,,,,,,,5.1,7.4,0.783,,,10.4,2.6,,,,4.4,14.7,1,36.0,29.0,9.0,,,,,,,0,1,0,,
0,A.C. Green,1985-86,22.0,['LAL' 'PHO' 'TOT' 'DAL' 'MIA'],NBA,PF,83.0,82.0,35.4,5.7,11.3,0.539,0.5,1.5,0.348,5.6,10.9,0.55,0.548,4.1,5.6,0.786,3.7,5.9,9.3,1.7,1.1,1.0,1.5,2.8,14.7,1,35.0,20.0,8.0,6.0,5.0,34.8,,['OREGONST'],https://www.basketball-reference.com/req/202106291/images/headshots/greenac01.jpg,1,3,0,23,1985
0,Alex Garcia,2003-04,23.0,['SAS' 'NOH'],NBA,SG,8.0,3.0,18.3,2.3,6.5,0.346,0.6,2.3,0.278,1.6,4.3,0.382,0.394,0.5,1.0,0.75,0.9,1.0,1.9,2.3,1.0,0.1,1.0,1.9,5.5,0,11.0,4.0,4.0,2.0,1.0,6.8,,,,0,0,0,,
0,JaMychal Green,2014-15,24.0,['TOT' 'SAS' 'MEM' 'LAC' 'DEN' 'GSW'],NBA,PF,78.0,75.0,28.0,4.1,8.9,0.575,1.5,3.8,0.413,3.3,6.6,0.8,0.623,1.7,2.2,0.871,2.7,5.8,8.4,1.4,0.8,0.6,1.6,3.2,10.3,1,29.0,18.0,7.0,5.0,4.0,28.0,,['ALABAMA'],https://www.basketball-reference.com/req/202106291/images/headshots/greenja01.jpg,0,0,0,,
0,Daniel Gibson,2006-07,20.0,['CLE'],NBA,PG,75.0,26.0,30.4,3.9,9.9,0.466,2.0,4.6,0.477,2.2,5.5,0.454,0.599,2.0,2.4,0.822,0.5,2.6,2.9,3.0,0.8,0.5,1.3,2.8,11.6,0,29.0,8.0,9.0,4.0,3.0,25.5,,['TEXAS'],https://www.basketball-reference.com/req/202106291/images/headshots/gibsoda01.jpg,0,0,0,12,2006
0,Stephen Graham,2005-06,23.0,['TOT' 'HOU' 'CHI' 'CLE' 'POR' 'IND' 'CHA' 'NJN'],NBA,SG,70.0,28.0,16.3,2.0,4.9,0.586,0.4,1.3,0.5,1.7,3.7,0.614,0.647,1.0,1.2,1.0,0.4,1.8,2.1,0.7,0.3,0.2,0.9,1.8,5.4,1,19.0,9.0,5.0,3.0,2.0,15.3,,['CFLORIDA' 'OKSTATE'],https://www.basketball-reference.com/req/202106291/images/headshots/grahast01.jpg,0,0,0,,
0,Grant Gondrezick,1986-87,24.0,['PHO' 'LAC'],NBA,SG,64.0,1.0,13.1,2.1,4.7,0.45,0.1,0.4,0.273,2.0,4.4,0.463,0.457,1.2,1.7,0.701,0.7,1.0,1.7,1.3,0.5,0.1,0.9,1.4,5.5,0,17.0,8.0,6.0,2.0,1.0,14.4,,['PEPPERDINE'],,0,0,0,7,1986
0,Walt Gilmore,1970-71,23.0,['POR'],NBA,PF,27.0,,9.7,0.9,2.0,0.426,,,,,,,,0.4,1.0,0.462,,,2.7,0.4,,,,1.8,2.1,0,11.0,9.0,2.0,,,,,,,0,0,0,8,1970
0,Don Grate,1949-50,26.0,['SHE'],NBA,,2.0,,,0.5,3.0,0.167,,,,,,,,1.0,1.0,1.0,,,,1.5,,,,1.5,2.0,0,4.0,,2.0,,,,,,,0,0,0,,
0,Sundiata Gaines,2009-10,23.0,['UTA' 'TOT' 'MIN' 'TOR' 'NJN'],NBA,PG,57.0,12.0,15.0,2.5,5.8,0.463,0.5,2.5,0.341,2.0,3.3,0.6,0.506,1.1,2.0,0.615,1.0,1.4,2.4,2.5,1.0,0.2,1.3,1.7,5.8,1,18.0,7.0,8.0,4.0,1.0,18.8,,['GEORGIA'],https://www.basketball-reference.com/req/202106291/images/headshots/gainesu01.jpg,0,0,0,,
0,Jeff Grayer,1988-89,23.0,['MIL' 'GSW' 'PHI' 'SAC' 'TOT' 'CHH'],NBA,SG,82.0,40.0,23.4,3.8,8.4,0.571,0.5,3.0,0.667,3.5,7.8,0.538,0.714,1.9,2.8,0.85,1.6,1.9,3.3,2.0,0.9,0.3,2.0,2.5,9.0,1,27.0,13.0,6.0,5.0,3.0,22.5,,['IOWAST'],,0,0,0,13,1988
0,Taylor Griffin,2009-10,23.0,['PHO'],NBA,SF,8.0,0.0,4.0,0.5,1.3,0.4,0.0,0.3,0.0,0.5,1.0,0.5,0.4,0.3,0.5,0.5,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.5,1.3,0,4.0,1.0,1.0,,1.0,2.9,,['OKLAHOMA'],,0,0,0,18,2009
0,Greg Grant,1989-90,23.0,['PHO' 'NYK' 'TOT' 'CHH' 'PHI' 'DEN' 'WSB'],NBA,PG,72.0,3.0,25.5,1.8,4.4,0.456,0.4,1.6,0.389,1.7,3.6,0.5,0.472,0.6,0.9,0.864,0.3,1.6,1.9,5.5,1.1,0.2,1.4,2.5,4.1,1,15.0,7.0,14.0,6.0,1.0,16.2,,['TRENTONST'],,0,0,0,25,1989
0,Freddie Gillespie,2020-21,23.0,['TOR' 'ORL'],NBA,PF,20.0,2.0,19.6,2.2,4.2,0.524,0.0,0.1,0.0,2.2,4.2,0.524,0.524,1.2,1.7,0.697,2.1,2.8,4.9,0.6,0.7,1.0,0.6,2.2,5.6,0,11.0,10.0,2.0,3.0,5.0,13.1,,['BAYLOR'],https://www.basketball-reference.com/req/202106291/images/headshots/gillefr01.jpg,0,0,0,,
