,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists",College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year,3P,3PA,3P%,2P,2PA,2P%,eFG%,ORB,DRB,STL,BLK,TOV,"Career high, Steals","Career high, Blocks","Career high, Game Score",Triple-Doubles
0,Justin Patton,2017-18,20.0,['MIN' 'PHI' 'OKC' 'HOU'],NBA,C,13.0,6.0,19.0,2.2,5.4,0.5,0.3,0.7,0.75,3.8,1.1,2.6,5.4,0,13.0,6.0,4.0,['CREIGHTON'],https://www.basketball-reference.com/req/202106291/images/headshots/pattoju01.jpg,0,0,0,16,2017,0.7,2.6,0.265,1.5,2.8,0.556,0.5,1.1,2.7,1.0,1.1,0.4,4.0,3.0,16.0,
0,Stan Pietkiewicz,1978-79,22.0,['SDC' 'TOT' 'DAL'],NBA,SG,50.0,,12.0,1.8,3.7,0.508,0.7,0.9,1.0,1.5,2.1,1.3,4.6,1,20.0,6.0,8.0,['AUBURN'],,0,0,0,2,1978,0.5,1.3,0.396,1.6,2.9,0.573,0.534,0.5,1.5,0.5,0.1,1.0,2.0,1.0,18.0,
0,Tony Parker,2001-02,19.0,['SAS' 'CHO'],NBA,PG,82.0,82.0,34.4,8.9,17.5,0.548,4.2,5.0,0.845,3.7,7.7,2.2,22.0,0,55.0,12.0,17.0,,https://www.basketball-reference.com/req/202106291/images/headshots/parketo01.jpg,6,4,0,28,2001,1.0,3.0,0.427,8.6,16.6,0.556,0.553,0.6,3.1,1.2,0.2,3.1,6.0,2.0,43.3,1.0
0,Yves Pons,2021-22,22.0,['MEM'],NBA,SF,12.0,0.0,5.9,0.4,1.3,0.313,0.0,0.2,0.0,1.0,0.1,0.5,1.1,0,6.0,2.0,1.0,['TENNESSEE'],https://www.basketball-reference.com/req/202106291/images/headshots/ponsyv01.jpg,0,0,0,,,0.3,0.8,0.333,0.2,0.6,0.286,0.406,0.4,0.6,0.1,0.3,0.1,1.0,3.0,4.1,
0,Desmond Penigar,2003-04,22.0,['ORL'],NBA,PF,10.0,0.0,8.9,1.4,2.8,0.5,0.4,0.4,1.0,2.4,0.3,1.4,3.2,0,6.0,8.0,2.0,['UTAHST'],,0,0,0,,,0.0,0.0,,1.4,2.8,0.5,0.5,0.6,1.8,0.2,0.2,0.6,1.0,1.0,4.9,
0,Kenny Payne,1989-90,23.0,['PHI'],NBA,SF,49.0,6.0,11.8,2.9,6.9,0.448,0.6,0.6,1.0,1.8,1.4,1.2,6.5,0,24.0,7.0,5.0,['LOUISVILLE'],,0,0,0,19,1989,0.3,1.4,0.417,2.6,5.5,0.472,0.466,0.4,1.5,0.4,0.2,0.6,3.0,2.0,13.6,
0,Kasib Powell,2007-08,26.0,['MIA'],NBA,SF,11.0,4.0,27.6,3.2,8.6,0.368,0.5,0.8,0.667,4.0,1.6,1.6,7.6,0,18.0,10.0,3.0,['TXTECH'],,0,0,0,,,0.7,3.0,0.242,2.5,5.6,0.435,0.411,0.7,3.3,0.8,0.2,0.5,4.0,1.0,12.9,
0,Alex Poythress,2016-17,23.0,['PHI' 'IND' 'ATL'],NBA,PF,25.0,1.0,26.2,4.2,9.0,0.494,1.3,1.7,0.8,4.8,0.8,2.3,10.7,0,18.0,8.0,4.0,['KENTUCKY'],https://www.basketball-reference.com/req/202106291/images/headshots/poythal01.jpg,0,0,0,,,1.0,3.2,0.391,3.2,5.8,0.543,0.549,1.8,3.0,0.5,0.5,0.6,1.0,2.0,16.0,
0,Tayshaun Prince,2002-03,22.0,['DET' 'TOT' 'MEM' 'BOS' 'MIN'],NBA,SF,82.0,82.0,37.3,6.1,12.8,0.559,2.7,3.3,0.833,5.8,3.3,2.0,14.7,1,34.0,16.0,12.0,['KENTUCKY'],https://www.basketball-reference.com/req/202106291/images/headshots/princta01.jpg,0,1,0,23,2002,1.0,2.6,0.625,5.6,11.6,0.549,0.602,1.8,4.2,0.8,0.9,1.6,3.0,4.0,30.3,
0,Adreian Payne,2014-15,23.0,['TOT' 'ATL' 'MIN' 'ORL'],NBA,PF,52.0,22.0,24.8,3.1,7.3,0.7,1.0,1.5,0.833,5.4,1.0,2.9,7.2,1,16.0,15.0,4.0,['MICHIGANST'],https://www.basketball-reference.com/req/202106291/images/headshots/paynead01.jpg,0,0,0,15,2014,0.4,0.8,0.667,3.0,7.1,0.714,0.8,1.6,3.8,0.6,0.4,1.5,3.0,3.0,16.0,
0,Shamorie Ponds,2019-20,21.0,['TOR'],NBA,PG,4.0,0.0,2.8,0.8,1.3,0.6,0.5,0.5,1.0,0.3,0.5,0.5,2.3,0,5.0,1.0,2.0,['STJOHNS'],https://www.basketball-reference.com/req/202106291/images/headshots/pondssh01.jpg,0,0,0,,,0.3,0.5,0.5,0.5,0.8,0.667,0.7,0.0,0.3,0.0,0.3,0.0,,1.0,4.7,
0,Scot Pollard,1997-98,22.0,['DET' 'SAC' 'IND' 'CLE' 'BOS'],NBA,C,80.0,32.0,23.5,2.5,5.1,0.55,1.7,2.2,0.826,7.1,0.7,2.8,6.5,0,23.0,18.0,4.0,['KANSAS'],,0,1,0,19,1997,0.0,0.0,0.0,2.5,5.1,0.55,0.55,2.4,4.7,0.9,1.3,0.9,5.0,7.0,24.9,
0,Alec Peters,2017-18,22.0,['PHO'],NBA,PF,20.0,0.0,11.3,1.4,3.7,0.378,0.4,0.5,0.8,1.9,0.6,0.7,4.1,0,36.0,9.0,3.0,['VALPO'],https://www.basketball-reference.com/req/202106291/images/headshots/peteral01.jpg,0,0,0,24,2017,0.9,2.9,0.31,0.5,0.8,0.625,0.5,0.4,1.5,0.1,0.1,0.2,1.0,1.0,30.9,
0,Bobby Phills,1991-92,22.0,['CLE' 'CHH'],NBA,SG,80.0,79.0,36.6,5.4,12.0,0.471,2.7,3.9,0.779,4.0,3.8,2.9,14.6,0,43.0,12.0,12.0,['SOUTHERNU'],,0,0,0,18,1991,1.6,4.0,0.441,4.4,9.5,0.5,0.524,1.1,3.1,1.6,0.6,2.1,7.0,3.0,35.5,1.0
0,George Pastushok,1946-47,24.0,['PRO'],BAA,,39.0,,,1.2,4.7,0.262,0.6,1.2,0.543,,0.4,1.1,3.1,0,16.0,,,,,0,0,0,,,,,,,,,,,,,,,,,,
0,Jerry Pender,1973-74,23.0,['SDA'],ABA,SG,11.0,,6.2,0.7,2.7,0.267,0.9,1.2,0.769,0.5,0.4,1.0,2.5,0,8.0,1.0,1.0,['FRESNOST'],,0,0,0,15,1972,0.1,0.3,0.333,0.6,2.5,0.259,0.283,0.3,0.2,0.5,0.0,0.8,,,,
0,Worthy Patterson,1957-58,26.0,['STL'],NBA,,4.0,,3.3,0.8,2.0,0.375,0.3,0.5,0.5,0.5,0.5,0.8,1.8,0,5.0,2.0,,['UCONN'],,0,0,0,,,,,,,,,,,,,,,,,,
0,Jordan Poole,2019-20,20.0,['GSW'],NBA,SG,82.0,51.0,30.0,6.7,15.6,0.448,4.4,5.1,0.925,3.4,4.5,2.7,20.4,0,43.0,9.0,12.0,['MICHIGAN'],https://www.basketball-reference.com/req/202106291/images/headshots/poolejo01.jpg,0,1,0,28,2019,2.8,7.8,0.364,4.1,7.8,0.55,0.548,0.4,3.0,0.8,0.3,3.1,4.0,2.0,32.1,
0,Jim Phelan,1951-52,22.0,['PHW'],Did Not Play (military service—U.S. Marines),Did Not Play (military service—U.S. Marines),4.0,,8.3,0.0,1.5,0.0,0.8,1.5,0.5,1.3,0.5,2.3,0.8,0,2.0,5.0,2.0,['LASALLE'],,0,0,0,8,1951,,,,,,,,,,,,,,,,
0,Jason Preston,2022-23,23.0,['LAC'],NBA,PG,14.0,0.0,8.9,1.3,2.9,0.439,0.0,0.1,0.0,1.6,1.9,0.5,2.9,0,12.0,4.0,8.0,['OHIO'],https://www.basketball-reference.com/req/202106291/images/headshots/prestja01.jpg,0,0,0,3,2021,0.4,1.3,0.278,0.9,1.6,0.565,0.5,0.1,1.4,0.1,0.0,0.7,1.0,,9.1,
0,Curtis Perry,1970-71,22.0,['SDR' 'TOT' 'HOU' 'MIL' 'PHO'],NBA,C,81.0,,34.0,5.5,11.6,0.497,2.5,3.4,0.789,11.9,2.6,4.3,13.4,1,27.0,25.0,8.0,,,0,0,0,1,1970,,,,,,,,4.4,7.5,1.4,1.2,1.4,6.0,5.0,14.5,
0,Jamorko Pickett,2021-22,24.0,['DET'],NBA,PF,13.0,0.0,13.5,1.4,3.8,0.36,0.1,0.2,0.5,2.5,0.5,0.9,3.8,0,13.0,8.0,4.0,['GEORGETOWN'],https://www.basketball-reference.com/req/202106291/images/headshots/pickeja01.jpg,0,0,0,,,1.0,3.0,0.333,0.4,0.8,0.455,0.49,0.5,2.0,0.0,0.5,0.4,,3.0,13.2,
0,Will Perdue,1988-89,23.0,['CHI' 'SAS' 'POR'],NBA,C,80.0,78.0,29.5,3.6,6.3,0.667,1.5,2.6,0.719,9.8,1.2,2.8,8.7,0,21.0,23.0,5.0,['VANDY'],,0,4,0,11,1988,0.0,0.1,0.5,3.6,6.3,0.667,0.667,3.9,6.0,0.5,1.6,1.5,3.0,9.0,24.1,
0,John Paxson,1983-84,23.0,['SAS' 'CHI'],NBA,PG,82.0,82.0,32.8,4.7,9.7,0.548,1.3,1.6,0.861,1.7,5.7,2.5,11.3,0,28.0,6.0,14.0,['NOTREDAME'],https://www.basketball-reference.com/req/202106291/images/headshots/paxsojo01.jpg,0,3,0,19,1983,0.6,1.7,0.463,4.1,8.0,0.571,0.585,0.3,1.4,1.0,0.1,1.3,5.0,3.0,23.9,
0,Jakob Poeltl,2016-17,21.0,['TOR' 'SAS' 'TOT'],NBA,C,82.0,71.0,29.0,6.0,9.8,0.659,1.7,2.8,0.605,9.3,3.1,3.1,13.5,1,31.0,18.0,9.0,['UTAH'],https://www.basketball-reference.com/req/202106291/images/headshots/poeltja01.jpg,0,0,0,9,2016,0.0,0.0,1.0,6.0,9.7,0.66,0.66,3.9,5.9,1.2,1.8,2.1,3.0,6.0,31.4,
0,Paul Pierce,1998-99,21.0,['BOS' 'BRK' 'WAS' 'LAC'],NBA,SF,82.0,82.0,40.3,8.7,20.2,0.497,7.9,10.3,0.86,7.3,5.1,3.2,26.8,0,50.0,19.0,14.0,['KANSAS'],https://www.basketball-reference.com/req/202106291/images/headshots/piercpa01.jpg,10,1,0,10,1998,2.6,6.3,0.414,7.3,15.2,0.547,0.551,2.4,6.0,2.1,1.0,3.8,9.0,5.0,41.8,9.0
0,Eric Paschall,2019-20,23.0,['GSW' 'UTA'],NBA,PF,60.0,26.0,27.6,5.3,10.7,0.497,2.7,3.5,0.774,4.6,2.1,2.1,14.0,0,34.0,13.0,8.0,['FORDHAM' 'VILLANOVA'],https://www.basketball-reference.com/req/202106291/images/headshots/pascher01.jpg,0,0,0,11,2019,0.7,2.2,0.37,4.7,8.5,0.583,0.57,1.4,3.2,0.5,0.2,1.6,5.0,2.0,29.1,
0,Jack Parkinson,1949-50,25.0,['INO'],NBA,,4.0,,,0.3,3.0,0.083,0.3,0.3,1.0,,0.5,0.8,0.8,0,3.0,,,['KENTUCKY'],,0,0,0,,1948,,,,,,,,,,,,,,,,
0,Kristaps Porziņģis,2015-16,20.0,['NYK' 'DAL' 'TOT' 'WAS'],NBA,PF,72.0,72.0,32.8,8.1,18.5,0.498,5.9,6.8,0.871,9.5,2.9,3.7,23.2,1,43.0,19.0,7.0,,https://www.basketball-reference.com/req/202106291/images/headshots/porzikr01.jpg,1,0,0,4,2015,2.5,7.1,0.395,6.3,13.8,0.559,0.565,2.2,7.7,0.9,2.4,2.1,5.0,7.0,39.2,
0,Taurean Prince,2016-17,22.0,['ATL' 'BRK' 'TOT' 'CLE' 'MIN'],NBA,SF,82.0,82.0,30.0,5.1,11.9,0.467,2.0,2.3,0.889,6.0,2.6,2.6,14.1,1,38.0,14.0,8.0,['BAYLOR'],https://www.basketball-reference.com/req/202106291/images/headshots/princta02.jpg,0,0,0,12,2016,2.3,6.7,0.415,2.9,6.3,0.565,0.565,0.8,5.2,1.0,0.7,2.3,4.0,4.0,34.7,
0,Steve Previs,1972-73,22.0,['CAR'],ABA,PG,30.0,,4.9,0.8,2.0,0.383,0.3,0.5,0.533,0.5,0.8,0.9,1.8,0,9.0,4.0,5.0,['UNC'],,0,0,0,14,1972,0.0,0.3,0.125,0.7,1.7,0.423,0.392,0.2,0.3,,,0.4,,,,
0,Myles Powell,2021-22,24.0,['PHI'],NBA,PG,11.0,0.0,4.7,0.5,1.5,0.294,0.2,0.2,1.0,0.5,0.3,0.7,1.2,0,6.0,4.0,2.0,['SETONHALL'],https://www.basketball-reference.com/req/202106291/images/headshots/powelmy01.jpg,0,0,0,,,0.1,0.5,0.167,0.4,1.0,0.364,0.324,0.1,0.5,0.1,0.0,0.3,1.0,,1.9,
0,Elfrid Payton,2014-15,20.0,['ORL' 'TOT' 'PHO' 'NOP' 'NYK'],NBA,PG,82.0,69.0,30.4,5.4,11.1,0.52,1.9,2.8,0.743,5.3,7.6,2.6,13.0,1,30.0,15.0,16.0,['ULALA'],https://www.basketball-reference.com/req/202106291/images/headshots/paytoel01.jpg,0,0,0,10,2014,0.8,2.5,0.373,4.8,9.7,0.545,0.547,1.3,4.4,1.7,0.5,2.8,7.0,3.0,34.2,17.0
0,Robert Pack,1991-92,22.0,['POR' 'DEN' 'WSB' 'TOT' 'NJN' 'DAL' 'MIN' 'NOH'],NBA,PG,77.0,42.0,35.0,6.1,14.3,0.47,5.0,5.9,0.849,4.3,9.6,2.8,18.1,1,35.0,10.0,22.0,['USC'],,0,0,0,,,0.8,3.2,0.5,5.3,11.8,0.475,0.471,0.9,3.3,2.0,0.2,4.4,6.0,3.0,30.4,2.0
0,John Postley,1967-68,27.0,['PTP'],ABA,,1.0,,6.0,1.0,3.0,0.333,0.0,0.0,,6.0,1.0,1.0,2.0,0,2.0,6.0,,,,0,0,0,,,0.0,0.0,,1.0,3.0,0.333,0.333,,,,,1.0,,,,
0,Ed Pinckney,1985-86,22.0,['PHO' 'SAC' 'TOT' 'BOS' 'MIL' 'TOR' 'PHI' 'MIA'],NBA,SF,81.0,65.0,28.1,4.4,8.7,0.584,3.6,4.4,0.923,7.3,1.5,2.7,12.3,1,27.0,22.0,8.0,['VILLANOVA'],,0,0,0,10,1985,0.0,0.1,0.0,4.4,8.6,0.586,0.584,3.1,5.0,1.2,1.0,1.9,7.0,5.0,28.7,
0,Jim Petersen,1984-85,22.0,['HOU' 'SAC' 'GSW'],NBA,PF,82.0,56.0,29.3,4.7,9.2,0.511,1.9,2.5,0.758,6.8,1.5,3.6,11.3,0,28.0,16.0,6.0,['MINNESOTA'],,0,0,0,4,1984,0.0,0.1,0.25,4.7,9.2,0.515,0.511,2.2,4.6,0.7,1.2,2.2,4.0,6.0,24.9,
0,David Pope,1984-85,22.0,['KCK' 'SEA'],NBA,SF,22.0,0.0,6.7,0.8,2.4,0.45,0.3,0.6,0.538,1.0,0.4,1.4,1.9,0,16.0,8.0,4.0,['NORFOLKST'],,0,0,0,15,1984,0.1,0.1,1.0,0.8,2.4,0.421,0.475,0.5,0.5,0.2,0.1,0.3,2.0,1.0,18.3,
0,Jaysean Paige,2021-22,27.0,['DET'],NBA,PG,1.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0,,1.0,1.0,['WVIRGINIA'],,0,0,0,,,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,-2.9,
0,Vincent Poirier,2019-20,26.0,['BOS' 'PHI'],NBA,C,22.0,0.0,5.9,0.8,1.6,0.472,0.3,0.6,0.857,2.0,0.4,1.1,1.9,0,5.0,9.0,3.0,,https://www.basketball-reference.com/req/202106291/images/headshots/poirivi01.jpg,0,0,0,,,0.0,0.1,0.5,0.7,1.5,0.471,0.486,0.6,1.4,0.1,0.4,0.4,1.0,3.0,6.3,
0,Smush Parker,2002-03,21.0,['CLE' 'TOT' 'DET' 'PHO' 'LAL' 'MIA' 'LAC'],NBA,PG,82.0,82.0,33.8,4.2,9.6,0.467,1.5,2.2,0.831,3.3,3.7,2.6,11.5,1,26.0,12.0,10.0,['FORDHAM'],https://www.basketball-reference.com/req/202106291/images/headshots/parkesm01.jpg,0,0,0,,,1.5,4.0,0.366,2.8,5.9,0.545,0.524,0.5,2.9,1.7,0.3,2.0,7.0,2.0,24.1,
0,Mickaël Piétrus,2003-04,21.0,['GSW' 'ORL' 'TOT' 'PHO' 'BOS' 'TOR'],NBA,PG,75.0,38.0,26.9,4.0,8.1,0.488,2.1,3.0,0.709,4.5,1.2,3.1,11.1,1,28.0,14.0,6.0,,https://www.basketball-reference.com/req/202106291/images/headshots/pietrmi01.jpg,0,0,0,11,2003,1.8,4.6,0.391,2.7,4.8,0.558,0.567,1.1,3.4,1.0,0.8,1.5,4.0,5.0,29.0,
0,Charles Pittman,1982-83,24.0,['PHO'],NBA,PF,69.0,17.0,16.4,1.8,3.3,0.603,1.6,2.1,0.747,3.6,1.0,2.1,5.1,0,22.0,14.0,6.0,['MARYLAND'],,0,0,0,15,1982,0.0,0.0,0.0,1.8,3.3,0.609,0.603,1.4,2.1,0.5,0.3,1.6,4.0,4.0,21.0,
0,Leon Powe,2006-07,23.0,['BOS' 'CLE' 'TOT' 'MEM'],NBA,C,70.0,7.0,17.5,2.8,4.8,0.572,2.6,3.8,0.736,4.9,0.7,2.7,7.9,1,30.0,13.0,3.0,['CALIFORNIA'],https://www.basketball-reference.com/req/202106291/images/headshots/powele01.jpg,0,1,0,19,2006,0.0,0.1,0.0,2.8,4.8,0.575,0.572,2.1,2.9,0.5,0.5,1.1,4.0,5.0,33.3,
0,Dexter Pittman,2010-11,22.0,['MIA' 'TOT' 'MEM' 'ATL'],NBA,C,35.0,6.0,8.6,1.3,2.7,0.6,0.5,1.0,0.643,2.0,0.3,2.1,3.0,1,16.0,7.0,3.0,['TEXAS'],https://www.basketball-reference.com/req/202106291/images/headshots/pittmde01.jpg,0,1,0,2,2010,0.0,0.0,,1.3,2.7,0.6,0.6,1.5,1.3,0.2,0.2,1.0,2.0,2.0,9.9,
0,Rodney Purvis,2017-18,23.0,['ORL'],NBA,SG,16.0,2.0,18.1,2.2,6.7,0.327,0.8,0.9,0.867,1.7,1.1,1.6,6.0,0,19.0,5.0,3.0,['NCSTATE' 'UCONN'],https://www.basketball-reference.com/req/202106291/images/headshots/purviro01.jpg,0,0,0,,,0.8,3.3,0.25,1.4,3.4,0.4,0.388,0.1,1.6,0.2,0.2,0.6,1.0,1.0,13.7,
0,Sonny Parker,1976-77,21.0,['GSW'],NBA,SF,82.0,0.0,36.6,6.5,12.9,0.527,2.9,3.7,0.788,5.7,3.7,2.4,15.2,0,36.0,12.0,9.0,['TEXASAM'],,0,0,0,17,1976,0.0,0.0,0.0,6.5,12.9,0.527,0.527,2.1,3.6,2.1,0.4,2.4,6.0,3.0,32.3,
0,Kevin Porter Jr.,2019-20,19.0,['CLE' 'HOU'],NBA,SF,61.0,61.0,34.3,6.6,15.0,0.442,3.5,4.5,0.784,5.3,6.3,2.7,19.2,0,50.0,12.0,14.0,['USC'],https://www.basketball-reference.com/req/202106291/images/headshots/porteke02.jpg,0,0,0,30,2019,2.5,6.8,0.375,4.2,8.5,0.515,0.522,1.3,4.0,1.4,0.4,3.5,4.0,3.0,40.3,2.0
0,Scott Padgett,1999-00,23.0,['UTA' 'HOU' 'NJN' 'TOT' 'MEM'],NBA,PF,82.0,9.0,17.3,2.5,5.3,0.476,1.0,1.4,0.794,3.8,1.1,1.9,6.7,1,22.0,15.0,5.0,['KENTUCKY'],,0,0,0,28,1999,0.8,2.0,0.556,1.9,3.8,0.493,0.538,1.5,2.3,0.6,0.3,0.9,4.0,2.0,19.2,
0,Morris Peterson,2000-01,23.0,['TOR' 'NOH' 'OKC'],NBA,SG,82.0,80.0,38.3,5.8,13.4,0.438,2.9,3.6,0.832,4.6,2.4,2.8,16.8,0,38.0,14.0,8.0,['MICHIGANST'],https://www.basketball-reference.com/req/202106291/images/headshots/petermo01.jpg,0,0,0,21,2000,2.2,5.5,0.395,4.0,8.9,0.523,0.532,1.4,3.9,1.3,0.4,1.6,8.0,3.0,34.0,
0,Ronnie Price,2005-06,22.0,['SAC' 'UTA' 'PHO' 'POR' 'ORL' 'LAL'],NBA,PG,62.0,20.0,22.8,1.9,5.2,0.431,0.8,1.0,1.0,1.6,3.8,2.7,5.3,0,20.0,7.0,12.0,['NICHOLLS' 'UTVALLEYST'],https://www.basketball-reference.com/req/202106291/images/headshots/pricero01.jpg,0,0,0,,,1.1,3.2,0.347,1.3,3.0,0.484,0.497,0.5,1.2,1.6,0.2,1.3,5.0,2.0,18.8,
0,Jim Price,1972-73,23.0,['LAL' 'TOT' 'MIL' 'BUF' 'DEN' 'DET'],NBA,PG,83.0,,37.7,8.3,18.6,0.512,4.6,5.0,0.911,4.8,7.0,4.0,21.2,1,43.0,11.0,13.0,['LOUISVILLE'],,1,0,0,3,1972,,,,,,,,1.9,3.1,2.3,0.5,2.2,6.0,2.0,21.2,2.0
0,Dwight Powell,2014-15,23.0,['TOT' 'BOS' 'DAL'],NBA,PF,82.0,71.0,26.5,3.8,6.3,0.8,2.5,3.3,0.783,5.7,1.5,2.8,10.6,1,26.0,16.0,8.0,['STANFORD'],https://www.basketball-reference.com/req/202106291/images/headshots/poweldw01.jpg,0,0,0,15,2014,0.5,1.6,0.351,3.4,4.8,0.8,0.8,2.1,3.9,0.9,0.6,0.9,5.0,4.0,29.7,
0,Sam Pellom,1979-80,28.0,['ATL' 'TOT' 'MIL'],NBA,PF,77.0,4.0,19.1,2.4,4.9,0.489,1.1,1.5,0.772,4.6,0.6,3.0,5.9,1,20.0,14.0,9.0,['SUNYBUFF'],,0,0,0,,,0.0,0.0,0.0,2.4,4.9,0.491,0.489,1.6,3.0,0.6,1.2,1.3,3.0,6.0,17.3,
0,Roger Phegley,1978-79,22.0,['WSB' 'TOT' 'NJN' 'CLE' 'SAS' 'DAL'],NBA,SG,82.0,9.0,27.7,5.8,11.8,0.5,2.7,3.3,1.0,3.0,2.2,3.2,14.4,1,35.0,10.0,7.0,['BRADLEY'],,0,0,0,14,1978,0.3,0.5,1.0,5.7,11.4,0.498,0.625,1.1,1.9,0.8,0.2,2.0,3.0,2.0,22.3,
0,Rich Parks,1967-68,24.0,['PTP'],ABA,SF,40.0,,9.4,1.5,3.3,0.444,0.3,0.5,0.571,2.9,0.4,1.7,3.3,0,18.0,10.0,1.0,['STLOUIS'],,0,1,0,7,1966,0.0,0.1,0.333,1.5,3.3,0.446,0.447,,,,,0.5,,,,
0,Tom Piotrowski,1983-84,23.0,['POR'],NBA,C,18.0,0.0,4.3,0.7,1.4,0.462,0.3,0.3,1.0,0.9,0.3,1.2,1.7,0,10.0,5.0,2.0,['LASALLE'],,0,0,0,15,1983,0.0,0.0,,0.7,1.4,0.462,0.462,0.3,0.6,0.1,0.2,0.3,1.0,1.0,5.4,
0,Tony Price,1980-81,24.0,['SDC'],NBA,SG,5.0,,5.8,0.4,1.4,0.286,0.0,0.0,,0.0,0.6,0.6,0.8,0,2.0,,3.0,['UPENN'],,0,0,0,7,1979,0.0,0.0,,0.4,1.4,0.286,0.286,0.0,0.0,0.4,0.2,0.4,2.0,,3.4,
0,John Pritchard,1949-50,23.0,['WAT'],NBA,,7.0,,,1.3,4.1,0.31,0.6,1.6,0.364,,1.1,2.0,3.1,0,10.0,,2.0,['DRAKE'],,0,0,0,,1949,,,,,,,,,,,,,,,,
0,Togo Palazzi,1954-55,22.0,['BOS' 'TOT' 'SYR'],NBA,SG,71.0,,18.6,4.0,10.8,0.399,2.7,3.4,0.79,4.5,1.0,2.5,10.7,1,37.0,14.0,5.0,['HOLYCROSS'],,0,0,0,5,1954,,,,,,,,,,,,,,,,
0,Georgios Papagiannis,2016-17,19.0,['SAC' 'TOT' 'POR'],NBA,C,22.0,0.0,16.1,2.5,4.6,1.0,0.5,0.6,0.857,3.9,0.9,2.0,5.6,1,14.0,11.0,4.0,,https://www.basketball-reference.com/req/202106291/images/headshots/papagge01.jpg,0,0,0,13,2016,0.0,0.1,0.0,2.5,4.5,1.0,1.0,1.1,2.8,2.0,0.8,1.1,2.0,3.0,14.1,
0,Joshua Primo,2021-22,19.0,['SAS'],NBA,SF,50.0,16.0,23.3,2.3,6.5,0.374,1.8,2.3,0.778,3.3,4.5,2.0,7.0,0,15.0,7.0,7.0,['ALABAMA'],https://www.basketball-reference.com/req/202106291/images/headshots/primojo01.jpg,0,0,0,12,2021,0.8,3.0,0.307,1.5,3.5,0.444,0.452,0.6,2.8,0.4,0.5,2.8,3.0,4.0,13.3,
0,John Pilch,1951-52,26.0,['MNL'],NBA,,9.0,,4.6,0.1,1.1,0.1,0.3,0.7,0.5,1.0,0.2,1.1,0.6,0,2.0,,,['WYOMING'],,0,0,0,2,1950,,,,,,,,,,,,,,,,
0,Jannero Pargo,2002-03,23.0,['LAL' 'TOT' 'TOR' 'CHI' 'NOK' 'NOH' 'ATL' 'WAS' 'CHA' 'CHO'],NBA,PG,82.0,7.0,26.5,5.1,11.8,0.441,1.8,2.1,1.0,2.2,3.6,2.9,13.5,1,34.0,12.0,9.0,['ARKANSAS'],https://www.basketball-reference.com/req/202106291/images/headshots/pargoja01.jpg,0,0,0,,,1.6,4.2,0.5,3.5,7.8,0.483,0.557,0.6,2.0,0.8,0.4,2.3,5.0,2.0,28.0,
0,Ron Perry,1967-68,24.0,['MNM' 'TOT' 'MMF' 'NYA' 'INA' 'CAR' 'NOB'],ABA,PG,74.0,,35.3,7.2,18.5,0.408,4.0,5.7,0.829,4.1,3.7,4.0,19.3,1,36.0,8.0,6.0,['VATECH'],,0,0,0,1,1967,1.2,3.4,0.386,6.2,16.0,0.43,0.457,1.4,2.7,,,3.2,,,,
0,Walter Palmer,1990-91,22.0,['UTA' 'DAL'],NBA,C,28.0,0.0,6.2,1.4,2.9,0.474,0.4,0.5,0.667,2.2,0.3,1.5,3.0,0,18.0,11.0,2.0,['DARTMOUTH'],,0,0,0,6,1990,0.0,0.0,0.0,1.4,2.9,0.474,0.474,0.6,1.6,0.1,0.3,0.5,2.0,2.0,17.8,
0,Zoran Planinić,2003-04,21.0,['NJN'],NBA,SG,56.0,8.0,12.0,1.8,4.0,0.448,1.1,1.5,0.697,1.6,1.4,1.8,5.0,0,16.0,9.0,7.0,,,0,0,0,22,2003,0.3,1.0,0.375,1.5,3.1,0.47,0.491,0.4,1.2,0.6,0.1,1.0,3.0,2.0,14.7,
0,Chris Paul,2005-06,20.0,['NOK' 'NOH' 'LAC' 'HOU' 'OKC' 'PHO'],NBA,PG,82.0,82.0,38.5,8.1,16.1,0.503,5.8,6.7,0.934,5.5,11.6,2.8,22.8,0,43.0,13.0,21.0,['WAKE'],https://www.basketball-reference.com/req/202106291/images/headshots/paulch01.jpg,12,0,1,4,2005,2.5,6.5,0.411,7.3,13.8,0.559,0.557,0.9,4.8,2.8,0.4,3.0,9.0,3.0,47.5,18.0
0,Tom Payne,1971-72,21.0,['ATL'],NBA,C,29.0,,7.8,1.6,3.6,0.437,1.0,1.6,0.63,2.4,0.5,1.4,4.1,0,10.0,6.0,5.0,['KENTUCKY'],,0,0,0,,1971,,,,,,,,,,,,,,,,
0,Jack Parr,1958-59,22.0,['CIN'],NBA,C,66.0,,15.7,1.7,4.7,0.355,0.7,1.1,0.603,4.2,0.8,2.1,4.0,0,14.0,14.0,2.0,['KANSASST'],,0,0,0,2,1958,,,,,,,,,,,,,,,,
