,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists",College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year,STL,"Career high, Steals",Triple-Doubles,"Career high, Blocks","Career high, Game Score"
0,Aaron Williams,1993-94,22.0,['UTA' 'MIL' 'TOT' 'DEN' 'VAN' 'SEA' 'WAS' 'NJN' 'TOR' 'NOK' 'LAC'],NBA,PF,82.0,25.0,28.5,3.6,7.9,0.6,0.0,0.1,0.333,3.6,7.9,0.6,0.6,3.0,3.8,0.9,2.6,4.6,7.2,1.1,3.0,4.0,3.9,10.2,1,27.0,19.0,6.0,['XAVIER'],,0,0,0,,,0.7,4.0,,5.0,21.5
0,Bobby Washington,1969-70,22.0,['KEN' 'CLE'],ABA,PG,69.0,,17.5,2.6,6.6,0.398,0.0,0.0,,2.6,6.6,0.398,0.398,2.2,3.0,0.813,0.0,0.0,2.2,4.0,,0.5,2.2,7.4,0,26.0,9.0,20.0,['EKENTUCKY'],,0,0,0,,,,,,,
0,Scott Wedman,1974-75,22.0,['KCO' 'KCK' 'CLE' 'TOT' 'BOS'],NBA,SF,82.0,39.0,36.9,8.5,17.7,0.534,0.3,1.0,0.5,8.3,16.8,0.534,0.534,3.0,3.7,0.87,2.5,5.0,7.4,2.8,0.7,2.7,4.1,19.0,1,45.0,18.0,11.0,['COLORADO'],https://www.basketball-reference.com/req/202106291/images/headshots/wedmasc01.jpg,2,2,0,6,1974,1.4,6.0,,4.0,31.0
0,Howie Wright,1970-71,23.0,['KEN'],ABA,SG,52.0,,11.8,1.8,4.7,0.384,0.2,0.8,0.214,1.6,3.9,0.419,0.402,0.8,1.0,0.816,0.4,1.1,1.5,1.2,,1.1,1.7,4.6,0,18.0,5.0,5.0,,,0,0,0,17,1970,,,,,
0,Bobby Wanzer,1948-49,27.0,['ROC'],BAA,,72.0,,37.8,5.0,12.4,0.469,,,,,,,,5.7,6.8,0.904,,,5.4,4.0,,,3.0,15.7,0,30.0,11.0,9.0,,https://www.basketball-reference.com/req/202106291/images/headshots/wanzebo01.jpg,5,1,0,10,1948,,,,,
0,Mario West,2007-08,23.0,['ATL' 'NJN'],NBA,SG,64.0,3.0,19.3,1.5,3.5,0.571,0.2,0.7,1.0,1.3,2.8,0.6,0.571,0.5,0.8,0.654,0.5,1.5,1.8,1.7,0.1,0.3,2.2,3.7,0,13.0,7.0,4.0,['GATECH'],https://www.basketball-reference.com/req/202106291/images/headshots/westma02.jpg,0,0,0,,,1.2,5.0,,2.0,11.4
0,Kevin Willis,1984-85,22.0,['ATL' 'TOT' 'MIA' 'GSW' 'HOU' 'TOR' 'DEN' 'SAS' 'DAL'],NBA,PF,82.0,81.0,44.5,8.0,20.5,0.536,0.1,0.5,0.4,8.0,20.0,0.538,0.537,5.0,7.5,1.0,5.2,13.0,18.0,2.1,1.5,3.5,3.9,21.0,1,39.0,33.0,8.0,['MICHIGANST'],https://www.basketball-reference.com/req/202106291/images/headshots/willike02.jpg,1,1,0,11,1984,1.0,5.0,,6.0,40.7
0,Neal Walk,1969-70,21.0,['PHO' 'TOT' 'NOJ' 'NYK'],NBA,C,82.0,,38.4,8.4,18.0,0.491,,,,,,,,3.4,4.4,0.88,2.9,7.3,12.4,4.0,0.7,,4.0,20.2,1,42.0,26.0,9.0,['FLORIDA'],https://www.basketball-reference.com/req/202106291/images/headshots/walkne01.jpg,0,0,0,2,1969,0.9,4.0,,4.0,12.3
0,McKinley Wright IV,2021-22,23.0,['MIN' 'DAL'],NBA,PG,27.0,1.0,12.4,1.7,3.6,0.667,0.3,1.0,0.5,1.4,2.6,1.0,0.833,0.5,0.7,0.684,0.3,1.4,1.7,2.1,0.2,0.7,0.9,4.2,0,13.0,6.0,5.0,['COLORADO'],https://www.basketball-reference.com/req/202106291/images/headshots/wrighmc01.jpg,0,0,0,,,0.3,2.0,,1.0,12.2
0,Jeff Withey,2013-14,23.0,['NOP' 'UTA' 'DAL'],NBA,C,58.0,10.0,12.9,1.7,3.2,0.537,0.2,1.1,0.2,1.7,3.1,0.667,0.537,0.9,1.4,0.75,1.1,2.3,3.4,0.4,1.0,0.5,1.5,4.3,0,17.0,12.0,3.0,['KANSAS'],https://www.basketball-reference.com/req/202106291/images/headshots/witheje01.jpg,0,0,0,9,2013,0.4,3.0,,5.0,16.5
0,Christian Wood,2015-16,20.0,['PHI' 'CHO' 'TOT' 'MIL' 'NOP' 'DET' 'HOU' 'DAL'],NBA,PF,68.0,67.0,32.3,8.0,15.6,0.567,1.9,5.0,0.6,6.1,10.6,0.667,0.62,3.9,5.1,0.772,1.9,8.5,10.1,2.3,1.3,2.0,2.5,21.0,1,39.0,21.0,8.0,['UNLV'],https://www.basketball-reference.com/req/202106291/images/headshots/woodch01.jpg,0,0,0,,,0.9,4.0,,6.0,35.9
0,Justin Wright-Foreman,2019-20,22.0,['UTA'],NBA,PG,4.0,0.0,11.3,1.8,5.0,0.35,0.5,2.5,0.2,1.3,2.5,0.5,0.4,0.8,1.0,0.75,0.0,1.3,1.3,1.8,0.0,0.8,1.3,4.8,0,8.0,2.0,3.0,['HOFSTRA'],https://www.basketball-reference.com/req/202106291/images/headshots/wrighju02.jpg,0,0,0,23,2019,0.5,1.0,,,5.5
0,Brandan Wright,2007-08,20.0,['GSW' 'TOT' 'NJN' 'DAL' 'BOS' 'PHO' 'MEM' 'HOU'],NBA,PF,75.0,23.0,21.5,3.9,6.3,0.748,0.0,0.1,0.0,3.9,6.3,0.748,0.748,1.6,2.2,0.824,1.9,3.1,4.9,1.0,1.6,0.8,3.0,9.1,1,25.0,13.0,4.0,['UNC'],https://www.basketball-reference.com/req/202106291/images/headshots/wrighbr03.jpg,0,0,0,8,2007,0.8,4.0,,7.0,23.6
0,Isaiah Wilson,1971-72,23.0,['DET' 'MMT'],NBA,SG,48.0,,12.9,2.3,5.3,0.428,0.1,0.3,0.375,2.2,5.0,0.43,0.437,1.7,2.1,0.797,0.6,0.7,1.3,2.4,,1.4,1.5,6.3,0,29.0,8.0,12.0,,,0,0,0,12,1971,,,,,
0,Sam Watts,1970-71,22.0,['PTC'],ABA,SG,54.0,,12.0,2.0,5.3,0.38,0.3,0.8,0.341,1.8,4.6,0.386,0.404,0.9,1.2,0.731,0.8,1.0,1.8,0.8,,1.3,2.0,5.2,0,18.0,6.0,2.0,,,0,0,0,,,,,,,
0,David Wear,2014-15,24.0,['SAC'],NBA,PF,2.0,0.0,3.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0,,1.0,1.0,['UNC' 'UCLA'],https://www.basketball-reference.com/req/202106291/images/headshots/wearda01.jpg,0,0,0,,,0.0,,,,1.4
0,Travis Wear,2014-15,24.0,['NYK' 'LAL'],NBA,SF,51.0,1.0,13.4,1.6,4.2,0.402,1.0,2.8,0.367,1.4,3.5,0.408,0.465,0.5,0.5,1.0,0.6,2.2,2.2,0.8,0.3,0.7,1.8,4.4,0,21.0,8.0,3.0,['UNC' 'UCLA'],https://www.basketball-reference.com/req/202106291/images/headshots/weartr01.jpg,0,0,0,,,0.3,2.0,,3.0,13.1
0,Spud Webb,1985-86,22.0,['ATL' 'SAC' 'TOT' 'MIN' 'ORL'],NBA,PG,82.0,77.0,35.4,5.8,13.1,0.483,1.1,2.8,0.403,4.9,10.5,0.521,0.509,4.0,4.8,1.0,0.6,2.5,2.9,7.1,0.3,3.0,2.6,16.0,1,34.0,9.0,17.0,['MIDLANDCC' 'NCSTATE'],,0,0,0,17,1985,1.6,6.0,,2.0,36.2
0,Robert Williams,2018-19,21.0,['BOS'],NBA,C,61.0,61.0,29.6,4.4,6.0,0.747,0.0,0.0,0.0,4.4,6.0,0.751,0.747,1.1,1.5,0.722,3.9,5.7,9.6,2.0,2.2,1.0,2.2,10.0,0,21.0,17.0,10.0,['TEXASAM'],https://www.basketball-reference.com/req/202106291/images/headshots/williro04.jpg,0,0,0,27,2018,0.9,5.0,1.0,7.0,28.8
0,Sam Williams,1968-69,24.0,['MIL'],NBA,SG,55.0,,11.4,1.4,4.1,0.458,,,,,,,,1.3,2.4,0.537,,,2.0,1.1,,,1.9,4.1,0,19.0,10.0,5.0,['IOWA'],,0,0,0,13,1968,,,,,
0,Eric White,1987-88,22.0,['LAC' 'TOT' 'UTA'],NBA,SF,38.0,4.0,20.7,3.9,7.3,0.532,0.1,0.1,1.0,3.8,7.2,0.528,0.536,2.6,3.4,0.81,1.8,1.8,3.6,0.5,0.2,1.2,1.9,10.5,1,24.0,9.0,3.0,['PEPPERDINE'],,0,0,0,19,1987,0.4,2.0,,1.0,24.5
0,Bob Wilkerson,1976-77,22.0,['SEA' 'DEN' 'CHI' 'CLE'],NBA,SF,81.0,38.0,34.3,5.7,13.7,0.462,0.1,0.5,0.206,5.6,13.3,0.467,0.462,2.2,3.0,0.84,1.3,4.6,5.9,5.4,0.4,3.6,3.4,13.8,0,31.0,16.0,14.0,['INDIANA'],,0,0,0,11,1976,1.6,6.0,,3.0,24.5
0,Henry Ward,1975-76,24.0,['SAA' 'SAS'],ABA,SG,61.0,,11.3,2.5,5.5,0.462,0.1,0.4,0.261,2.4,5.1,0.477,0.471,0.6,0.6,0.882,0.7,1.6,2.3,0.6,0.2,0.7,1.6,5.4,0,16.0,9.0,4.0,,,0,0,0,9,1975,0.3,2.0,,2.0,-1.8
0,Murray Wier,1949-50,23.0,['TRI'],NBA,,56.0,,,2.8,8.6,0.327,,,,,,,,2.1,3.0,0.693,,,,1.9,,,2.5,7.7,0,19.0,,4.0,['IOWA'],,0,0,0,,1948,,,,,
0,Dylan Windler,2020-21,24.0,['CLE'],NBA,SF,50.0,0.0,16.5,1.8,4.2,0.667,0.8,2.5,0.5,1.0,1.7,1.0,0.833,0.7,0.9,0.833,0.6,2.8,3.5,1.1,0.4,1.0,1.2,5.2,0,15.0,10.0,4.0,['BELMONT'],https://www.basketball-reference.com/req/202106291/images/headshots/windldy01.jpg,0,0,0,26,2019,0.6,3.0,,2.0,14.9
0,Lindy Waters III,2021-22,24.0,['OKC'],NBA,SG,41.0,1.0,18.6,2.8,7.0,0.406,2.1,5.8,0.363,0.7,1.2,0.75,0.557,0.4,0.5,0.8,0.4,2.7,2.9,1.0,0.3,0.4,1.2,8.0,0,25.0,7.0,4.0,['OKSTATE'],https://www.basketball-reference.com/req/202106291/images/headshots/waterli01.jpg,0,0,0,,,0.8,3.0,,2.0,18.2
0,Al Wood,1981-82,23.0,['TOT' 'ATL' 'SDC' 'SEA' 'DAL'],NBA,SG,81.0,81.0,31.8,6.4,13.3,0.518,0.2,0.7,0.3,6.4,12.9,0.543,0.524,2.8,3.3,0.823,1.3,2.3,3.5,3.0,0.7,2.1,2.6,15.0,1,35.0,11.0,9.0,['UNC'],,0,0,0,4,1981,1.1,5.0,,3.0,29.0
0,Kyle Weaver,2008-09,22.0,['OKC' 'UTA'],NBA,SG,56.0,19.0,20.8,2.0,5.0,0.459,0.6,1.7,0.429,1.4,3.6,0.529,0.524,1.4,1.6,0.875,0.6,1.8,2.3,1.8,0.5,1.4,1.4,5.6,0,19.0,9.0,7.0,['WASHST'],https://www.basketball-reference.com/req/202106291/images/headshots/weaveky01.jpg,0,0,0,8,2008,0.8,4.0,,3.0,18.3
0,Scott Williams,1990-91,22.0,['CHI' 'PHI' 'TOT' 'MIL' 'DEN' 'PHO' 'DAL' 'CLE'],NBA,PF,77.0,52.0,23.1,3.3,6.3,0.525,0.1,0.2,1.0,3.2,6.3,0.556,0.535,1.6,2.6,0.857,2.6,4.1,6.6,1.0,1.0,1.2,3.4,7.6,1,24.0,20.0,5.0,['UNC'],,0,3,0,,,1.0,4.0,,4.0,24.5
0,Dick Wehr,1948-49,23.0,['INJ'],BAA,,9.0,,,0.6,2.3,0.238,,,,,,,,0.2,0.7,0.333,,,,0.3,,,1.3,1.3,0,5.0,,,,,0,0,0,,1948,,,,,
0,Bryan Warrick,1982-83,23.0,['WSB' 'LAC' 'TOT' 'MIL' 'IND'],NBA,PG,58.0,20.0,21.2,2.6,5.5,0.491,0.2,0.4,0.5,2.5,5.2,0.497,0.494,1.7,2.2,1.0,0.3,1.8,2.1,3.5,0.2,1.7,2.5,7.0,1,18.0,6.0,14.0,['STJOSEPHS'],,0,0,0,2,1982,0.8,3.0,,2.0,15.5
0,Wilson Washington,1977-78,22.0,['TOT' 'PHI' 'NJN'],NBA,PF,62.0,,21.8,3.8,7.8,0.502,,,,,,,,1.1,2.0,0.635,2.0,3.9,5.9,0.8,1.5,2.2,3.0,8.8,1,26.0,18.0,3.0,['MARYLAND' 'OLDDOM'],,0,0,0,3,1977,0.7,3.0,,4.0,28.6
0,Cassius Winston,2020-21,22.0,['WAS'],NBA,PG,22.0,0.0,5.6,0.6,1.6,0.424,0.4,0.9,0.471,0.3,0.7,0.4,0.545,0.6,0.6,1.0,0.0,0.4,0.4,1.0,0.0,0.4,1.3,2.0,0,8.0,4.0,3.0,['MICHIGANST'],https://www.basketball-reference.com/req/202106291/images/headshots/winstca01.jpg,0,0,0,23,2020,0.1,2.0,,1.0,5.8
0,Darius Washington,2007-08,22.0,['SAS'],NBA,SG,18.0,0.0,8.1,1.2,2.7,0.438,0.2,0.7,0.333,0.9,2.0,0.472,0.479,0.4,0.7,0.538,0.2,0.9,1.1,0.8,0.0,0.8,0.9,2.9,0,11.0,3.0,2.0,['MEMPHIS'],,0,0,0,,,0.3,1.0,,,8.6
0,David Wingate,1986-87,23.0,['PHI' 'SAS' 'WSB' 'CHH' 'SEA' 'NYK'],NBA,SG,81.0,72.0,26.3,3.6,8.9,1.0,0.4,1.1,0.441,3.4,8.3,1.0,1.0,1.9,2.6,0.825,1.0,2.3,3.3,3.0,0.4,1.7,2.6,8.9,0,28.0,13.0,15.0,['GEORGETOWN'],,0,0,0,20,1986,1.5,7.0,,3.0,24.4
0,Frank Williams,2002-03,22.0,['NYK' 'CHI'],NBA,PG,56.0,3.0,12.8,1.4,3.7,0.385,0.3,1.1,0.375,1.1,2.6,0.419,0.428,0.7,0.9,0.854,0.2,0.8,0.9,2.2,0.3,1.1,1.0,3.9,0,18.0,5.0,9.0,['ILLINOIS'],,0,0,0,25,2002,0.4,3.0,,2.0,18.5
0,Jo Jo White,1969-70,23.0,['BOS' 'TOT' 'GSW' 'KCK'],NBA,PG,82.0,,41.3,9.7,22.6,0.476,0.0,0.1,0.167,9.7,22.6,0.479,0.477,4.1,4.7,0.888,1.2,3.6,5.6,6.1,0.3,3.0,3.4,23.1,1,41.0,13.0,15.0,['KANSAS'],https://www.basketball-reference.com/req/202106291/images/headshots/whitejo01.jpg,7,2,0,9,1969,1.6,7.0,,3.0,25.9
0,Charlie Ward,1994-95,24.0,['NYK' 'TOT' 'SAS' 'HOU'],NBA,PG,82.0,82.0,31.1,3.3,7.4,0.455,1.7,4.0,0.428,1.9,3.7,0.512,0.556,1.2,1.6,0.846,0.6,3.0,3.4,5.7,0.5,2.6,2.4,8.7,1,25.0,11.0,17.0,['FLORIDAST'],https://www.basketball-reference.com/req/202106291/images/headshots/wardch01.jpg,0,0,0,26,1994,2.1,7.0,,4.0,26.0
0,Bob Wood,1949-50,28.0,['SHE'],NBA,,6.0,,,0.5,2.3,0.214,,,,,,,,0.2,0.2,1.0,,,,0.2,,,1.0,1.2,0,2.0,,1.0,,,0,0,0,,,,,,,
0,Gus Williams,1975-76,22.0,['GSW' 'SEA' 'WSB' 'ATL'],NBA,PG,82.0,80.0,37.5,9.7,19.9,0.495,0.6,2.2,0.29,9.6,19.4,0.495,0.495,4.0,5.5,0.817,1.5,2.2,3.4,8.4,0.5,2.9,2.7,23.4,0,42.0,10.0,20.0,['USC'],https://www.basketball-reference.com/req/202106291/images/headshots/willigu01.jpg,2,1,0,2,1975,2.4,10.0,1.0,4.0,41.3
0,Mark West,1983-84,23.0,['DAL' 'TOT' 'MIL' 'CLE' 'PHO' 'DET' 'IND' 'ATL'],NBA,C,83.0,82.0,31.6,4.6,8.9,0.653,0.0,0.0,0.0,4.6,8.8,0.653,0.653,2.6,4.6,1.0,2.8,6.3,8.9,0.9,2.3,2.8,4.0,11.8,1,27.0,24.0,5.0,['OLDDOM'],https://www.basketball-reference.com/req/202106291/images/headshots/westma01.jpg,0,0,0,6,1983,0.8,3.0,,9.0,28.9
0,Deron Williams,2005-06,21.0,['UTA' 'TOT' 'NJN' 'BRK' 'DAL' 'CLE'],NBA,PG,82.0,82.0,38.0,7.1,17.5,0.507,2.2,6.2,0.416,5.9,11.3,0.533,0.544,5.7,6.7,0.869,0.7,3.9,4.6,12.8,0.4,4.0,3.2,21.3,1,57.0,9.0,21.0,['ILLINOIS'],https://www.basketball-reference.com/req/202106291/images/headshots/willide01.jpg,3,0,0,3,2005,1.5,6.0,,4.0,46.1
0,Steve Wilson,1970-71,22.0,['DNR'],ABA,SG,39.0,,6.7,1.3,3.4,0.394,0.2,0.8,0.242,1.1,2.5,0.444,0.424,0.6,1.1,0.571,0.6,0.7,1.2,0.7,,0.8,1.1,3.4,0,12.0,5.0,1.0,,,0,0,0,5,1970,,,,,
0,Harthorne Wingo,1972-73,25.0,['NYK'],NBA,PF,82.0,,20.6,2.8,6.2,0.477,,,,,,,,1.7,2.3,0.754,2.0,3.6,5.6,1.0,0.4,,2.6,7.4,0,19.0,16.0,4.0,,https://www.basketball-reference.com/req/202106291/images/headshots/wingoha01.jpg,0,1,0,,,0.6,3.0,,2.0,
0,Shayne Whittington,2014-15,23.0,['IND'],NBA,PF,20.0,0.0,5.9,1.0,2.1,0.455,0.1,0.3,0.167,0.9,1.8,0.556,0.464,0.9,1.2,0.783,0.7,1.0,1.7,0.4,0.1,0.7,1.0,2.9,0,7.0,8.0,2.0,['WMICHIGAN'],https://www.basketball-reference.com/req/202106291/images/headshots/whittsh01.jpg,0,0,0,,,0.3,2.0,,1.0,9.4
0,Mark Wade,1987-88,22.0,['GSW' 'DAL'],NBA,PG,11.0,0.0,11.2,0.3,1.8,0.15,0.0,0.2,0.0,0.3,1.6,0.167,0.15,0.2,0.4,0.5,0.3,1.1,1.4,3.1,0.1,1.2,1.2,0.7,0,4.0,4.0,10.0,['OKLAHOMA' 'UNLV'],,0,0,0,,,0.6,2.0,,1.0,4.6
0,Matt Williams,2017-18,24.0,['MIA'],NBA,SG,3.0,0.0,3.7,0.7,2.0,0.333,0.3,1.7,0.2,0.3,0.3,1.0,0.417,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.3,0.3,1.7,0,3.0,1.0,,['CFLORIDA'],https://www.basketball-reference.com/req/202106291/images/headshots/willima05.jpg,0,0,0,,,0.0,,,,2.7
0,Nick Weatherspoon,1973-74,23.0,['CAP' 'WSB' 'TOT' 'SEA' 'CHI' 'SDC'],NBA,SF,82.0,,32.2,5.8,12.2,0.48,0.0,0.0,,5.8,12.2,0.48,0.48,2.1,2.9,0.881,2.2,5.8,7.9,1.6,0.5,2.2,3.5,13.8,1,38.0,19.0,6.0,['ILLINOIS'],,0,0,0,13,1973,1.0,5.0,,3.0,29.0
0,Dwayne Whitfield,1995-96,23.0,['TOR'],NBA,PF,8.0,1.0,15.3,1.6,3.8,0.433,0.0,0.0,,1.6,3.8,0.433,0.433,1.8,2.8,0.636,1.1,2.0,3.1,0.3,0.3,1.0,1.8,5.0,0,16.0,12.0,2.0,['JACKSONST'],,0,0,0,11,1995,0.4,1.0,,1.0,14.6
0,Henry Walker,2008-09,21.0,['BOS' 'TOT' 'NYK' 'MIA'],NBA,SF,61.0,13.0,27.4,4.3,8.4,0.621,1.9,5.5,0.431,2.5,4.1,0.632,0.628,1.4,1.7,1.0,0.6,3.1,3.4,1.4,0.4,1.1,3.2,11.9,1,28.0,9.0,6.0,['KANSASST'],https://www.basketball-reference.com/req/202106291/images/headshots/walkebi01.jpg,0,0,0,17,2008,1.0,4.0,,3.0,21.3
0,Chuckie Williams,1976-77,23.0,['CLE'],NBA,SG,22.0,,3.0,0.6,2.1,0.298,,,,,,,,0.4,0.5,0.75,0.1,0.0,0.2,0.3,0.0,,0.3,1.7,0,6.0,1.0,2.0,['KANSASST'],,0,0,0,15,1976,0.0,1.0,,,
0,Bobby Watson,1954-55,24.0,['TOT' 'MNL' 'MLH'],NBA,PG,63.0,,12.0,1.2,3.8,0.358,,,,,,,,0.7,0.8,0.9,,,1.8,1.3,,,1.1,2.9,1,11.0,5.0,4.0,['KENTUCKY'],,0,0,0,,1952,,,,,
0,Rubén Wolkowyski,2000-01,27.0,['SEA' 'BOS'],NBA,PF,34.0,1.0,9.0,0.7,2.3,0.5,0.0,0.1,0.0,0.7,2.3,0.667,0.5,0.7,1.0,0.735,0.4,1.0,1.4,0.1,0.5,0.4,1.1,2.2,0,7.0,4.0,1.0,,,0,0,0,,,0.2,1.0,,2.0,6.4
0,C.J. Williams,2017-18,27.0,['LAC' 'MIN'],NBA,SG,38.0,17.0,18.6,2.3,5.2,0.486,0.6,2.1,0.313,1.7,3.1,0.632,0.557,0.3,0.4,0.813,0.3,1.2,1.5,1.1,0.3,0.5,1.7,5.5,0,18.0,5.0,5.0,['NCSTATE'],https://www.basketball-reference.com/req/202106291/images/headshots/willicj01.jpg,0,0,0,,,0.8,4.0,,3.0,17.2
0,Robert Woodard II,2020-21,21.0,['SAC'],NBA,SF,13.0,0.0,3.5,0.6,1.5,0.4,0.1,0.5,0.25,0.5,1.1,0.5,0.425,0.2,0.6,1.0,0.4,0.9,1.2,0.3,0.2,0.1,0.3,1.5,0,4.0,6.0,2.0,['MISSST'],https://www.basketball-reference.com/req/202106291/images/headshots/woodaro01.jpg,0,0,0,10,2020,0.1,1.0,,1.0,3.6
0,Thomas Welsh,2018-19,22.0,['DEN'],NBA,C,11.0,0.0,3.3,0.6,1.2,0.538,0.3,0.6,0.429,0.4,0.5,0.667,0.654,0.1,0.2,0.5,0.0,0.4,0.4,0.5,0.0,0.1,0.3,1.6,0,8.0,1.0,2.0,['UCLA'],https://www.basketball-reference.com/req/202106291/images/headshots/welshth01.jpg,0,0,0,28,2018,0.0,,,,5.0
0,Royce White,2013-14,22.0,['SAC'],NBA,PF,3.0,0.0,3.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0,,,,['IOWAST'],https://www.basketball-reference.com/req/202106291/images/headshots/whitero03.jpg,0,0,0,16,2012,0.0,,,,0.0
0,Julian Washburn,2018-19,27.0,['MEM'],NBA,SF,18.0,3.0,14.1,0.9,2.7,0.333,0.3,1.3,0.208,0.6,1.3,0.458,0.385,0.2,0.2,0.75,0.4,1.8,2.3,0.8,0.1,0.4,0.9,2.2,0,8.0,6.0,4.0,['UTEP'],https://www.basketball-reference.com/req/202106291/images/headshots/washbju01.jpg,0,0,0,,,0.7,3.0,,1.0,8.1
0,Gerald Wallace,2001-02,19.0,['SAC' 'CHA' 'TOT' 'POR' 'NJN' 'BRK' 'BOS'],NBA,SF,76.0,76.0,41.0,6.6,14.6,0.538,1.3,3.6,0.385,6.1,11.6,0.584,0.55,5.6,7.2,0.859,2.2,8.1,10.0,3.5,2.1,2.9,3.0,19.4,1,42.0,20.0,10.0,['ALABAMA'],https://www.basketball-reference.com/req/202106291/images/headshots/wallage01.jpg,1,0,0,25,2001,2.5,8.0,,6.0,39.4
0,Brad Wanamaker,2018-19,29.0,['BOS' 'TOT' 'GSW' 'CHO' 'IND' 'WAS'],NBA,PG,71.0,2.0,27.0,2.5,5.7,0.476,0.5,1.6,0.41,2.3,5.0,0.515,0.552,3.0,3.0,1.0,0.5,4.0,4.0,7.0,0.3,1.5,3.0,7.0,1,17.0,8.0,8.0,['PITT'],https://www.basketball-reference.com/req/202106291/images/headshots/wanambr01.jpg,0,0,0,,,2.0,4.0,,2.0,16.9
0,Matt Walsh,2005-06,23.0,['MIA'],NBA,SG,2.0,0.0,1.5,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0,2.0,,,['FLORIDA'],,0,0,0,,,0.0,,,,1.7
0,Tom Workman,1967-68,23.0,['TOT' 'STL' 'BAL' 'LAS' 'DET' 'UTS' 'DNR'],NBA,,56.0,,17.1,4.5,9.7,0.5,0.1,0.5,0.25,4.4,9.5,0.5,0.5,3.0,3.8,1.0,1.7,2.4,3.6,0.9,,1.5,3.0,11.9,1,29.0,10.0,5.0,['SEATTLE'],,0,0,0,8,1967,,,,,
0,Terrence Williams,2009-10,22.0,['NJN' 'TOT' 'HOU' 'SAC' 'BOS'],NBA,SF,78.0,9.0,22.6,3.6,8.3,0.495,0.7,1.6,0.421,3.2,7.1,0.524,0.521,1.3,1.9,0.818,0.6,3.9,4.5,3.1,0.3,2.5,2.1,8.8,1,27.0,13.0,14.0,['LOUISVILLE'],https://www.basketball-reference.com/req/202106291/images/headshots/willite01.jpg,0,0,0,11,2009,0.9,4.0,1.0,2.0,22.4
0,Earl Watson,2001-02,22.0,['SEA' 'MEM' 'TOT' 'DEN' 'OKC' 'IND' 'UTA' 'POR'],NBA,PG,81.0,73.0,29.4,4.3,9.6,0.454,1.8,4.2,0.42,3.7,7.9,0.5,0.55,1.6,2.2,1.0,0.7,2.7,3.0,6.8,0.4,2.5,2.7,11.5,1,28.0,10.0,16.0,['UCLA'],https://www.basketball-reference.com/req/202106291/images/headshots/watsoea01.jpg,0,0,0,11,2001,1.3,6.0,1.0,3.0,26.1
0,Gene Williams,1969-70,22.0,['KEN'],ABA,,1.0,,8.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,0,,,,['KANSASST'],,0,0,0,9,1969,,,,,
0,Maalik Wayns,2012-13,21.0,['TOT' 'PHI' 'LAC'],NBA,PG,27.0,1.0,7.9,1.2,3.4,0.5,0.3,1.2,0.333,0.8,2.2,0.5,0.5,0.7,0.7,1.0,0.0,1.0,1.0,1.2,0.0,0.6,2.0,3.3,1,10.0,2.0,9.0,['VILLANOVA'],https://www.basketball-reference.com/req/202106291/images/headshots/waynsma01.jpg,0,0,0,,,1.0,2.0,,,6.6
0,Pete Williams,1985-86,20.0,['DEN'],NBA,PF,53.0,11.0,10.8,1.3,2.1,0.604,0.0,0.0,,1.3,2.1,0.604,0.604,0.3,0.8,0.425,0.9,1.9,2.8,0.3,0.4,0.4,1.3,2.8,0,16.0,13.0,3.0,['ARIZONA'],,0,0,0,19,1985,0.4,2.0,,3.0,14.7
0,Ricky Wilson,1987-88,23.0,['TOT' 'NJN' 'SAS'],NBA,PG,24.0,1.0,20.7,2.0,5.5,0.636,0.5,1.4,1.0,1.5,4.1,0.6,0.682,1.3,1.8,0.793,0.2,1.4,1.4,3.5,0.2,1.2,1.9,5.8,1,14.0,5.0,11.0,['GEORGEMAS'],,0,0,0,5,1986,1.0,4.0,,1.0,17.3
0,Eric Washington,1997-98,23.0,['DEN'],NBA,SG,66.0,36.0,23.3,3.0,7.5,0.404,1.0,2.6,0.381,2.4,5.5,0.435,0.497,1.0,1.3,0.783,0.9,1.4,2.3,1.2,0.5,1.1,2.3,7.7,0,22.0,7.0,6.0,['ALABAMA'],,0,0,0,18,1997,0.8,4.0,,3.0,17.2
