,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists","Career high, Steals","Career high, Blocks","Career high, Game Score",College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year,Triple-Doubles
0,J.J. Redick,2006-07,22.0,['ORL' 'TOT' 'MIL' 'LAC' 'PHI' 'NOP' 'DAL'],NBA,PG,82.0,78.0,31.5,5.9,13.5,0.48,3.2,8.0,0.475,3.2,6.2,0.515,0.596,3.0,3.4,0.957,0.3,2.4,2.5,4.4,0.8,0.2,2.1,1.9,18.1,1,40.0,10.0,10.0,4.0,2.0,31.4,['DUKE'],https://www.basketball-reference.com/req/202106291/images/headshots/redicjj01.jpg,0,0,0,11,2006,
0,Guy Rucker,2002-03,25.0,['GSW'],NBA,PF,3.0,0.0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0,,1.0,1.0,,,0.6,['IOWA'],,0,0,0,,,
0,Guy Rodgers,1958-59,23.0,['PHW' 'SFW' 'CHI' 'TOT' 'CIN' 'MIL'],NBA,PG,81.0,,41.1,7.4,19.9,0.394,,,,,,,,4.7,5.9,0.818,,,6.5,11.2,,,,3.9,18.6,1,47.0,20.0,28.0,,,,['TEMPLE'],,4,0,0,5,1958,19.0
0,Ryan Rollins,2022-23,20.0,['GSW'],NBA,PG,12.0,0.0,5.2,0.6,1.7,0.35,0.3,0.8,0.333,0.3,0.9,0.364,0.425,0.5,0.5,1.0,0.3,0.8,1.0,0.5,0.1,0.1,1.3,0.8,1.9,0,7.0,3.0,3.0,1.0,1.0,6.1,['TOLEDO'],https://www.basketball-reference.com/req/202106291/images/headshots/rolliry01.jpg,0,0,0,14,2022,
0,Miroslav Raduljica,2013-14,26.0,['MIL' 'MIN'],NBA,C,48.0,2.0,9.7,1.4,2.6,0.54,0.0,0.0,,1.4,2.6,0.54,0.54,0.9,1.1,1.0,1.1,1.1,2.3,0.5,0.2,0.3,0.6,1.8,3.8,0,14.0,8.0,2.0,2.0,2.0,12.9,,https://www.basketball-reference.com/req/202106291/images/headshots/radulmi01.jpg,0,0,0,,,
0,Naz Reid,2019-20,20.0,['MIN'],NBA,C,77.0,15.0,19.2,4.6,8.5,0.537,1.1,3.2,0.351,3.5,5.8,0.653,0.602,1.6,2.4,0.765,1.3,3.8,4.9,1.2,0.6,1.1,1.4,2.8,11.5,0,30.0,18.0,4.0,5.0,5.0,27.0,['LSU'],https://www.basketball-reference.com/req/202106291/images/headshots/reidna01.jpg,0,0,0,,,
0,Howie Rader,1948-49,27.0,['BLB'],BAA,,13.0,,,0.5,3.5,0.156,,,,,,,,0.2,0.8,0.3,,,,1.1,,,,1.9,1.3,0,6.0,,,,,,,,0,0,0,,,
0,Donald Royal,1989-90,23.0,['MIN' 'SAS' 'ORL' 'TOT' 'GSW' 'CHH'],NBA,SF,77.0,68.0,29.0,4.0,10.0,0.525,0.0,0.1,0.0,4.0,10.0,0.525,0.525,4.1,5.1,1.0,1.5,2.8,4.0,2.8,0.7,0.3,3.0,3.0,12.0,1,28.0,14.0,8.0,3.0,2.0,25.2,['NOTREDAME'],https://www.basketball-reference.com/req/202106291/images/headshots/royaldo01.jpg,0,0,0,6,1987,
0,Truck Robinson,1974-75,23.0,['WSB' 'TOT' 'ATL' 'NOJ' 'PHO' 'NYK'],NBA,PF,82.0,76.0,44.4,9.2,20.5,0.513,0.0,0.0,1.0,9.2,20.5,0.513,0.514,5.7,7.9,0.772,3.7,12.1,15.7,2.7,1.1,1.5,3.7,3.6,24.2,1,51.0,27.0,8.0,5.0,8.0,34.9,['TENNST'],https://www.basketball-reference.com/req/202106291/images/headshots/robintr01.jpg,2,0,0,4,1974,
0,David Roddy,2022-23,21.0,['MEM'],NBA,PF,70.0,4.0,18.0,2.6,6.0,0.429,0.9,3.0,0.307,1.6,3.0,0.553,0.506,0.6,0.9,0.631,0.7,2.0,2.8,0.8,0.4,0.3,0.8,1.5,6.7,0,24.0,8.0,5.0,3.0,2.0,20.8,['COLORADOST'],https://www.basketball-reference.com/req/202106291/images/headshots/roddyda01.jpg,0,0,0,23,2022,
