,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists",College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year,3P,3PA,3P%,2P,2PA,2P%,eFG%,ORB,DRB,STL,BLK,TOV,"Career high, Steals","Career high, Blocks","Career high, Game Score",Triple-Doubles
0,Jermaine Taylor,2009-10,23.0,['HOU' 'TOT' 'SAC'],NBA,SG,34.0,8.0,15.6,3.0,6.3,0.5,1.1,1.5,0.833,2.0,1.2,1.3,7.1,1,21.0,10.0,5.0,['CFLORIDA'],https://www.basketball-reference.com/req/202106291/images/headshots/tayloje02.jpg,0,0,0,2,2009,0.5,1.5,0.4,2.5,4.8,0.532,0.531,1.0,1.1,0.5,0.3,1.5,4.0,2.0,17.9,
0,Willis Thomas,1967-68,,['TOT' 'DNR' 'ANA'],ABA,SG,62.0,,22.6,5.7,12.7,0.446,1.2,1.6,0.77,2.4,1.0,1.9,12.3,1,39.0,5.0,,,,0,0,0,,,0.0,0.1,0.0,5.7,12.6,0.449,0.446,,,,,2.1,,,,
0,Henry Turner,1989-90,23.0,['SAC'],NBA,PF,36.0,1.0,8.8,1.6,3.4,0.475,1.1,1.8,0.615,1.4,0.6,1.1,4.3,0,16.0,6.0,5.0,['CALSTFULL'],,0,0,0,,,0.1,0.2,0.4,1.6,3.3,0.487,0.475,0.6,0.8,0.5,0.2,0.7,4.0,3.0,14.9,
0,Irv Torgoff,1946-47,29.0,['WSC' 'TOT' 'BLB' 'PHW'],BAA,,58.0,,,3.2,11.8,0.292,2.5,3.1,0.875,,1.1,3.3,8.4,1,18.0,,2.0,,,0,0,0,,,,,,,,,,,,,,,,,,
0,Mirza Teletović,2012-13,27.0,['BRK' 'PHO' 'MIL'],NBA,PF,79.0,7.0,22.3,4.2,9.8,0.439,1.5,2.0,0.818,4.9,1.2,2.0,12.2,0,34.0,15.0,4.0,,https://www.basketball-reference.com/req/202106291/images/headshots/teletmi01.jpg,0,0,0,,,2.3,5.8,0.467,1.9,4.0,0.476,0.623,0.8,4.2,0.4,0.4,1.3,3.0,3.0,29.0,
0,Andre Turner,1986-87,22.0,['BOS' 'HOU' 'MIL' 'TOT' 'LAC' 'CHH' 'PHI' 'WSB'],NBA,PG,70.0,3.0,20.1,2.4,5.5,0.5,0.9,1.2,1.0,2.2,4.4,1.8,5.9,1,18.0,8.0,13.0,['MEMPHIS'],,0,0,0,22,1986,0.2,0.6,0.364,2.2,5.0,0.5,0.5,1.0,1.7,0.9,0.1,1.7,5.0,1.0,18.4,
0,Jeremy Tyler,2011-12,20.0,['GSW' 'TOT' 'ATL' 'NYK'],NBA,C,42.0,23.0,13.5,2.1,5.0,0.517,0.7,1.2,0.667,3.3,0.4,2.0,4.9,1,17.0,11.0,2.0,,https://www.basketball-reference.com/req/202106291/images/headshots/tylerje01.jpg,0,0,0,9,2011,0.0,0.0,0.0,2.1,5.0,0.517,0.517,1.3,3.0,0.4,0.5,0.9,3.0,3.0,14.0,
0,Dean Tolson,1974-75,23.0,['SEA'],NBA,PF,60.0,,9.8,2.3,4.0,0.566,1.4,2.7,0.647,2.6,2.0,2.0,6.0,0,19.0,12.0,3.0,['ARKANSAS'],,0,0,0,8,1974,,,,,,,,1.2,1.4,0.5,0.4,1.0,2.0,2.0,-1.1,
0,Garrett Temple,2009-10,23.0,['TOT' 'HOU' 'SAC' 'SAS' 'MIL' 'CHA' 'WAS' 'MEM' 'LAC' 'BRK' 'CHI' 'NOP'],NBA,SG,80.0,55.0,31.2,3.6,9.5,0.448,1.8,2.7,1.0,3.5,2.6,2.7,10.3,1,34.0,11.0,11.0,['LSU'],https://www.basketball-reference.com/req/202106291/images/headshots/templga01.jpg,0,0,0,,,2.0,6.2,0.435,1.9,3.8,0.588,0.525,0.6,3.0,1.3,0.5,1.7,5.0,3.0,29.0,
0,Stephen Thompson,1991-92,23.0,['TOT' 'ORL' 'SAC'],NBA,SG,19.0,0.0,15.0,1.0,3.0,0.382,0.2,0.4,0.375,1.0,1.0,2.0,2.0,1,5.0,4.0,2.0,['SYRACUSE'],,0,0,0,,,0.0,0.1,0.0,1.0,3.0,0.394,0.382,0.6,1.0,0.3,0.2,2.0,2.0,1.0,5.2,
0,Bill Tosheff,1951-52,25.0,['INO' 'MLH'],NBA,PG,71.0,,36.7,3.8,11.7,0.327,3.8,4.7,0.824,3.4,3.6,3.6,11.3,0,23.0,8.0,11.0,['INDIANA'],,0,0,0,3,1951,,,,,,,,,,,,,,,,
0,Ira Terrell,1976-77,22.0,['PHO' 'TOT' 'NOJ' 'POR'],NBA,SF,78.0,,22.4,3.6,7.0,0.556,1.4,2.3,0.711,5.0,1.3,2.4,8.5,1,22.0,13.0,6.0,['SMETHODIST'],,0,0,0,11,1976,,,,,,,,1.3,3.7,0.5,0.7,1.2,3.0,5.0,10.3,
0,Robert Traylor,1998-99,21.0,['MIL' 'CLE' 'CHH' 'NOH'],NBA,C,74.0,43.0,17.9,2.4,5.4,0.537,1.1,2.0,0.648,4.5,0.9,2.9,5.7,0,22.0,13.0,4.0,['MICHIGAN'],,0,0,0,6,1998,0.0,0.1,1.0,2.4,5.3,0.54,0.537,1.8,2.6,0.9,1.1,1.4,4.0,6.0,20.8,
0,Jeff Taylor,1982-83,23.0,['HOU' 'DET'],NBA,SG,44.0,5.0,17.6,1.5,3.6,0.6,0.8,1.0,0.9,1.8,2.5,1.9,3.6,0,12.0,6.0,7.0,['TXTECH'],,0,0,0,19,1982,0.0,0.0,0.0,1.5,3.6,0.6,0.6,0.6,1.2,0.9,0.3,1.4,5.0,2.0,10.5,
0,Myles Turner,2015-16,19.0,['IND'],NBA,C,81.0,81.0,31.4,6.5,11.8,0.548,3.5,4.5,0.809,7.5,1.6,3.5,18.0,0,40.0,17.0,6.0,['TEXAS'],https://www.basketball-reference.com/req/202106291/images/headshots/turnemy01.jpg,0,0,0,11,2015,1.5,4.4,0.388,5.0,9.3,0.662,0.612,1.7,6.1,0.9,3.4,1.7,6.0,8.0,35.3,
0,Bill Turner,1967-68,23.0,['SFW' 'TOT' 'CIN' 'GSW' 'POR' 'LAL'],NBA,SF,79.0,,25.0,3.0,6.8,0.529,2.2,3.3,0.761,4.8,0.8,2.9,7.8,1,28.0,16.0,3.0,,,0,0,0,1,1966,,,,,,,,,,,,,,,,
0,Gary Trent,1995-96,21.0,['POR' 'TOT' 'TOR' 'DAL' 'MIN'],NBA,PF,82.0,28.0,30.3,6.4,13.4,0.536,3.2,5.2,0.758,8.0,2.0,3.5,16.0,1,33.0,16.0,7.0,['OHIO'],,0,0,0,11,1995,0.1,0.2,0.444,6.4,13.3,0.544,0.536,3.3,5.0,0.7,0.6,2.3,4.0,3.0,26.1,
0,Fatty Taylor,1969-70,23.0,['WSA' 'VIR' 'DNA' 'DEN'],ABA,PG,84.0,,35.2,4.1,8.9,0.467,2.3,3.2,0.75,5.0,5.3,3.6,10.1,0,30.0,14.0,15.0,['LASALLE'],,0,0,0,12,1969,0.1,0.7,0.429,4.0,8.6,0.474,0.468,2.1,3.2,2.7,0.2,3.5,7.0,2.0,2.8,
0,Brian Taylor,1972-73,21.0,['NYA' 'KCK' 'DEN' 'SDC'],ABA,PG,80.0,40.0,35.3,7.0,13.8,0.525,3.1,3.8,0.889,3.3,5.6,3.5,17.0,0,40.0,12.0,13.0,['PRINCETON'],https://www.basketball-reference.com/req/202106291/images/headshots/taylobr01.jpg,2,2,0,10,1972,1.2,3.1,0.421,7.0,13.8,0.559,0.562,1.3,2.1,2.8,0.4,2.8,7.0,2.0,33.7,
0,Chuck Terry,1972-73,22.0,['MIL' 'TOT' 'SAA' 'NYA' 'NYN'],NBA,SF,79.0,,17.9,2.2,5.2,0.473,0.8,1.0,0.878,2.7,1.2,2.3,5.0,1,19.0,12.0,5.0,['LONGBEACH'],,0,1,0,16,1972,0.1,0.3,0.5,2.1,5.2,0.475,0.478,1.1,1.8,1.0,0.2,0.5,5.0,1.0,-0.1,
0,Jon Teske,2021-22,24.0,['MEM'],NBA,C,3.0,0.0,2.7,0.0,0.3,0.0,0.0,0.7,0.0,0.7,0.3,0.3,0.0,0,,1.0,1.0,['MICHIGAN'],https://www.basketball-reference.com/req/202106291/images/headshots/teskejo01.jpg,0,0,0,,,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,,1.0,
0,Jayson Tatum,2017-18,19.0,['BOS'],NBA,SF,80.0,80.0,36.9,9.8,21.1,0.475,7.2,8.4,0.868,8.8,4.6,2.3,30.1,0,60.0,19.0,12.0,['DUKE'],https://www.basketball-reference.com/req/202106291/images/headshots/tatumja01.jpg,4,0,0,3,2017,3.2,9.3,0.434,6.6,13.0,0.558,0.543,1.1,7.7,1.4,0.9,2.9,5.0,6.0,47.9,2.0
0,Dragan Tarlać,2000-01,27.0,['CHI'],NBA,C,43.0,12.0,13.9,0.9,2.3,0.394,0.6,0.8,0.758,2.8,0.7,2.2,2.4,0,10.0,9.0,4.0,,,0,0,0,2,1995,0.0,0.0,,0.9,2.3,0.394,0.394,0.9,2.0,0.2,0.4,0.9,1.0,3.0,13.8,
0,Isaiah Todd,2021-22,20.0,['WAS'],NBA,PF,12.0,1.0,10.2,0.6,3.2,0.269,0.3,0.5,1.0,2.0,0.7,0.7,1.7,0,7.0,12.0,4.0,,https://www.basketball-reference.com/req/202106291/images/headshots/toddis01.jpg,0,0,0,1,2021,0.3,1.7,0.25,0.3,1.5,0.3,0.346,0.3,1.7,0.3,0.2,0.3,2.0,1.0,4.0,
0,John Tresvant,1964-65,25.0,['STL' 'TOT' 'DET' 'CIN' 'SEA' 'LAL' 'BAL'],NBA,PF,85.0,,33.0,5.4,11.1,0.534,3.7,5.1,0.844,10.3,2.4,4.3,13.6,1,34.0,24.0,7.0,['SEATTLE'],,0,0,0,6,1964,,,,,,,,,,,,,,,,
0,Dalen Terry,2022-23,20.0,['CHI'],NBA,SG,38.0,0.0,5.6,0.8,1.9,0.444,0.4,0.6,0.667,1.0,0.6,0.6,2.2,0,13.0,7.0,6.0,['ARIZONA'],https://www.basketball-reference.com/req/202106291/images/headshots/terryda01.jpg,0,0,0,18,2022,0.2,0.7,0.259,0.7,1.2,0.556,0.493,0.3,0.7,0.3,0.1,0.2,3.0,1.0,15.9,
0,Allonzo Trier,2018-19,23.0,['NYK'],NBA,SG,64.0,3.0,22.8,3.6,8.1,0.481,2.8,3.5,0.803,3.1,1.9,1.8,10.9,0,31.0,10.0,8.0,['ARIZONA'],https://www.basketball-reference.com/req/202106291/images/headshots/trieral01.jpg,0,0,0,,,0.8,2.2,0.394,2.8,6.0,0.604,0.571,0.5,2.6,0.4,0.2,1.8,3.0,3.0,25.5,
0,Gary Trent Jr.,2018-19,20.0,['POR' 'TOT' 'TOR'],NBA,SG,70.0,69.0,35.0,6.4,15.5,0.444,2.6,3.1,0.853,3.6,2.0,2.1,18.3,1,44.0,8.0,7.0,['DUKE'],https://www.basketball-reference.com/req/202106291/images/headshots/trentga02.jpg,0,0,0,7,2018,3.0,7.8,0.418,3.6,8.1,0.493,0.571,0.5,3.2,1.7,0.3,1.0,5.0,3.0,41.6,
0,Andy Toolson,1990-91,25.0,['UTA'],NBA,SF,47.0,15.0,10.0,1.1,2.6,0.403,0.5,0.7,0.758,1.4,0.7,1.2,2.9,0,13.0,5.0,4.0,['BYU'],,0,0,0,,,0.3,0.9,0.375,0.8,2.0,0.5,0.452,0.7,0.7,0.3,0.0,0.5,2.0,1.0,10.7,
0,Juan Toscano-Anderson,2019-20,26.0,['GSW' 'TOT' 'LAL' 'UTA'],NBA,SG,73.0,16.0,20.9,2.3,4.8,0.579,0.5,1.0,0.889,4.4,2.8,2.3,5.7,1,20.0,11.0,9.0,['MARQUETTE'],https://www.basketball-reference.com/req/202106291/images/headshots/toscaju01.jpg,0,1,0,,,0.7,1.8,0.402,1.6,3.1,0.718,0.667,0.7,3.9,1.0,0.5,1.2,4.0,5.0,22.2,
0,Dan Tieman,1962-63,22.0,['CIN'],NBA,PG,29.0,,6.1,0.5,2.0,0.263,0.1,0.3,0.4,0.8,0.9,0.6,1.2,0,10.0,4.0,2.0,,,0,0,0,,,,,,,,,,,,,,,,,,
0,Etan Thomas,2001-02,23.0,['WAS' 'OKC' 'ATL'],NBA,C,79.0,32.0,24.1,3.3,6.7,0.574,2.4,3.7,0.8,6.7,0.9,2.8,8.9,0,23.0,16.0,4.0,['SYRACUSE'],https://www.basketball-reference.com/req/202106291/images/headshots/thomaet01.jpg,0,0,0,12,2000,0.0,0.0,,3.3,6.7,0.574,0.574,2.3,4.4,0.5,1.6,1.4,3.0,6.0,20.4,
0,Mirsad Türkcan,1999-00,23.0,['TOT' 'NYK' 'MIL'],NBA,PF,17.0,0.0,6.5,1.2,2.8,0.429,0.5,0.8,0.625,2.3,0.4,1.0,2.9,1,6.0,6.0,2.0,,,0,0,0,18,1998,0.0,0.4,0.0,1.2,2.4,0.5,0.429,1.1,1.2,0.3,0.1,0.7,1.0,1.0,6.0,
0,Leonard Taylor,1989-90,23.0,['GSW'],NBA,PF,10.0,0.0,3.7,0.0,0.6,0.0,1.1,1.6,0.688,1.2,0.1,0.4,1.1,0,3.0,5.0,1.0,['CALIFORNIA'],,0,0,0,,,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.4,0.8,0.0,0.0,0.5,,,2.6,
0,LaSalle Thompson,1982-83,21.0,['KCK' 'SAC' 'TOT' 'IND' 'PHI' 'DEN'],NBA,C,82.0,77.0,31.9,5.7,12.5,0.538,3.5,4.4,0.875,10.4,2.1,4.1,15.0,1,31.0,22.0,8.0,['TEXAS'],,0,0,0,5,1982,0.0,0.1,0.4,5.7,12.4,0.538,0.538,3.3,7.1,1.2,1.8,2.7,5.0,7.0,30.7,
0,Andrew Toney,1980-81,23.0,['PHI'],NBA,SG,81.0,81.0,32.8,7.7,15.4,0.527,5.0,6.0,0.862,2.8,5.2,3.5,20.4,0,46.0,11.0,13.0,['ULALA'],,2,1,0,8,1980,0.6,1.5,0.424,7.5,14.5,0.534,0.535,0.7,2.3,1.0,0.3,3.8,6.0,2.0,37.0,1.0
0,Sindarius Thornwell,2017-18,23.0,['LAC' 'NOP' 'TOT' 'ORL'],NBA,SG,73.0,17.0,20.6,3.0,5.5,0.545,1.0,2.0,0.735,2.0,2.4,1.7,8.0,1,20.0,9.0,7.0,['SCAROLINA'],https://www.basketball-reference.com/req/202106291/images/headshots/thornsi01.jpg,0,0,0,18,2017,1.0,2.0,0.5,2.0,3.5,0.571,0.636,0.5,2.0,1.1,0.5,1.0,5.0,2.0,18.6,
0,Bernard Thompson,1984-85,22.0,['POR' 'PHO' 'HOU'],NBA,SF,61.0,20.0,21.0,3.2,6.5,0.489,2.1,2.6,0.846,2.3,2.2,2.5,8.5,0,23.0,9.0,8.0,['FRESNOST'],,0,0,0,19,1984,0.0,0.1,0.0,3.2,6.5,0.491,0.489,1.1,1.4,0.8,0.2,1.5,4.0,2.0,21.3,
0,Nikoloz Tskitishvili,2002-03,19.0,['DEN' 'TOT' 'GSW' 'MIN' 'PHO'],NBA,SF,81.0,16.0,16.3,1.4,4.9,0.364,0.7,1.0,0.793,2.2,1.1,1.7,3.9,1,17.0,10.0,6.0,,https://www.basketball-reference.com/req/202106291/images/headshots/tskitni01.jpg,0,0,0,5,2002,0.5,1.9,0.333,1.0,3.0,0.385,0.379,0.8,1.4,0.4,0.4,1.0,4.0,3.0,13.6,
0,Khyri Thomas,2018-19,22.0,['DET' 'HOU'],NBA,SG,26.0,2.0,30.6,6.4,13.2,0.485,1.8,1.8,1.0,3.6,5.0,1.6,16.4,0,27.0,5.0,11.0,['CREIGHTON'],https://www.basketball-reference.com/req/202106291/images/headshots/thomakh01.jpg,0,0,0,8,2018,1.8,5.4,0.357,4.6,7.8,0.59,0.553,1.4,2.2,1.8,1.2,1.2,5.0,3.0,23.9,
0,Terry Tyler,1978-79,22.0,['DET' 'SAC' 'DAL'],NBA,PF,82.0,56.0,32.6,5.8,11.5,0.532,1.8,3.0,0.765,7.9,1.9,3.1,13.4,0,32.0,18.0,8.0,['DETROIT'],https://www.basketball-reference.com/req/202106291/images/headshots/tylerte01.jpg,0,0,0,1,1978,0.0,0.2,0.333,5.8,11.5,0.537,0.532,2.8,5.3,1.4,2.7,2.1,6.0,9.0,32.9,
0,Tom Thacker,1963-64,24.0,['CIN' 'BOS' 'INA'],NBA,PG,70.0,,19.2,2.2,6.5,0.419,1.0,1.7,1.0,3.7,2.9,2.8,5.4,0,17.0,13.0,14.0,['CINCY'],,0,2,0,5,1963,0.1,0.6,0.256,2.2,6.4,0.429,0.419,1.7,2.0,,,1.6,,,,
0,Darren Tillis,1982-83,22.0,['TOT' 'BOS' 'CLE' 'GSW'],NBA,C,72.0,4.0,13.0,1.9,4.3,0.437,0.6,0.9,0.651,3.3,0.4,2.4,4.1,1,22.0,18.0,3.0,['CLEVST'],,0,0,0,23,1982,0.0,0.1,0.0,1.9,4.3,0.437,0.437,1.0,2.3,0.2,0.8,0.7,2.0,6.0,16.8,
0,Rudy Tomjanovich,1970-71,22.0,['SDR' 'HOU'],NBA,PF,81.0,,40.3,9.9,19.4,0.536,4.8,5.7,0.848,11.8,3.1,2.9,24.5,0,42.0,24.0,10.0,['MICHIGAN'],https://www.basketball-reference.com/req/202106291/images/headshots/tomjaru01.jpg,5,0,0,2,1970,0.4,1.3,0.278,9.9,19.4,0.536,0.536,2.9,6.3,1.1,0.8,1.9,4.0,4.0,25.3,
0,Elston Turner,1981-82,22.0,['DAL' 'DEN' 'CHI'],NBA,SF,81.0,62.0,25.0,3.5,8.0,0.466,1.2,1.7,0.824,3.8,2.4,2.7,8.3,0,19.0,14.0,8.0,['OLEMISS'],,0,0,0,20,1981,0.0,0.2,0.667,3.5,7.9,0.471,0.468,1.8,2.3,1.2,0.1,1.5,5.0,2.0,16.1,
0,Lou Tsioropoulos,1956-57,26.0,['BOS'],NBA,SF,70.0,,26.0,2.8,8.9,0.317,2.0,3.0,0.775,6.2,1.6,3.5,7.7,0,18.0,17.0,5.0,['KENTUCKY'],,0,2,0,,1953,,,,,,,,,,,,,,,,
0,Billy Thomas,2004-05,29.0,['NJN' 'WAS' 'TOT' 'CLE'],NBA,SF,25.0,0.0,14.2,1.4,3.8,0.362,0.5,0.5,1.0,1.4,0.7,1.2,3.7,1,14.0,4.0,3.0,['KANSAS'],,0,0,0,,,0.7,2.2,0.333,0.7,1.5,0.447,0.452,0.3,1.2,0.6,0.1,0.4,3.0,1.0,10.8,
0,Karl-Anthony Towns,2015-16,20.0,['MIN'],NBA,C,82.0,82.0,37.0,9.8,18.0,0.545,5.3,6.5,0.874,12.4,4.8,3.8,26.5,0,60.0,27.0,11.0,['KENTUCKY'],https://www.basketball-reference.com/req/202106291/images/headshots/townska01.jpg,3,0,0,1,2015,3.3,7.9,0.421,8.5,14.7,0.586,0.6,3.6,9.4,1.0,1.7,3.2,4.0,6.0,46.5,2.0
0,Justus Thigpen,1969-70,22.0,['PTP' 'DET' 'KCO'],ABA,SG,18.0,,19.3,1.7,6.3,0.404,0.3,1.0,0.333,2.7,1.3,4.7,3.7,0,16.0,3.0,2.0,['WEBERST'],,0,0,0,6,1969,0.0,0.0,,1.7,6.3,0.404,0.404,1.3,1.3,0.0,0.0,0.3,,,,
0,Óscar Torres,2001-02,25.0,['HOU' 'GSW'],NBA,SG,65.0,13.0,16.5,2.1,5.2,0.444,1.3,1.6,0.781,1.9,0.6,1.0,6.0,0,28.0,7.0,4.0,,,0,0,0,,,0.6,1.9,0.538,1.5,3.3,0.456,0.542,0.7,1.2,0.4,0.1,0.8,2.0,2.0,24.8,
0,Jamaal Tinsley,2001-02,23.0,['IND' 'MEM' 'UTA'],NBA,PG,80.0,78.0,33.2,5.5,13.1,0.418,3.1,4.1,0.815,4.0,8.4,3.1,15.4,0,37.0,13.0,23.0,['IOWAST'],https://www.basketball-reference.com/req/202106291/images/headshots/tinslja01.jpg,0,0,0,27,2001,1.5,4.0,0.372,4.0,9.7,0.6,0.518,1.0,3.4,2.0,0.5,3.4,8.0,5.0,29.8,2.0
0,Charles Thomas,1991-92,22.0,['DET'],NBA,SG,36.0,0.0,4.3,0.5,1.4,0.353,0.3,0.4,0.667,0.6,0.6,0.6,1.3,0,11.0,6.0,6.0,['EMICHIGAN'],,0,0,0,,,0.1,0.5,0.118,0.4,0.9,0.471,0.373,0.2,0.4,0.1,0.0,0.5,1.0,1.0,6.5,
0,James Thomas,2004-05,24.0,['TOT' 'POR' 'ATL' 'PHI' 'CHI'],NBA,PF,22.0,2.0,12.4,1.2,2.0,0.611,0.5,0.9,0.571,3.9,0.4,2.1,2.7,1,8.0,15.0,1.0,['TEXAS'],,0,0,0,,,0.0,0.0,,1.2,2.0,0.611,0.611,1.7,2.2,0.4,0.4,0.8,1.0,2.0,7.6,
0,Jim Tucker,1954-55,22.0,['SYR'],NBA,PF,70.0,,14.4,2.0,5.8,0.386,1.4,1.9,0.795,4.9,0.6,2.9,5.3,0,17.0,13.0,5.0,['DUQUESNE'],,0,1,0,6,1954,,,,,,,,,,,,,,,,
0,Brooks Thompson,1994-95,24.0,['ORL' 'TOT' 'UTA' 'DEN' 'PHO' 'NYK'],NBA,PG,67.0,6.0,16.1,2.5,6.2,0.466,0.6,0.8,0.704,1.5,2.8,1.9,6.8,1,26.0,7.0,13.0,['TEXASAM' 'OKSTATE'],,0,0,0,27,1994,1.5,3.8,0.398,1.0,2.5,0.6,0.587,0.3,1.2,0.8,0.1,1.3,4.0,1.0,17.0,
0,Jared Terrell,2018-19,23.0,['MIN'],NBA,SG,14.0,0.0,7.9,0.9,2.8,0.308,0.2,0.4,0.5,0.4,0.9,1.1,2.2,0,10.0,1.0,3.0,['RHODEISLE'],https://www.basketball-reference.com/req/202106291/images/headshots/terreja01.jpg,0,0,0,,,0.3,1.2,0.235,0.6,1.6,0.364,0.359,0.1,0.4,0.2,0.1,0.7,2.0,1.0,6.1,
0,Jamel Thomas,1999-00,26.0,['TOT' 'BOS' 'GSW' 'NJN'],NBA,SF,7.0,0.0,11.2,1.7,3.8,0.5,0.3,0.3,1.0,1.8,1.0,1.2,3.7,1,9.0,7.0,2.0,['PROVIDENCE'],,0,0,0,,,0.2,0.6,0.333,1.7,3.2,0.556,0.5,0.8,1.0,0.6,0.0,1.2,1.0,,4.5,
0,Mel Thurston,1947-48,29.0,['PRO'],BAA,,14.0,,,2.3,8.1,0.283,1.0,2.0,0.5,,0.3,3.0,5.6,0,21.0,,2.0,,,0,0,0,,,,,,,,,,,,,,,,,,
0,Anthony Tucker,1994-95,25.0,['WSB'],NBA,SF,62.0,13.0,15.8,1.5,3.4,0.457,0.8,1.3,0.614,2.7,1.1,2.1,3.9,0,18.0,11.0,7.0,['GEORGETOWN' 'WAKE'],,0,0,0,,,0.0,0.0,0.0,1.5,3.4,0.459,0.457,0.7,2.0,0.7,0.2,0.9,3.0,1.0,16.0,
0,Kenny Thomas,1999-00,22.0,['HOU' 'TOT' 'PHI' 'SAC'],NBA,PF,82.0,72.0,36.5,5.8,11.7,0.505,3.3,4.7,0.798,10.1,2.9,3.2,14.5,1,32.0,22.0,10.0,['NMEXICO'],https://www.basketball-reference.com/req/202106291/images/headshots/thomake01.jpg,0,0,0,22,1999,0.4,1.7,0.272,5.8,11.7,0.506,0.505,3.5,6.6,1.2,0.9,2.3,5.0,5.0,31.3,1.0
0,Dijon Thompson,2005-06,22.0,['PHO' 'ATL'],NBA,SG,10.0,0.0,8.3,1.1,2.5,0.44,0.8,1.0,1.0,1.3,0.3,0.6,2.8,0,10.0,7.0,2.0,['UCLA'],,0,0,0,24,2005,0.4,1.1,0.364,1.0,2.2,0.5,0.52,0.5,0.8,0.3,0.1,0.2,1.0,1.0,7.3,
0,Isiah Thomas,1981-82,20.0,['DET'],NBA,PG,82.0,82.0,38.2,9.0,19.0,0.488,4.9,6.5,0.818,4.5,13.9,4.0,22.9,0,47.0,12.0,25.0,['INDIANA'],https://www.basketball-reference.com/req/202106291/images/headshots/thomais01.jpg,12,2,1,2,1981,0.8,2.5,0.338,8.5,17.4,0.501,0.498,1.4,3.0,2.5,0.4,4.2,7.0,4.0,48.1,5.0
0,Brodric Thomas,2020-21,24.0,['TOT' 'HOU' 'CLE' 'BOS'],NBA,SG,32.0,1.0,13.4,1.3,3.6,0.444,1.3,1.8,0.714,1.8,1.0,1.3,4.1,1,14.0,10.0,3.0,,https://www.basketball-reference.com/req/202106291/images/headshots/thomabr01.jpg,0,0,0,,,0.5,1.9,0.283,0.8,1.7,1.0,0.5,0.3,1.5,0.5,0.3,1.0,3.0,2.0,12.2,
0,Jim Thomas,1983-84,23.0,['IND' 'LAC' 'MIN'],NBA,SG,80.0,52.0,25.7,4.3,9.1,0.478,2.3,2.9,0.782,3.3,2.9,2.4,11.1,0,26.0,9.0,8.0,['INDIANA'],,0,0,0,16,1983,0.1,0.5,0.19,4.2,8.6,0.496,0.483,0.9,2.3,1.0,0.2,1.6,5.0,1.0,24.6,
0,Dallas Thornton,1968-69,22.0,['MMF'],ABA,SF,45.0,,22.8,3.0,7.0,0.434,2.8,3.4,0.824,4.4,2.2,2.8,8.8,0,39.0,10.0,6.0,,,0,0,0,4,1968,0.0,0.4,0.222,3.0,6.6,0.455,0.438,1.0,3.4,,,3.6,,,,
0,Ron Thomas,1972-73,22.0,['KEN'],ABA,PF,83.0,,13.7,2.0,4.3,0.484,0.7,1.5,0.587,4.5,0.9,2.4,4.7,0,16.0,16.0,5.0,['LOUISVILLE'],,0,1,0,10,1972,0.0,0.1,0.5,2.0,4.2,0.484,0.486,1.8,2.7,0.7,0.2,1.0,3.0,1.0,4.3,
0,Žan Tabak,1985-86,15.0,['HOU' 'TOR' 'TOT' 'BOS' 'IND'],Did Not Play (other pro league—Croatia),Did Not Play (other pro league—Croatia),67.0,34.0,19.9,3.4,6.4,0.543,1.5,2.2,0.69,4.8,1.1,3.0,7.7,1,26.0,16.0,6.0,,,0,1,0,24,1991,0.0,0.0,0.0,3.4,6.4,0.545,0.543,1.7,3.0,0.5,0.8,1.6,3.0,4.0,18.0,
0,Tyshawn Taylor,2012-13,22.0,['BRK'],NBA,PG,38.0,3.0,11.7,1.3,4.0,0.368,1.0,1.3,0.8,0.7,1.6,1.3,3.9,0,16.0,3.0,12.0,['KANSAS'],https://www.basketball-reference.com/req/202106291/images/headshots/tayloty01.jpg,0,0,0,11,2012,0.2,0.5,0.462,1.2,3.4,0.354,0.402,0.1,0.5,0.5,0.0,1.3,3.0,1.0,12.4,
0,Ronny Turiaf,2005-06,23.0,['LAL' 'GSW' 'NYK' 'TOT' 'WAS' 'MIA' 'LAC' 'MIN'],NBA,C,79.0,26.0,21.5,2.4,5.1,1.0,1.8,2.4,0.79,5.6,2.1,3.1,6.6,1,23.0,15.0,8.0,['GONZAGA'],https://www.basketball-reference.com/req/202106291/images/headshots/turiaro01.jpg,0,1,0,7,2005,0.0,0.1,0.0,2.4,5.1,1.0,1.0,1.8,3.8,1.5,2.1,1.5,3.0,6.0,23.6,
0,Floyd Theard,1969-70,25.0,['DNR'],ABA,PG,25.0,,16.2,1.6,4.5,0.345,0.7,1.1,0.643,2.0,1.8,2.0,3.8,0,16.0,6.0,1.0,,,0,0,0,,,0.0,0.0,0.0,1.6,4.5,0.348,0.345,0.3,1.7,,,1.8,,,,
