,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,MidSeasonTrade,"Career high, Points",College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year,ORB,DRB,STL,BLK,TOV,"Career high, Rebounds","Career high, Assists","Career high, Steals","Career high, Game Score",3P,3PA,3P%,2P,2PA,2P%,eFG%,"Career high, Blocks",Triple-Doubles
0,Don Sunderlage,1953-54,24.0,['MLH' 'MNL'],NBA,SG,68.0,,32.8,3.7,11.0,0.34,3.7,5.0,0.748,3.3,2.8,3.9,11.2,0,28.0,['ILLINOIS'],,1,0,0,9,1951,,,,,,4.0,7.0,,,,,,,,,,,
0,Ed Stokes,1997-98,26.0,['TOR'],NBA,C,4.0,0.0,4.3,0.3,0.8,0.333,0.3,0.5,0.5,1.0,0.3,1.0,0.8,0,2.0,['ARIZONA'],,0,0,0,8,1993,0.3,0.8,0.3,0.5,0.5,2.0,1.0,1.0,2.3,0.0,0.0,,0.3,0.8,0.333,0.333,1.0,
0,Jim Spanarkel,1979-80,22.0,['PHI' 'DAL'],NBA,SG,82.0,4.0,28.3,4.9,10.6,0.479,4.6,5.2,0.887,3.6,2.8,2.8,14.4,0,28.0,['DUKE'],,0,0,0,16,1979,1.7,1.9,1.4,0.2,2.1,10.0,10.0,8.0,30.3,0.1,0.3,0.5,4.9,10.4,0.485,0.486,2.0,
0,Keith Smart,1988-89,24.0,['SAS'],NBA,PG,2.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0,2.0,['INDIANA'],,0,0,0,16,1988,0.0,0.5,0.0,0.0,1.0,1.0,2.0,,0.3,0.0,0.5,0.0,0.0,0.5,0.0,0.0,,
0,Alperen Şengün,2021-22,19.0,['HOU'],NBA,C,75.0,72.0,28.9,5.9,10.7,0.553,2.7,3.8,0.715,9.0,3.9,3.4,14.8,0,33.0,,https://www.basketball-reference.com/req/202106291/images/headshots/sengual01.jpg,0,0,0,16,2021,3.2,5.8,0.9,0.9,2.6,21.0,11.0,4.0,35.0,0.4,1.6,0.333,5.6,9.9,0.57,0.565,5.0,2.0
0,Brian Shaw,1988-89,22.0,['BOS' 'TOT' 'MIA' 'ORL' 'GSW' 'PHI' 'POR' 'LAL'],NBA,SG,82.0,79.0,35.1,5.6,11.9,0.469,2.6,3.2,0.875,4.7,7.6,2.8,13.8,1,32.0,['STMARYSCA' 'UCSB'],,0,3,0,24,1988,1.5,3.4,1.3,0.6,2.8,15.0,17.0,7.0,31.2,0.9,2.8,0.349,5.6,11.6,0.48,0.472,4.0,1.0
0,Chris Silva,2019-20,23.0,['MIA' 'TOT' 'SAC' 'MIN' 'DAL'],NBA,PF,44.0,0.0,9.8,1.1,1.8,1.0,1.1,1.4,0.833,3.9,0.8,2.2,3.0,1,13.0,['SCAROLINA'],https://www.basketball-reference.com/req/202106291/images/headshots/silvach01.jpg,0,0,0,,,1.4,2.4,0.2,0.5,1.0,11.0,4.0,3.0,11.0,0.1,0.1,1.0,1.1,1.7,1.0,1.0,3.0,
0,Ricky Sobers,1975-76,23.0,['PHO' 'IND' 'CHI' 'WSB' 'SEA'],NBA,SG,82.0,81.0,38.2,7.0,15.5,0.496,4.2,5.1,0.935,4.1,7.4,3.9,18.2,0,34.0,['UNLV'],,0,0,0,16,1975,1.5,3.0,2.2,0.3,4.5,12.0,16.0,7.0,31.1,0.6,1.4,0.418,7.0,15.5,0.496,0.496,3.0,1.0
0,Dick Schnittker,1950-51,22.0,['WSC' 'MNL'],NBA,SF,72.0,,26.8,3.5,9.0,0.411,4.2,5.0,0.866,5.3,2.0,3.5,11.3,0,24.0,['OHIOST'],,0,2,0,5,1950,,,,,,19.0,7.0,,,,,,,,,,,
0,Bob Santini,1955-56,20.0,['NYK'],NBA,,4.0,,5.8,1.3,2.5,0.5,0.3,0.5,0.5,0.8,0.3,1.0,2.8,0,6.0,,,0,0,0,,1953,,,,,,,,,,,,,,,,,,
0,Charles Smith,1988-89,23.0,['LAC' 'NYK' 'TOT' 'SAS'],NBA,PF,81.0,76.0,36.5,7.6,15.8,0.52,5.8,7.3,0.794,8.2,1.8,3.8,21.1,1,52.0,['PITT'],https://www.basketball-reference.com/req/202106291/images/headshots/smithch01.jpg,0,0,0,3,1988,2.9,5.3,1.1,2.0,2.2,17.0,6.0,5.0,41.9,0.2,0.4,0.5,7.6,15.7,0.524,0.52,8.0,
0,Jim Seminoff,1946-47,24.0,['CHS' 'BOS'],BAA,,65.0,,,3.1,9.8,0.314,2.6,3.8,0.755,,3.9,3.4,7.9,0,22.0,,,0,0,0,,,,,,,,,14.0,,,,,,,,,,,
0,Bill Sharman,1950-51,24.0,['WSC' 'BOS'],NBA,SG,72.0,,37.5,8.7,20.6,0.456,5.7,6.3,0.932,4.7,4.7,3.4,22.3,0,44.0,['USC'],https://www.basketball-reference.com/req/202106291/images/headshots/sharmbi01.jpg,8,4,0,5,1950,,,,,,15.0,11.0,,,,,,,,,,,
0,Randy Stoll,1967-68,,['ANA'],ABA,PF,25.0,,16.1,2.6,5.5,0.478,0.4,1.0,0.4,3.6,0.5,1.7,5.7,0,18.0,['WASHST'],,0,0,0,,,,,,,1.1,7.0,,,,0.0,0.0,,2.6,5.5,0.478,0.478,,
0,Dick Surhoff,1952-53,23.0,['NYK' 'MLH'],NBA,SF,32.0,,11.2,1.3,4.0,0.333,1.5,1.9,0.758,2.2,0.7,1.7,4.2,0,14.0,,,0,0,0,,1952,,,,,,5.0,2.0,,,,,,,,,,,
0,Kevin Stacom,1974-75,23.0,['BOS' 'TOT' 'IND' 'MIL'],NBA,SG,79.0,0.0,18.3,3.7,8.8,0.453,1.0,1.3,0.879,2.1,2.0,1.5,8.5,1,22.0,['HOLYCROSS' 'PROVIDENCE'],,0,1,0,6,1973,0.8,1.5,0.6,0.1,1.3,7.0,7.0,4.0,18.3,0.1,0.3,0.5,3.7,8.8,0.453,0.453,1.0,
0,Alexey Shved,2012-13,24.0,['MIN' 'TOT' 'PHI' 'HOU' 'NYK'],NBA,SG,77.0,16.0,26.4,4.6,11.3,0.403,4.0,5.1,0.842,4.6,3.7,1.6,14.8,1,25.0,,https://www.basketball-reference.com/req/202106291/images/headshots/shvedal01.jpg,0,0,0,,,0.9,3.7,0.9,0.4,1.9,11.0,12.0,3.0,21.6,1.6,4.4,0.371,2.9,6.9,0.479,0.475,3.0,
0,Ray Scott,1961-62,23.0,['DET' 'TOT' 'BAL' 'VIR'],NBA,PF,82.0,,37.1,7.6,17.1,0.45,4.3,6.0,0.803,13.7,3.6,3.7,19.0,1,39.0,['PORTLAND'],,0,0,0,4,1961,2.3,5.7,,,1.9,28.0,11.0,,,0.0,0.1,1.0,7.6,17.1,0.45,0.451,,1.0
0,Tomáš Satoranský,2016-17,25.0,['WAS' 'CHI' 'TOT' 'NOP' 'SAS'],NBA,SG,80.0,64.0,28.9,3.6,8.5,0.523,3.0,4.0,0.876,3.9,5.4,2.2,9.9,1,27.0,,https://www.basketball-reference.com/req/202106291/images/headshots/satorto01.jpg,0,0,0,2,2012,1.2,2.7,1.2,0.2,2.0,12.0,14.0,6.0,25.4,1.0,3.1,0.465,2.7,5.4,0.602,0.585,3.0,1.0
0,Dennis Smith Jr.,2017-18,20.0,['DAL' 'TOT' 'NYK' 'DET' 'POR' 'CHO'],NBA,PG,69.0,69.0,29.7,5.9,14.8,0.44,2.0,3.5,0.833,3.8,5.4,2.6,15.2,1,31.0,['NCSTATE'],https://www.basketball-reference.com/req/202106291/images/headshots/smithde03.jpg,0,0,0,9,2017,0.7,3.0,1.4,0.7,3.1,12.0,15.0,7.0,24.3,1.5,4.9,0.352,4.6,10.0,0.491,0.5,3.0,3.0
0,Fred Schaus,1949-50,24.0,['FTW' 'TOT' 'NYK'],NBA,,69.0,,41.6,5.2,14.6,0.397,5.9,7.1,0.835,7.3,4.0,3.8,15.1,1,33.0,['WVIRGINIA'],https://www.basketball-reference.com/req/202106291/images/headshots/schaufr01.jpg,1,0,0,,1949,,,,,,15.0,13.0,,,,,,,,,,,
0,Brad Sellers,1986-87,24.0,['CHI' 'TOT' 'SEA' 'MIN' 'DET'],NBA,PF,82.0,76.0,27.0,4.0,8.7,0.485,1.6,2.2,0.949,4.7,1.7,2.4,9.5,1,32.0,['WISCONSIN' 'OHIOST'],,0,0,0,9,1986,1.9,2.7,0.6,0.9,1.1,13.0,8.0,4.0,28.2,0.0,0.1,0.5,4.0,8.6,0.485,0.488,5.0,
0,Jerry Smith,2011-12,24.0,['NJN'],NBA,PG,5.0,0.0,9.2,0.6,2.8,0.214,0.0,0.0,,1.4,0.8,1.0,1.4,0,5.0,['LOUISVILLE'],https://www.basketball-reference.com/req/202106291/images/headshots/smithje01.jpg,0,0,0,,,0.4,1.0,1.0,0.0,0.0,4.0,3.0,2.0,4.8,0.2,1.2,0.167,0.4,1.6,0.25,0.25,,
0,Dan Sparks,1968-69,23.0,['MMF'],ABA,PF,64.0,,17.8,2.4,6.2,0.389,1.8,2.6,0.833,5.3,0.7,2.7,6.5,0,23.0,['WEBERST'],,0,0,0,5,1968,3.0,2.3,,,1.3,10.0,3.0,,,0.0,0.0,,2.4,6.2,0.389,0.389,,
0,Shaedon Sharpe,2022-23,19.0,['POR'],NBA,SG,80.0,15.0,22.2,3.8,8.1,0.472,0.9,1.3,0.714,3.0,1.2,1.7,9.9,0,30.0,,https://www.basketball-reference.com/req/202106291/images/headshots/sharpsh01.jpg,0,0,0,7,2022,0.8,2.2,0.5,0.3,1.0,9.0,7.0,4.0,20.7,1.3,3.5,0.36,2.6,4.6,0.559,0.551,2.0,
0,Ralph Sampson,1983-84,23.0,['HOU' 'TOT' 'GSW' 'SAC' 'WSB'],NBA,C,82.0,82.0,37.6,9.2,18.3,0.523,3.7,5.5,0.775,11.1,3.6,4.1,22.1,1,43.0,['VIRGINIA'],https://www.basketball-reference.com/req/202106291/images/headshots/sampsra01.jpg,4,0,0,1,1983,3.6,7.9,1.3,2.4,4.0,25.0,9.0,6.0,36.9,0.1,0.3,0.375,9.2,18.2,0.524,0.523,13.0,1.0
0,Larry Stewart,1991-92,23.0,['WSB' 'SEA'],NBA,PF,81.0,43.0,29.3,4.0,7.8,0.543,2.5,3.3,0.807,5.9,1.8,3.0,10.4,0,32.0,['COPPINST'],,0,0,0,,,2.4,3.5,0.7,0.6,1.9,16.0,11.0,5.0,27.3,0.1,0.5,0.243,4.0,7.7,0.544,0.543,4.0,
0,Robert Swift,2004-05,19.0,['SEA' 'OKC'],NBA,C,47.0,20.0,21.0,2.6,5.1,0.521,1.1,1.9,1.0,5.6,0.3,3.0,6.4,0,17.0,,,0,0,0,12,2004,2.0,3.6,0.6,1.2,1.3,13.0,2.0,2.0,16.8,0.0,0.0,,2.6,5.1,0.521,0.521,4.0,
0,Dario Šarić,2016-17,22.0,['PHI' 'TOT' 'MIN' 'PHO' 'OKC'],NBA,PF,81.0,73.0,30.5,5.2,11.4,0.515,2.3,2.7,0.9,6.7,2.6,3.0,14.6,1,32.0,,https://www.basketball-reference.com/req/202106291/images/headshots/saricda01.jpg,0,0,0,12,2014,2.0,5.0,0.7,0.4,2.3,17.0,9.0,5.0,25.2,2.0,5.4,0.393,3.4,7.2,0.623,0.606,3.0,
0,Reggie Smith,1992-93,22.0,['POR'],NBA,C,43.0,9.0,7.3,0.7,1.7,0.403,0.4,0.9,0.474,2.3,0.1,1.1,1.8,0,6.0,['TXCHRIST'],,0,0,0,4,1992,0.9,1.4,0.3,0.1,0.3,10.0,1.0,2.0,8.3,0.0,0.0,0.0,0.7,1.7,0.403,0.403,3.0,
0,Mike Sojourner,1974-75,21.0,['ATL'],NBA,C,73.0,,29.2,5.2,10.6,0.488,1.3,2.0,0.719,8.8,1.3,3.0,11.7,0,29.0,['UTAH'],,0,0,0,10,1974,2.7,6.1,0.6,0.8,,20.0,5.0,3.0,,,,,,,,,3.0,
0,Peyton Siva,2013-14,23.0,['DET'],NBA,SG,24.0,0.0,9.3,0.8,2.4,0.316,0.5,0.6,0.733,0.6,1.4,1.1,2.3,0,12.0,['LOUISVILLE'],https://www.basketball-reference.com/req/202106291/images/headshots/sivape01.jpg,0,0,0,26,2013,0.1,0.5,0.4,0.0,0.8,2.0,5.0,2.0,8.4,0.3,1.0,0.28,0.5,1.3,0.344,0.377,1.0,
0,Derek Smith,1982-83,21.0,['GSW' 'SDC' 'LAC' 'SAC' 'TOT' 'PHI' 'BOS'],NBA,SF,80.0,80.0,34.5,9.1,16.5,0.552,5.3,7.6,0.794,5.3,3.9,4.0,23.5,1,41.0,['LOUISVILLE'],,0,0,0,12,1982,2.2,3.2,1.0,1.2,3.0,11.0,10.0,5.0,33.9,0.2,0.7,0.5,9.0,16.3,0.553,0.555,5.0,
0,Lynn Shackelford,1969-70,22.0,['MMF'],ABA,SF,22.0,,8.3,1.0,3.3,0.306,0.5,0.6,0.769,1.2,0.5,1.5,2.6,0,15.0,['UCLA'],,0,0,0,6,1969,0.5,0.7,,,0.4,5.0,3.0,,,0.2,0.6,0.308,0.8,2.7,0.305,0.333,,
0,Ben Simmons,2016-17,20.0,['PHI' 'BRK'],Did Not Play (injury—foot),Did Not Play (injury—foot),81.0,81.0,35.4,6.8,12.3,0.58,3.3,5.4,0.621,8.8,8.2,3.3,16.9,0,42.0,['LSU'],https://www.basketball-reference.com/req/202106291/images/headshots/simmobe01.jpg,3,0,0,1,2016,2.2,6.6,2.1,0.9,3.5,22.0,17.0,7.0,42.4,0.1,0.2,0.3,6.8,12.2,0.583,0.581,4.0,33.0
0,Jordan Schakel,2021-22,23.0,['WAS'],NBA,SG,4.0,0.0,7.5,0.5,2.8,0.5,0.5,0.5,1.0,2.0,0.5,0.5,1.5,0,5.0,['SANDIEGOST'],https://www.basketball-reference.com/req/202106291/images/headshots/schakjo01.jpg,0,0,0,,,0.5,1.5,0.5,0.0,0.3,4.0,1.0,1.0,3.8,0.5,1.5,1.0,0.0,1.3,0.0,0.75,,
0,Ralph Siewert,1946-47,23.0,['TOT' 'STB' 'TRH'],BAA,,21.0,,,0.4,2.2,0.161,0.4,0.7,0.6,,0.3,1.1,1.1,1,3.0,,,0,0,0,,,,,,,,,1.0,,,,,,,,,,,
0,James Southerland,2013-14,23.0,['TOT' 'CHA' 'NOP'],NBA,SF,4.0,0.0,9.0,1.7,4.0,0.417,0.3,0.7,0.5,2.7,0.0,1.0,4.7,1,10.0,['SYRACUSE'],https://www.basketball-reference.com/req/202106291/images/headshots/southja01.jpg,0,0,0,,,0.0,2.7,0.3,0.7,0.3,4.0,,1.0,8.3,1.0,1.7,0.6,0.7,2.3,0.286,0.542,1.0,
0,Theron Smith,2003-04,23.0,['MEM' 'CHA'],NBA,SF,33.0,5.0,15.5,1.3,4.1,0.372,0.4,0.5,0.875,3.5,0.8,1.8,3.2,0,10.0,['BALLST'],,0,0,0,,,1.2,2.3,0.3,0.3,0.8,10.0,3.0,2.0,11.0,0.3,0.6,0.5,1.2,3.8,0.331,0.442,2.0,
0,Craig Smith,2006-07,23.0,['MIN' 'LAC' 'POR'],NBA,PF,82.0,31.0,20.1,3.9,6.9,0.569,2.3,3.4,0.735,5.1,1.1,2.8,10.1,0,36.0,['BOSTONCOLL'],https://www.basketball-reference.com/req/202106291/images/headshots/smithcr01.jpg,0,0,0,6,2006,1.8,3.3,0.6,0.3,1.4,13.0,5.0,5.0,29.7,0.0,0.1,0.2,3.9,6.9,0.574,0.571,3.0,
0,Gary Suiter,1970-71,26.0,['CLE'],NBA,,30.0,,4.7,0.6,1.8,0.352,0.1,0.3,0.444,1.4,0.1,0.7,1.4,0,6.0,,,0,0,0,,,,,,,,5.0,1.0,,,,,,,,,,,
0,Omari Spellman,2018-19,21.0,['ATL' 'GSW'],NBA,PF,49.0,11.0,18.1,2.6,6.0,0.431,1.5,1.9,0.793,4.5,1.0,1.5,7.6,0,23.0,['VILLANOVA'],https://www.basketball-reference.com/req/202106291/images/headshots/spellom01.jpg,0,0,0,30,2018,1.6,2.9,0.7,0.5,1.1,11.0,4.0,4.0,24.8,1.0,2.8,0.391,1.7,3.8,0.466,0.503,4.0,
0,Herb Scherer,1950-51,22.0,['TRI' 'NYK'],NBA,C,20.0,,13.9,1.6,5.4,0.292,1.0,1.8,0.643,2.5,0.9,2.8,3.9,0,12.0,['LONGISLAND'],,0,0,0,7,1950,,,,,,7.0,2.0,,,,,,,,,,,
0,Tony Snell,2013-14,22.0,['CHI' 'MIL' 'DET' 'ATL' 'TOT' 'POR' 'NOP'],NBA,SG,80.0,80.0,29.2,3.1,6.8,0.515,0.6,0.8,1.0,3.1,2.2,1.7,8.5,1,26.0,['NMEXICO'],https://www.basketball-reference.com/req/202106291/images/headshots/snellto01.jpg,0,0,0,20,2013,0.4,2.8,0.7,0.4,0.8,11.0,7.0,4.0,22.8,1.8,4.4,0.569,1.3,2.9,0.571,0.696,3.0,
0,Bingo Smith,1969-70,23.0,['SDR' 'CLE' 'TOT' 'SDC'],NBA,SF,82.0,,33.3,7.1,14.8,0.483,2.3,3.0,0.875,6.1,3.4,3.0,15.9,1,41.0,['TULSA'],https://www.basketball-reference.com/req/202106291/images/headshots/smithbi02.jpg,0,0,0,6,1969,1.6,3.7,1.1,0.4,1.1,15.0,10.0,6.0,23.8,0.3,1.1,0.289,7.1,14.8,0.483,0.483,3.0,
0,Mike Scott,2012-13,24.0,['ATL' 'WAS' 'TOT' 'LAC' 'PHI'],NBA,PF,80.0,12.0,24.0,3.8,7.9,0.527,1.3,1.7,0.875,3.8,1.1,2.5,9.6,1,30.0,['VIRGINIA'],https://www.basketball-reference.com/req/202106291/images/headshots/scottmi01.jpg,0,0,0,13,2012,1.0,3.1,0.5,0.3,1.0,14.0,5.0,4.0,24.6,1.8,4.4,0.412,3.0,5.4,0.582,0.59,3.0,
0,Mike Sweetney,2003-04,21.0,['NYK' 'CHI'],NBA,PF,77.0,44.0,19.6,3.1,6.7,0.531,2.3,3.1,0.749,5.4,0.9,3.2,8.4,0,24.0,['GEORGETOWN'],https://www.basketball-reference.com/req/202106291/images/headshots/sweetmi01.jpg,0,0,0,9,2003,2.2,3.5,0.4,0.8,1.4,14.0,4.0,2.0,22.2,0.0,0.0,0.0,3.1,6.7,0.533,0.531,4.0,
0,Willie Scott,1969-70,22.0,['DLC'],ABA,,8.0,,6.4,0.8,1.9,0.4,0.1,0.8,0.167,0.5,0.3,2.0,1.6,0,4.0,,,0,0,0,14,1969,0.3,0.3,,,1.0,,1.0,,,0.0,0.0,,0.8,1.9,0.4,0.4,,
0,Russ Smith,2014-15,23.0,['TOT' 'NOP' 'MEM'],NBA,PG,15.0,0.0,6.0,1.0,2.5,0.4,2.0,2.2,0.923,0.6,1.0,1.2,4.2,1,16.0,['LOUISVILLE'],https://www.basketball-reference.com/req/202106291/images/headshots/smithru01.jpg,0,0,0,17,2014,0.2,0.5,0.5,0.1,1.2,3.0,4.0,2.0,14.0,0.2,1.0,0.2,0.8,1.7,0.5,0.433,1.0,
0,Rollie Seltz,1949-50,26.0,['AND'],NBA,,34.0,,,2.7,9.1,0.301,2.4,3.1,0.769,,1.9,2.1,7.8,0,18.0,,,0,0,0,,,,,,,,,8.0,,,,,,,,,,,
0,Jerry Stackhouse,1995-96,21.0,['PHI' 'TOT' 'DET' 'WAS' 'DAL' 'MIL' 'MIA' 'ATL' 'BRK'],NBA,SG,82.0,82.0,40.2,9.7,24.1,0.452,8.3,10.1,1.0,4.2,5.3,2.7,29.8,1,57.0,['UNC'],https://www.basketball-reference.com/req/202106291/images/headshots/stackje01.jpg,2,0,0,3,1995,1.9,3.1,1.4,1.1,4.1,15.0,13.0,7.0,40.3,2.1,5.9,0.383,7.6,18.2,0.488,0.481,5.0,1.0
0,Damon Stoudamire,1995-96,22.0,['TOR' 'TOT' 'POR' 'MEM' 'SAS'],NBA,PG,82.0,82.0,41.5,7.2,17.4,0.434,4.1,5.0,0.915,4.4,9.3,2.5,20.2,1,54.0,['ARIZONA'],https://www.basketball-reference.com/req/202106291/images/headshots/stoudda01.jpg,0,0,0,7,1995,1.3,3.2,1.6,0.3,3.8,12.0,19.0,5.0,40.1,2.2,6.1,0.395,5.9,12.8,0.46,0.49,2.0,6.0
0,Milt Schoon,1946-47,24.0,['DTF' 'SHE'],BAA,,62.0,,,2.4,5.9,0.41,3.2,4.8,0.653,,1.4,3.1,8.0,0,24.0,,,0,0,0,,,,,,,,,7.0,,,,,,,,,,,
0,Kevin Salvadori,1996-97,26.0,['SAC'],NBA,C,23.0,0.0,6.7,0.5,1.4,0.364,0.6,0.8,0.722,1.3,0.4,0.8,1.6,0,9.0,['UNC'],,0,0,0,,,0.3,0.9,0.1,0.7,0.5,6.0,4.0,1.0,9.9,0.0,0.0,,0.5,1.4,0.364,0.364,3.0,
0,John Stroud,1980-81,23.0,['HOU'],NBA,SF,9.0,,9.8,1.2,3.8,0.324,0.3,0.4,0.75,1.4,1.0,0.8,2.8,0,11.0,['OLEMISS'],,0,0,0,4,1980,0.8,0.7,0.1,0.0,0.4,6.0,4.0,1.0,8.3,0.0,0.0,,1.2,3.8,0.324,0.324,,
0,Gino Sovran,1946-47,22.0,['TRH'],BAA,,6.0,,,0.8,2.5,0.333,0.2,0.3,0.5,,0.2,0.8,1.8,0,6.0,,,0,0,0,,,,,,,,,,,,,,,,,,,,
0,Felton Spencer,1990-91,23.0,['MIN' 'UTA' 'TOT' 'ORL' 'GSW' 'SAS' 'NYK'],NBA,C,81.0,79.0,28.0,3.2,6.4,1.0,3.1,4.0,0.793,8.3,1.0,4.2,9.3,1,23.0,['LOUISVILLE'],,0,0,0,6,1990,5.0,5.4,0.6,1.5,2.0,19.0,4.0,3.0,25.8,0.0,0.0,0.0,3.2,6.4,1.0,1.0,7.0,
0,Larry Sykes,1995-96,22.0,['BOS'],NBA,PF,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,2.0,0.0,0.0,0.0,0,,['XAVIER'],,0,0,0,,,1.0,1.0,0.0,0.0,1.0,2.0,,,0.0,0.0,0.0,,0.0,0.0,,,,
0,Salim Stoudamire,2005-06,23.0,['ATL'],NBA,SG,61.0,1.0,20.3,3.3,8.1,0.416,1.6,1.8,0.9,1.9,1.2,1.9,9.7,0,37.0,['ARIZONA'],,0,0,0,1,2005,0.2,1.7,0.4,0.1,1.3,7.0,5.0,3.0,27.2,1.3,3.5,0.38,2.0,4.5,0.448,0.498,2.0,
0,Frank Schade,1972-73,23.0,['KCO'],NBA,PG,9.0,,8.4,0.2,0.8,0.286,0.7,0.7,1.0,0.7,1.1,1.3,1.1,0,4.0,,,0,0,0,6,1972,,,,,,2.0,2.0,,,,,,,,,,,
0,Sam Smith,1967-68,24.0,['MNM' 'KEN' 'TOT' 'UTS'],ABA,SF,81.0,,29.7,3.8,9.7,0.452,2.4,3.6,0.663,8.9,1.3,2.5,9.8,1,29.0,,,0,1,0,9,1967,3.7,5.2,,,1.5,24.0,3.0,,,0.1,0.3,0.333,3.8,9.7,0.465,0.452,,
0,Robert Sacre,2012-13,23.0,['LAL'],NBA,C,67.0,18.0,16.9,2.2,4.6,0.477,1.0,1.5,0.681,3.9,0.8,2.1,5.4,0,15.0,['GONZAGA'],https://www.basketball-reference.com/req/202106291/images/headshots/sacrero01.jpg,0,0,0,30,2012,1.3,2.6,0.4,0.7,0.7,11.0,4.0,3.0,18.6,0.0,0.0,0.0,2.2,4.6,0.477,0.477,4.0,
0,Kirk Snyder,2004-05,21.0,['UTA' 'NOK' 'HOU' 'TOT' 'MIN'],NBA,SG,68.0,45.0,25.2,3.1,6.7,0.516,2.1,2.9,0.753,4.2,2.1,1.8,8.4,1,28.0,['NEVADA'],,0,0,0,16,2004,0.9,3.3,0.7,0.5,1.8,11.0,12.0,5.0,25.9,0.7,1.9,0.357,3.0,5.4,0.579,0.525,4.0,
0,Michael Smith,1989-90,24.0,['BOS' 'LAC'],NBA,PF,65.0,7.0,11.0,2.2,4.6,0.476,0.9,1.0,0.867,1.9,1.2,1.4,5.3,0,24.0,['BYU'],,0,0,0,13,1989,0.6,1.5,0.2,0.1,0.8,10.0,8.0,2.0,20.7,0.1,0.5,0.25,2.1,4.3,0.519,0.49,2.0,
0,Kenny Sears,1955-56,22.0,['NYK' 'TOT' 'SFW'],NBA,PF,77.0,,37.3,6.9,14.1,0.533,7.1,8.3,0.868,13.7,2.0,3.5,21.0,1,41.0,['SANTACLARA'],https://www.basketball-reference.com/req/202106291/images/headshots/searske01.jpg,2,0,0,5,1953,,,,,,24.0,11.0,,,,,,,,,,,1.0
0,Larry Smith,1980-81,23.0,['GSW' 'HOU' 'SAS'],NBA,PF,82.0,78.0,31.7,4.6,8.6,0.588,2.2,3.7,0.605,12.1,1.5,3.9,11.1,0,25.0,['ALCORNST'],https://www.basketball-reference.com/req/202106291/images/headshots/smithla01.jpg,0,0,0,1,1980,5.3,7.2,1.0,0.8,2.0,31.0,6.0,6.0,28.1,0.0,0.1,0.0,4.6,8.6,0.588,0.588,6.0,
0,Andre Spencer,1992-93,28.0,['TOT' 'ATL' 'GSW' 'SAC'],NBA,SF,28.0,1.0,23.9,4.3,9.4,0.5,2.4,3.2,0.759,4.7,1.4,3.6,11.0,1,24.0,['NARIZONA'],,0,0,0,,,2.2,2.5,0.9,0.4,1.4,11.0,8.0,3.0,24.8,0.0,0.1,0.0,4.3,9.3,0.5,0.5,3.0,
0,Awvee Storey,2004-05,27.0,['NJN' 'WAS' 'MIL'],NBA,SG,26.0,1.0,10.0,1.5,3.4,0.438,0.5,1.1,0.571,2.1,0.6,1.6,3.5,0,13.0,['ILLINOIS' 'ARIZONAST'],,0,0,0,,,1.2,0.9,0.3,0.0,0.4,7.0,3.0,2.0,12.5,0.1,0.3,0.5,1.5,3.2,0.476,0.438,1.0,
0,Ramon Sessions,2007-08,21.0,['MIL' 'MIN' 'CLE' 'TOT' 'LAL' 'CHA' 'SAC' 'WAS' 'CHO' 'NYK'],NBA,PG,83.0,39.0,32.5,5.0,11.1,0.479,5.1,6.1,0.841,3.8,7.5,2.0,15.8,1,44.0,['NEVADA'],https://www.basketball-reference.com/req/202106291/images/headshots/sessira01.jpg,0,0,0,26,2007,0.8,3.2,1.1,0.2,2.6,10.0,24.0,5.0,39.7,0.7,2.0,0.486,4.4,9.4,0.507,0.519,2.0,1.0
0,Pape Sy,2010-11,22.0,['ATL'],NBA,SF,3.0,0.0,7.0,0.7,2.0,0.333,1.0,1.0,1.0,1.0,0.7,0.3,2.3,0,7.0,,https://www.basketball-reference.com/req/202106291/images/headshots/sypa01.jpg,0,0,0,23,2010,0.7,0.3,0.3,0.0,1.0,2.0,2.0,1.0,3.7,0.0,0.3,0.0,0.7,1.7,0.4,0.333,,
0,Skeeter Swift,1969-70,23.0,['NOB' 'TOT' 'MMP' 'PTC' 'DLC' 'SAA'],ABA,SG,80.0,,31.3,5.3,11.2,0.473,3.0,3.5,0.861,3.4,4.3,3.6,13.7,1,29.0,['ETENNST'],,0,0,0,2,1969,0.8,2.6,0.2,0.0,3.2,8.0,10.0,,,0.6,2.3,0.388,4.8,9.6,0.499,0.499,,
0,Al Salvadori,1967-68,22.0,['OAK'],ABA,,17.0,,10.9,1.2,3.4,0.362,0.6,0.9,0.688,2.7,0.2,1.6,3.2,0,9.0,['SCAROLINA'],,0,0,0,1,1967,,,,,0.7,4.0,,,,0.1,0.1,1.0,1.2,3.4,0.351,0.371,,
