,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists","Career high, Steals","Career high, Blocks","Career high, Game Score",College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year,Triple-Doubles
0,Ron Crevier,1985-86,27.0,['TOT' 'GSW' 'DET'],NBA,C,3.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1,,1.0,,,,0.0,['BOSTONCOLL'],,0,0,0,5,1983,
0,Tyler Cook,2019-20,22.0,['TOT' 'CLE' 'DEN' 'BRK' 'DET' 'CHI'],NBA,"PF,SF",32.0,2.0,15.0,2.4,3.6,0.7,0.0,0.1,0.5,2.4,3.5,0.7,0.7,1.1,1.6,1.0,1.0,2.4,3.3,0.5,1.0,0.2,1.0,1.4,5.5,1,17.0,9.0,2.0,2.0,1.0,14.1,['IOWA'],https://www.basketball-reference.com/req/202106291/images/headshots/cookty01.jpg,0,0,0,,,
0,John Coughran,1979-80,28.0,['GSW'],NBA,SF,24.0,,6.7,1.2,3.4,0.358,0.1,0.4,0.222,1.1,3.0,0.375,0.37,0.3,0.6,0.571,0.1,0.7,0.8,0.5,0.3,0.0,0.5,1.0,2.8,0,11.0,4.0,4.0,2.0,1.0,7.8,['CALIFORNIA'],,0,0,0,5,1973,
0,Jeff Cross,1985-86,24.0,['LAC'],NBA,PF,21.0,0.0,6.1,0.3,1.1,0.25,0.0,0.0,,0.3,1.1,0.25,0.25,0.7,1.2,0.56,0.4,1.0,1.4,0.0,0.1,0.1,0.3,1.8,1.2,0,7.0,7.0,1.0,1.0,1.0,6.4,['MAINE'],,0,0,0,14,1984,
0,Bill Calhoun,1948-49,21.0,['ROC' 'BLB' 'TOT' 'SYR' 'MLH'],BAA,SG,72.0,,39.0,3.3,9.8,0.377,,,,,,,,3.7,5.0,0.733,,,5.1,3.4,,,,2.6,10.3,1,26.0,13.0,14.0,,,,,,0,1,0,,,
0,Kentavious Caldwell-Pope,2013-14,20.0,['DET' 'LAL' 'WAS' 'DEN'],NBA,SG,82.0,82.0,36.7,5.3,12.6,0.467,2.1,5.8,0.423,3.8,7.8,0.542,0.569,2.4,3.0,0.89,0.9,4.4,5.2,2.5,1.5,0.5,1.4,2.2,14.5,0,38.0,14.0,10.0,5.0,3.0,32.5,['GEORGIA'],https://www.basketball-reference.com/req/202106291/images/headshots/caldwke01.jpg,0,2,0,8,2013,
0,Ron Cavenall,1984-85,25.0,['NYK' 'NJN'],NBA,C,53.0,2.0,12.3,0.5,1.6,0.667,0.0,0.0,,0.5,1.6,0.667,0.667,0.4,1.0,0.564,1.0,2.1,3.1,0.4,0.2,0.8,0.8,2.3,1.5,0,7.0,12.0,2.0,1.0,6.0,7.2,['TXSOUTH'],,0,0,0,,,
0,Austin Carr,1971-72,23.0,['CLE' 'TOT' 'DAL' 'WSB'],NBA,SG,82.0,,38.3,9.2,20.8,0.475,0.0,0.2,0.333,9.2,20.8,0.475,0.475,3.6,4.6,0.856,1.9,1.9,4.5,3.8,1.2,0.2,2.1,2.7,21.9,1,42.0,13.0,11.0,5.0,2.0,26.7,['NOTREDAME'],https://www.basketball-reference.com/req/202106291/images/headshots/carrau01.jpg,1,0,0,1,1971,
0,Corey Crowder,1991-92,22.0,['UTA' 'SAS'],NBA,SF,51.0,0.0,6.4,0.8,2.2,0.384,0.3,0.6,0.433,0.6,1.6,0.366,0.442,0.3,0.9,0.833,0.3,0.5,0.8,0.3,0.1,0.0,0.3,0.7,2.2,0,10.0,3.0,3.0,2.0,1.0,8.1,['KYWESLEYAN'],,0,0,0,,,
0,Vernon Carey Jr.,2020-21,19.0,['CHO' 'TOT' 'WAS'],NBA,C,19.0,4.0,9.0,1.3,2.3,0.571,0.1,0.4,0.143,1.3,2.3,0.586,0.571,1.3,3.3,1.0,1.7,1.1,2.3,0.3,0.3,0.3,0.7,1.0,4.0,1,21.0,7.0,1.0,1.0,1.0,16.0,['DUKE'],https://www.basketball-reference.com/req/202106291/images/headshots/careyve01.jpg,0,0,0,2,2020,
0,Cornelius Cash,1976-77,24.0,['DET'],NBA,PF,6.0,,8.2,1.5,3.8,0.391,,,,,,,,0.5,1.0,0.5,1.3,1.3,2.7,0.2,0.3,0.2,,1.3,3.5,0,11.0,8.0,1.0,2.0,,,['BOWLGREEN'],,0,0,0,6,1975,
0,Dell Curry,1986-87,22.0,['UTA' 'CLE' 'CHH' 'MIL' 'TOR'],NBA,SG,82.0,29.0,30.6,6.9,14.8,0.491,2.2,5.2,0.476,6.1,12.6,0.509,0.588,1.8,2.1,0.923,0.9,2.9,3.6,2.7,1.5,0.4,1.7,2.2,16.3,0,38.0,11.0,10.0,7.0,3.0,29.6,['VATECH'],https://www.basketball-reference.com/req/202106291/images/headshots/curryde01.jpg,0,0,0,15,1986,
0,Tom Copa,1991-92,27.0,['SAS'],NBA,C,33.0,1.0,4.0,0.7,1.2,0.55,0.0,0.0,,0.7,1.2,0.55,0.55,0.1,0.4,0.308,0.4,0.7,1.1,0.1,0.1,0.2,0.2,0.9,1.5,0,5.0,4.0,2.0,1.0,3.0,5.2,['MARQUETTE'],,0,0,0,,,
0,Isaiah Canaan,2013-14,22.0,['HOU' 'TOT' 'PHI' 'CHI' 'PHO' 'MIN' 'MIL'],NBA,PG,77.0,39.0,26.5,4.2,11.2,0.405,2.7,7.4,0.4,1.6,3.9,0.481,0.527,2.4,2.7,1.0,0.4,2.3,2.6,4.0,0.8,0.3,1.8,2.5,12.6,1,31.0,7.0,9.0,4.0,2.0,27.7,['MURRAYST'],https://www.basketball-reference.com/req/202106291/images/headshots/canaais01.jpg,0,0,0,4,2013,
